dataset,cell_id,status,q0,retirement_cycle,retirement_throughput,available_future_throughput,soh_t0,recent_slope,early_slope,slope_change,curvature,history_mad,max_drop,linearity_r2,slope_ratio,history_range,future_temp,future_charge_rate,future_discharge_rate,future_soc_min,future_soc_max,chemistry,future_protocol,duty_stratum,local_noise,future_soh,target_g,target_horizon,target_instability
luh,luh_P023_2_S04_C04,band_skipped,2.9345213535742074,,,,,,,,,,,,,,,,,,,,,,,,,,
luh,luh_P023_3_S05_C03,band_skipped,2.9396998665269596,,,,,,,,,,,,,,,,,,,,,,,,,,
luh,luh_P025_1_S01_C09,eligible_primary,2.940451520703161,979.0,871.6157075111308,383.7925927793325,0.814999100738307,-0.00016039859151815777,-0.00016313437616679801,2.7357846486402446e-06,5.6201234582486416e-08,0.004268727688983842,0.000883861994170454,0.9999728740627436,-0.9832298702890001,0.01621190671187689,0.0,0.33,0.33,,,NMC,T0_C0.33_D0.33_Snan-nan,T0_C0.33_D0.33_Snan-nan,1.646016656309257e-16,0.8074100155792363,0.0001517817031814128,50.0,6.031022689668468e-05
luh,luh_P025_2_S02_C09,eligible_primary,2.9268028060542495,943.0,839.2586238117896,327.1723612054517,0.8148685475741488,-0.00016619554423804138,-0.00017334897531374126,7.15343107569988e-06,1.3062394611508444e-07,0.004414854964605974,0.0009208317254670861,0.9998700720578567,-0.9587339292732882,0.016922036991366296,0.0,0.33,0.33,,,NMC,T0_C0.33_D0.33_Snan-nan,T0_C0.33_D0.33_Snan-nan,1.646016656309257e-16,0.8064682789670752,0.00016800537214147314,50.0,3.017979052131091e-05
luh,luh_P025_3_S03_C09,eligible_primary,2.949370847898807,955.0,850.4324987626602,363.0201732199249,0.8148811527282959,-0.00016750576376343336,-0.00017222272812455284,4.716964361119484e-06,9.5167254326486e-08,0.004430229682392095,0.0009228033836005123,0.9999307774205003,-0.9726112551317376,0.016945503840535614,0.0,0.33,0.33,,,NMC,T0_C0.33_D0.33_Snan-nan,T0_C0.33_D0.33_Snan-nan,1.646016656309257e-16,0.8067358611969823,0.00016290583062627205,50.0,3.278975393127785e-05
luh,luh_P026_1_S01_C07,eligible_primary,2.935214830868402,747.0,668.4101620089015,123.9609997660483,0.8149945591649308,-0.0003100504314340997,-0.00024312396148053138,-6.69264699535683e-05,-1.2007594650349194e-06,0.007152978461964166,0.001644906789478151,0.9963493624615258,-1.2752771448195064,0.027596511921488154,0.0,0.33,1.0,,,NMC,T0_C0.33_D1_Snan-nan,T0_C0.33_D1_Snan-nan,2.5769787191268587e-05,0.7854890351957278,0.0005901104793840606,50.0,0.00017039327962296087
luh,luh_P026_2_S02_C07,eligible_primary,2.946438503949202,777.0,696.0549077479594,84.10863871627384,0.8149922937029299,-0.0003022634912329449,-0.0002578594610944836,-4.440403013846128e-05,-8.667142919228065e-07,0.0076700898021414,0.001603321858539064,0.9979376891246214,-1.1722024468289374,0.02819105133145683,0.0,0.33,1.0,,,NMC,T0_C0.33_D1_Snan-nan,T0_C0.33_D1_Snan-nan,1.646016656309257e-16,0.74541146120911,0.0013916166498763993,50.0,3.235325961341751e-05
luh,luh_P026_3_S03_C07,eligible_primary,2.9330839126024193,688.0,618.3978825477988,112.44294221192888,0.8146427918988999,-0.00038716154973138066,-0.00032016144720618394,-6.700010252519672e-05,-1.4217750377829795e-06,0.00907060050157904,0.002975857029732354,0.9958969030666487,-1.209269739095253,0.03572824366324068,0.0,0.33,1.0,,,NMC,T0_C0.33_D1_Snan-nan,T0_C0.33_D1_Snan-nan,1.646016656309257e-16,0.7858091052685205,0.0005766737326075866,50.0,0.0006911305945300039
luh,luh_P027_1_S01_C05,right_censored_before_horizon,2.944183467290136,311.0,285.5184483121075,44.5744356890105,0.8129906623698127,-0.0009547836123629544,-0.0008072774137160905,-0.00014750619864686387,-3.172734946081638e-06,0.02172167096470068,0.013750764818932448,0.9932964335746791,-1.182720581724017,0.09257396985429234,0.0,1.0,1.0,,,NMC,T0_C1_D1_Snan-nan,T0_C1_D1_Snan-nan,0.0,,,,
luh,luh_P027_2_S02_C05,eligible_primary,2.931260062156458,316.0,291.1941439795263,50.78126261850849,0.8148750453636168,-0.0010245564687394858,-0.0007326461953079138,-0.000291910273431572,-6.231190772952578e-06,0.019670595485691444,0.012028706666182276,0.9787083407222936,-1.3984327978512043,0.09200222824669668,0.0,1.0,1.0,,,NMC,T0_C1_D1_Snan-nan,T0_C1_D1_Snan-nan,1.646016656309257e-16,0.6901483264398708,0.0024945343784749194,50.0,
luh,luh_P027_3_S03_C05,eligible_primary,2.934655080675344,330.0,303.10688744492285,67.9675702821209,0.8145637100747002,-0.0011412841015252175,-0.0006102181315780781,-0.0005310659699471394,-1.0344563846837035e-05,0.017106993833808093,0.007774366985039638,0.96183040770922,-1.8702887417877205,0.0851063642718729,0.0,1.0,1.0,,,NMC,T0_C1_D1_Snan-nan,T0_C1_D1_Snan-nan,1.646016656309257e-16,0.7366069632309075,0.0015591349368758545,50.0,0.00016047411966315088
luh,luh_P029_1_S06_C08,eligible_primary,2.920356246068688,227.0,199.77162271226135,462.64895313830766,0.8148634810557089,-0.0003765783272795156,-0.0008663288346632195,0.0004897505073837039,8.857874864016189e-06,0.01264705973632263,0.004775755326995479,0.9549053967353969,-0.4346828966230915,0.059388802161379095,10.0,0.33,0.33,,,NMC,T10_C0.33_D0.33_Snan-nan,T10_C0.33_D0.33_Snan-nan,3.292033312618514e-16,0.8035680252963207,0.00022590911518776568,50.0,1.0777000762246854e-05
luh,luh_P029_2_S08_C07,eligible_primary,2.9346770298588325,238.0,209.25134963001224,466.6529868990581,0.8149234918193317,-0.00035570353463152267,-0.0007782165916294907,0.00042251305699796804,8.073545099721717e-06,0.011435369328533895,0.004904037477666212,0.9490530765537513,-0.45707523902403935,0.053629114131802824,10.0,0.33,0.33,,,NMC,T10_C0.33_D0.33_Snan-nan,T10_C0.33_D0.33_Snan-nan,3.292033312618514e-16,0.8032128454129299,0.00023421292812803474,50.0,3.071183501447468e-05
luh,luh_P029_3_S09_C07,eligible_primary,2.9128987621314213,226.0,199.48965207893062,514.7231637364052,0.8149291665705277,-0.0003964462496525007,-0.000929946254365169,0.0005335000047126683,9.644211682283757e-06,0.013436378233848412,0.005128058787512102,0.9530449700842138,-0.4263109268859157,0.0633185525931903,10.0,0.33,0.33,,,NMC,T10_C0.33_D0.33_Snan-nan,T10_C0.33_D0.33_Snan-nan,1.646016656309257e-16,0.8035113675837077,0.000228355979736401,50.0,1.4367991684432189e-05
luh,luh_P030_1_S06_C06,eligible_primary,2.918346575656434,208.0,183.56228008614502,372.33467946942324,0.8148192834822834,-0.0005296779477589585,-0.0009328715441831194,0.00040319359642416086,7.98062495258019e-06,0.013822183444757108,0.006649620748957807,0.9637958235285071,-0.5677930161572006,0.07134970358116899,10.0,0.33,1.0,,,NMC,T10_C0.33_D1_Snan-nan,T10_C0.33_D1_Snan-nan,1.646016656309257e-16,0.7976217141688878,0.0003439513862679111,50.0,1.0691022567140342e-05
luh,luh_P030_2_S08_C05,eligible_primary,2.915591718013638,208.0,183.81614577493164,348.1831261522841,0.8147739534746494,-0.0005642929918493577,-0.0009074611535874538,0.00034316816173809604,6.883480035624227e-06,0.014717526828918082,0.006708033479446152,0.9724614846481925,-0.6218370776738442,0.07255973166959184,10.0,0.33,1.0,,,NMC,T10_C0.33_D1_Snan-nan,T10_C0.33_D1_Snan-nan,1.646016656309257e-16,0.7966331151064001,0.00036281676736498624,50.0,2.4629684913807414e-06
luh,luh_P030_3_S09_C05,eligible_primary,2.916707573164656,208.0,183.8267157942282,351.8475308991799,0.8145972651462718,-0.0005612051425955903,-0.0009319779307515183,0.000370772788155928,7.3704786534813895e-06,0.014637668255248704,0.006661897573750908,0.9702311886845181,-0.6021656995064806,0.07317739299077819,10.0,0.33,1.0,,,NMC,T10_C0.33_D1_Snan-nan,T10_C0.33_D1_Snan-nan,1.646016656309257e-16,0.796183184146749,0.0003682816199904559,50.0,4.09210642651386e-06
luh,luh_P031_1_S06_C04,right_censored_before_horizon,2.9330407703137293,131.0,117.50754880580295,36.07085223571697,0.8145903278205164,-0.0014123458784655082,-0.0019184806574487833,0.0005061347789832751,9.963470083540217e-06,0.03636525785627742,0.012408244329788931,0.9891682238618806,-0.7361793682838905,0.1634207001992165,10.0,1.0,1.0,,,NMC,T10_C1_D1_Snan-nan,T10_C1_D1_Snan-nan,0.0,,,,
luh,luh_P031_2_S07_C04,right_censored_before_horizon,2.9166404402998367,128.0,114.7893320485458,42.77029222544179,0.8142177290401486,-0.0014419570810145599,-0.0020358675471159903,0.0005939104661014305,1.1425786371768339e-05,0.038608214737540336,0.012575664333672187,0.9879846509648393,-0.7082764706659016,0.16952558728948364,10.0,1.0,1.0,,,NMC,T10_C1_D1_Snan-nan,T10_C1_D1_Snan-nan,1.646016656309257e-16,,,,
luh,luh_P031_3_S09_C03,right_censored_before_horizon,2.919114079015136,122.0,109.59975899794301,42.56901781023359,0.8137415615036109,-0.001563441107303258,-0.0021708207784624477,0.0006073796711591898,1.125928559501259e-05,0.043810962718200674,0.012536519121756351,0.9909281875988535,-0.7202073624938372,0.18164888559696057,10.0,1.0,1.0,,,NMC,T10_C1_D1_Snan-nan,T10_C1_D1_Snan-nan,0.0,,,,
luh,luh_P033_1_S07_C08,eligible_primary,2.931979215807445,753.0,665.5118434632993,556.3917117155518,0.814850378014037,-0.00020154295398688992,-0.00019553675065797207,-6.006203328917854e-06,-1.1059248332397889e-07,0.005241454789703726,0.0010673449805901347,0.9999365074955895,-1.0307164934914141,0.01985787888060031,10.0,0.33,0.33,,,NMC,T10_C0.33_D0.33_Snan-nan,T10_C0.33_D0.33_Snan-nan,1.646016656309257e-16,0.8054165202645635,0.0001886771549894717,50.0,1.0460236691237781e-05
luh,luh_P033_2_S08_C08,eligible_primary,2.938376662801508,722.0,638.8023355010251,582.4390301049949,0.8149876948888871,-0.00020513731778996832,-0.0002105244336421797,5.387115852211377e-06,9.683699069447273e-08,0.0054962156543118534,0.0011169886616675395,0.9999505538942328,-0.9744109709309673,0.020831813403155097,10.0,0.33,0.33,,,NMC,T10_C0.33_D0.33_Snan-nan,T10_C0.33_D0.33_Snan-nan,3.292033312618514e-16,0.8048196493560525,0.00020336091065669136,50.0,1.4478314208901103e-05
luh,luh_P033_3_S09_C08,eligible_primary,2.926260176865601,751.0,663.5695609804989,519.4952805853302,0.8149872696317596,-0.0001913954427296768,-0.00019515177180769145,3.756329078014644e-06,7.007391239579929e-08,0.005050460064300988,0.0010345854120390463,0.999968698956862,-0.9807517551943302,0.019277233518326775,10.0,0.33,0.33,,,NMC,T10_C0.33_D0.33_Snan-nan,T10_C0.33_D0.33_Snan-nan,3.292033312618514e-16,0.8055971893993894,0.00018780160464740403,50.0,5.377946193457433e-06
luh,luh_P034_1_S07_C06,eligible_primary,2.9359988019016496,635.0,562.6023027913285,470.05037686159255,0.8149342872975606,-0.00023512102854501038,-0.00023357182182781806,-1.5492067171923223e-06,-2.4216685208067923e-08,0.00614610470258542,0.0012579648529829068,0.9999937394818228,-1.0066326781418622,0.023438404727897266,10.0,0.33,1.0,,,NMC,T10_C0.33_D1_Snan-nan,T10_C0.33_D1_Snan-nan,1.646016656309257e-16,0.8033954102601066,0.00023077754074907864,50.0,8.344440247428191e-07
luh,luh_P034_2_S08_C06,eligible_primary,2.9452863944678866,636.0,563.4397102866124,460.10118526612473,0.8148536650284905,-0.00023502840285651502,-0.00023349406448632982,-1.5343383701851994e-06,-2.342444966711332e-08,0.0061404257819320796,0.0012825125305370166,0.9999908447338778,-1.006571209309156,0.0234573231295927,10.0,0.33,1.0,,,NMC,T10_C0.33_D1_Snan-nan,T10_C0.33_D1_Snan-nan,1.646016656309257e-16,0.8030457398210259,0.00023615850414929307,50.0,2.8362207377759235e-06
luh,luh_P034_3_S09_C06,eligible_primary,2.9493234428383706,631.0,558.616339595659,470.8452138925337,0.8149518231394676,-0.0002314763378237922,-0.00023065006991526511,-8.262679085270909e-07,-1.0326886656443568e-08,0.006032784068751018,0.0012606919430144803,0.9999835353064921,-1.0035823440627207,0.0231527503407869,10.0,0.33,1.0,,,NMC,T10_C0.33_D1_Snan-nan,T10_C0.33_D1_Snan-nan,1.646016656309257e-16,0.8026783463586428,0.000245469535616496,50.0,7.334158318378236e-06
luh,luh_P035_1_S08_C04,retirement_not_observed,2.9478018716300287,,,,,,,,,,,,,,,,,,,,,,,,,,
luh,luh_P035_2_S09_C04,eligible_primary,2.9383203265745816,405.0,368.06084212643043,56.26305868835027,0.8142298778110637,-0.0010186335417463502,-0.00032269240131736646,-0.0006959411404289837,-1.2555529183821311e-05,0.014805373333862337,0.005502406248576341,0.9424612233063143,-3.1566703696395035,0.06964068509087651,10.0,1.0,1.0,,,NMC,T10_C1_D1_Snan-nan,T10_C1_D1_Snan-nan,3.292033312618514e-16,0.7599658366037887,0.0010852808241455002,50.0,3.642091273394634e-06
luh,luh_P035_3_S10_C02,eligible_primary,2.9375773132652347,363.0,330.7158919023069,68.94263684754549,0.8144350602197402,-0.0010599263923259186,-0.00036430977951325706,-0.0006956166128126615,-1.4363656145012199e-05,0.009683009523624997,0.012299567387225707,0.8416101913110341,-2.909409661585405,0.07279407108480507,10.0,1.0,1.0,,,NMC,T10_C1_D1_Snan-nan,T10_C1_D1_Snan-nan,1.646016656309257e-16,0.6866055027671624,0.002556591149051557,50.0,4.4280409079495264e-05
luh,luh_P037_1_S05_C11,eligible_primary,2.9448083019996583,1032.0,916.2556719488663,400.7935664460566,0.8149809983602277,-0.00014036963907064704,-0.0001453065620322712,4.936922961624156e-06,8.89881378445305e-08,0.0037279137350235136,0.0007689798041508045,0.9999170173944063,-0.9660240880206931,0.01424829798430216,10.0,0.33,0.33,,,NMC,T10_C0.33_D0.33_Snan-nan,T10_C0.33_D0.33_Snan-nan,3.292033312618514e-16,0.809418685255594,0.00011124626209267463,50.0,5.049078659374087e-06
luh,luh_P037_2_S06_C09,retirement_not_observed,2.9357716571227384,,,,,,,,,,,,,,,,,,,,,,,,,,
luh,luh_P037_3_S10_C04,eligible_primary,2.9551444457232536,1085.0,964.2241620605416,358.12227211590516,0.8149362644227889,-0.00011436821398034679,-0.00014662790801198123,3.225969403163444e-05,5.827886274829883e-07,0.0034962010718666003,0.0007753569259993931,0.9961859254962087,-0.7799893999101559,0.01322061741246705,10.0,0.33,0.33,,,NMC,T10_C0.33_D0.33_Snan-nan,T10_C0.33_D0.33_Snan-nan,3.292033312618514e-16,0.8080515398750215,0.0001376944909553468,50.0,8.469334156028632e-06
luh,luh_P038_1_S06_C07,eligible_primary,2.940746554303381,980.0,873.6869856068697,558.9564891714315,0.8148557774863644,-0.00017934724921398918,-0.0001806607793713515,1.3135301573623118e-06,2.140133652312449e-08,0.0047420261994630675,0.0009563417636642146,0.9999959155493546,-0.9927293009477042,0.018012626402927112,10.0,0.33,1.0,,,NMC,T10_C0.33_D1_Snan-nan,T10_C0.33_D1_Snan-nan,3.292033312618514e-16,0.8059109406924602,0.00017889673587808463,50.0,2.663308830512258e-06
luh,luh_P038_2_S07_C07,eligible_primary,2.9300479162001247,1090.0,971.3924051244604,585.6113536706642,0.8149054733334409,-0.00015991933204318186,-0.00016137476443000732,1.45543238682546e-06,2.410278659610492e-08,0.004224486737584687,0.0008528457236672837,0.9999944726914871,-0.9909810409826704,0.01606235246144816,10.0,0.33,1.0,,,NMC,T10_C0.33_D1_Snan-nan,T10_C0.33_D1_Snan-nan,4.938049968927771e-16,0.806907167803334,0.0001599661106021366,50.0,9.139082692951594e-07
luh,luh_P038_3_S10_C03,eligible_primary,2.9357227551867218,940.0,837.3437602043167,535.874382150506,0.8148990871091378,-0.00017802106525588912,-0.0001778465178848129,-1.745473710762285e-07,2.112923848867126e-09,0.004675598245844126,0.0009734437988283551,0.9999940871245279,-1.0009814494720064,0.017802430059965513,10.0,0.33,1.0,,,NMC,T10_C0.33_D1_Snan-nan,T10_C0.33_D1_Snan-nan,1.646016656309257e-16,0.8061469811601262,0.00017504211898023315,50.0,2.036511834611745e-06
luh,luh_P039_1_S05_C10,eligible_primary,2.947773924664422,643.0,583.3978381140831,130.69362321512813,0.8139064748218914,-0.0004964838806345726,-0.00046795606219894077,-2.85278184356318e-05,-5.940154511085019e-07,0.0124788552791667,0.003954709652570609,0.9994305355173864,-1.0609626004235924,0.048889738970890884,10.0,1.0,1.0,,,NMC,T10_C1_D1_Snan-nan,T10_C1_D1_Snan-nan,8.230083281546285e-17,0.7430459043009163,0.0014172114104195012,50.0,2.2507865182197003e-05
luh,luh_P039_2_S06_C05,eligible_primary,2.953916052544245,671.0,608.4099982873161,141.81511723209485,0.8143708209015449,-0.0006124640697371572,-0.00031923260119512403,-0.00029323146854203316,-6.016739904767205e-06,0.008476504771226412,0.0056975982228043565,0.941079134183208,-1.918551136206799,0.04690234449777386,10.0,1.0,1.0,,,NMC,T10_C1_D1_Snan-nan,T10_C1_D1_Snan-nan,1.646016656309257e-16,0.7581034416294187,0.0011253475854425244,50.0,1.7237651883257133e-05
luh,luh_P039_3_S07_C05,eligible_primary,2.9432361917236096,641.0,580.0683168994633,82.05928010456626,0.8144780545522511,-0.00046617210501561675,-0.0004013775394827155,-6.479456553290123e-05,-1.4280876487256089e-06,0.010683069268698553,0.007441648310098414,0.9926211823533913,-1.1614304717110149,0.045907924233814845,10.0,1.0,1.0,,,NMC,T10_C1_D1_Snan-nan,T10_C1_D1_Snan-nan,1.646016656309257e-16,0.7231155508388,0.0018272500742690222,50.0,3.0264381200567054e-05
luh,luh_P041_1_S11_C08,eligible_primary,2.927791698945236,373.0,329.3036121160525,735.4306977671846,0.8148401554814468,-0.00021425294999705193,-0.00046184160029247035,0.0002475886502954184,4.4475710175312055e-06,0.00731044644873613,0.002492556633648557,0.9638178396124021,-0.4639100285928595,0.03277512197891752,25.0,0.33,0.33,,,NMC,T25_C0.33_D0.33_Snan-nan,T25_C0.33_D0.33_Snan-nan,1.646016656309257e-16,0.8063349561422268,0.00017010398678440008,50.0,2.3302721366686764e-05
luh,luh_P041_2_S13_C07,eligible_primary,2.913801554705951,304.0,271.3855716922311,560.1883491916541,0.8146978452331655,-0.0005290250897808196,-0.0007449527234207597,0.00021592763363994009,3.923086367268776e-06,0.01554049282927722,0.004078054661587727,0.9917044982122364,-0.7101458564398305,0.06232372321611035,25.0,0.33,0.33,,,NMC,T25_C0.33_D0.33_Snan-nan,T25_C0.33_D0.33_Snan-nan,3.292033312618514e-16,0.8019577841976177,0.0002548012207109562,50.0,3.686736886046004e-05
luh,luh_P041_3_S14_C07,eligible_primary,2.9244011625383486,377.0,332.7908588144246,695.722526834966,0.8149750297742963,-0.00021508263244528325,-0.0004448463139978286,0.00022976368155254535,4.16789215685134e-06,0.006891685986987084,0.0024406749657025495,0.9646388382301875,-0.483498740300528,0.03168972793477509,25.0,0.33,0.33,,,NMC,T25_C0.33_D0.33_Snan-nan,T25_C0.33_D0.33_Snan-nan,3.292033312618514e-16,0.8068047457473971,0.00016340568053798242,50.0,2.0674409498606627e-05
luh,luh_P042_1_S11_C06,eligible_primary,2.9179630073750555,269.0,238.70575254136898,1277.1621619556502,0.8148076052065193,-0.00036667388664145793,-0.00075942278661542,0.00039274889997396205,7.279631985339585e-06,0.015589349965612287,0.0041134342710540395,0.9712217596279005,-0.48283234728265484,0.059062654855755126,25.0,0.33,1.0,,,NMC,T25_C0.33_D1_Snan-nan,T25_C0.33_D1_Snan-nan,3.292033312618514e-16,0.8001951037639665,0.0002922500288510554,50.0,4.282650421970417e-05
luh,luh_P042_2_S13_C05,eligible_primary,2.9165956349846702,299.0,265.90144981699837,580.6165030168975,0.8149685705617237,-0.0004105962016242532,-0.0006838175041393369,0.0002732213025150837,4.915817193100025e-06,0.012898489651416767,0.003713258890060911,0.9828754394899488,-0.6004470478436141,0.053355149616245545,25.0,0.33,1.0,,,NMC,T25_C0.33_D1_Snan-nan,T25_C0.33_D1_Snan-nan,3.292033312618514e-16,0.7990700249858043,0.0003179709115183882,50.0,4.692278931764487e-05
luh,luh_P042_3_S14_C05,eligible_primary,2.925650170269309,324.0,285.3475135759553,883.9860290939899,0.8148201903145749,-0.00028652225726472666,-0.0004176098129286783,0.00013108755566395165,2.7207642350670535e-06,0.007465145965711351,0.0035278066981140332,0.9785341808034009,-0.6861003941822136,0.03552870075966541,25.0,0.33,1.0,,,NMC,T25_C0.33_D1_Snan-nan,T25_C0.33_D1_Snan-nan,1.646016656309257e-16,0.8058140830653077,0.00018012214498534408,50.0,4.941895761323628e-05
