cell_id,cycle,Q_discharge
matr_b1c0,84,1.0762265
matr_b1c0,85,1.0763329
matr_b1c0,86,1.0760512
matr_b1c0,87,1.0762264
matr_b1c0,88,1.076053
matr_b1c0,89,1.0749464
matr_b1c0,90,1.0761249
matr_b1c0,91,1.0760405
matr_b1c0,92,1.0748079
matr_b1c0,93,1.0759902
matr_b1c0,94,1.0758985
matr_b1c0,95,1.0758245
matr_b1c0,96,1.0758753
matr_b1c0,97,1.0758419
matr_b1c0,98,1.0759112
matr_b1c0,99,1.0758784
matr_b1c0,100,1.0759126
matr_b1c0,101,1.0758415
matr_b1c0,102,1.0757886
matr_b1c0,103,1.0758218
matr_b1c0,104,1.0757833
matr_b1c0,105,1.0758278
matr_b1c0,106,1.0758644
matr_b1c0,107,1.0756383
matr_b1c0,108,1.0757459
matr_b1c0,109,1.0757282
matr_b1c0,110,1.0756657
matr_b1c0,111,1.0756232
matr_b1c0,112,1.0756211
matr_b1c0,113,1.0756699
matr_b1c0,114,1.0755961
matr_b1c0,115,1.0741987
matr_b1c0,116,1.0756382
matr_b1c0,117,1.0756032
matr_b1c0,118,1.0755146
matr_b1c0,119,1.0755045
matr_b1c0,120,1.0753888
matr_b1c0,121,1.0752513
matr_b1c0,122,1.075214
matr_b1c0,123,1.0752245
matr_b1c0,124,1.0751811
matr_b1c0,125,1.0752125
matr_b1c0,126,1.0752281
matr_b1c0,127,1.07524
matr_b1c0,128,1.0752876
matr_b1c0,129,1.0752187
matr_b1c0,130,1.075147
matr_b1c0,131,1.0751264
matr_b1c0,132,1.0737574
matr_b1c0,133,1.0747384
matr_b1c0,134,1.0744451
matr_b1c0,135,1.0728469
matr_b1c0,136,1.0728441
matr_b1c0,137,1.07452
matr_b1c0,138,1.073329
matr_b1c0,139,1.0747689
matr_b1c0,140,1.0747482
matr_b1c0,141,1.0710337
matr_b1c0,142,1.0746664
matr_b1c0,143,1.0747198
matr_b1c0,144,1.0746906
matr_b1c0,145,1.0721986
matr_b1c0,146,1.0733948
matr_b1c0,147,1.0745389
matr_b1c0,148,1.0743873
matr_b1c0,149,1.0740879
matr_b1c0,150,1.0744152
matr_b1c0,151,1.074378
matr_b1c0,152,1.0743593
matr_b1c0,153,1.0742767
matr_b1c0,154,1.0742306
matr_b1c0,155,1.0739679
matr_b1c0,156,1.0732156
matr_b1c0,157,1.0736821
matr_b1c0,158,1.0737848
matr_b1c0,159,1.0738961
matr_b1c0,160,1.0742747
matr_b1c0,161,1.0730073
matr_b1c0,162,1.0730597
matr_b1c0,163,1.0715735
matr_b1c0,164,1.071436
matr_b1c0,165,1.0687023
matr_b1c0,166,1.0677084
matr_b1c0,167,1.0725
matr_b1c0,168,1.0736258
matr_b1c0,169,1.0730176
matr_b1c0,170,1.0737669
matr_b1c0,171,1.0739388
matr_b1c0,172,1.0714852
matr_b1c0,173,1.0713842
matr_b1c0,174,1.0700154
matr_b1c0,175,1.0639316
matr_b1c0,176,1.0678089
matr_b1c0,177,1.0715845
matr_b1c0,178,1.0691396
matr_b1c0,179,1.07152
matr_b1c0,180,1.0702107
matr_b1c0,181,1.0714779
matr_b1c0,182,1.0737666
matr_b1c0,183,1.0734777
matr_b1c0,184,1.0734123
matr_b1c0,185,1.0733159
matr_b1c0,186,1.0732638
matr_b1c0,187,1.0731425
matr_b1c0,188,1.072943
matr_b1c0,189,1.0719339
matr_b1c0,190,1.0716102
matr_b1c0,191,1.0724705
matr_b1c0,192,1.0728638
matr_b1c0,193,1.0730959
matr_b1c0,194,1.0696446
matr_b1c0,195,1.0709413
matr_b1c0,196,1.0647488
matr_b1c0,197,1.067211
matr_b1c0,198,1.0692852
matr_b1c0,199,1.0644047
matr_b1c0,200,1.0692478
matr_b1c0,201,1.0729612
matr_b1c0,202,1.0719513
matr_b1c0,203,1.0734826
matr_b1c0,204,1.0711106
matr_b1c0,205,1.0728359
matr_b1c0,206,1.0686156
matr_b1c0,207,1.0722553
matr_b1c0,208,1.0722088
matr_b1c0,209,1.0730858
matr_b1c0,210,1.0728866
matr_b1c0,211,1.0728358
matr_b1c0,212,1.0728077
matr_b1c0,213,1.07278
matr_b1c0,214,1.0726694
matr_b1c0,215,1.0725751
matr_b1c0,216,1.0714912
matr_b1c0,217,1.0725292
matr_b1c0,218,1.0722562
matr_b1c0,219,1.0722263
matr_b1c0,220,1.0702997
matr_b1c0,221,1.0709004
matr_b1c0,222,1.0717547
matr_b1c0,223,1.0720819
matr_b1c0,224,1.0726638
matr_b1c0,225,1.0686629
matr_b1c0,226,1.0687469
matr_b1c0,227,1.0661069
matr_b1c0,228,1.0659326
matr_b1c0,229,1.0679137
matr_b1c0,230,1.0685478
matr_b1c0,231,1.0715339
matr_b1c0,232,1.0725104
matr_b1c0,233,1.0724415
matr_b1c0,234,1.0723016
matr_b1c0,235,1.07228
matr_b1c0,236,1.0659735
matr_b1c0,237,1.0707749
matr_b1c0,238,1.0695169
matr_b1c0,239,1.0634056
matr_b1c0,240,1.0694402
matr_b1c0,241,1.0681522
matr_b1c0,242,1.0705171
matr_b1c0,243,1.0715264
matr_b1c0,244,1.0711093
matr_b1c0,245,1.0713196
matr_b1c0,246,1.0713376
matr_b1c0,247,1.0714476
matr_b1c0,248,1.0713531
matr_b1c0,249,1.0716952
matr_b1c0,250,1.071188
matr_b1c0,251,1.0692111
matr_b1c0,252,1.0694512
matr_b1c0,253,1.0713137
matr_b1c0,254,1.0665704
matr_b1c0,255,1.0716691
matr_b1c0,256,1.06809
matr_b1c0,257,1.0522044
matr_b1c0,258,1.0594097
matr_b1c0,259,1.062722
matr_b1c0,260,1.065221
matr_b1c0,261,1.0675694
matr_b1c0,262,1.0713251
matr_b1c0,263,1.070654
matr_b1c0,264,1.070429
matr_b1c0,265,1.0698726
matr_b1c0,266,1.0674539
matr_b1c0,267,1.067901
matr_b1c0,268,1.0710255
matr_b1c0,269,1.0709585
matr_b1c0,270,1.0709193
matr_b1c0,271,1.0708414
matr_b1c0,272,1.0697244
matr_b1c0,273,1.0704929
matr_b1c0,274,1.0707847
matr_b1c0,275,1.070703
matr_b1c0,276,1.0706118
matr_b1c0,277,1.0700974
matr_b1c0,278,1.070269
matr_b1c0,279,1.0699091
matr_b1c0,280,1.0699389
matr_b1c0,281,1.0691898
matr_b1c0,282,1.0666218
matr_b1c0,283,1.0662863
matr_b1c0,284,1.0651459
matr_b1c0,285,1.0691012
matr_b1c0,286,1.0685273
matr_b1c0,287,1.0708722
matr_b1c0,288,1.0689743
matr_b1c0,289,1.0695846
matr_b1c0,290,1.0698013
matr_b1c0,291,1.0701363
matr_b1c0,292,1.0700173
matr_b1c0,293,1.0698297
matr_b1c0,294,1.0646312
matr_b1c0,295,1.06767
matr_b1c0,296,1.0670372
matr_b1c0,297,1.0699611
matr_b1c0,298,1.0698364
matr_b1c0,299,1.0697434
matr_b1c0,300,1.0696157
matr_b1c0,301,1.0698825
matr_b1c0,302,1.0698853
matr_b1c0,303,1.0691276
matr_b1c0,304,1.0667444
matr_b1c0,305,1.0688608
matr_b1c0,306,1.0691419
matr_b1c0,307,1.0691915
matr_b1c0,308,1.0696068
matr_b1c0,309,1.0696694
matr_b1c0,310,1.0684117
matr_b1c0,311,1.0692772
matr_b1c0,312,1.0628723
matr_b1c0,313,1.064725
matr_b1c0,314,1.0648649
matr_b1c0,315,1.0690352
matr_b1c0,316,1.0684961
matr_b1c0,317,1.0693339
matr_b1c0,318,1.0693139
matr_b1c0,319,1.0693067
matr_b1c0,320,1.0693525
matr_b1c0,321,1.0679969
matr_b1c0,322,1.0675799
matr_b1c0,323,1.067449
matr_b1c0,324,1.0661716
matr_b1c0,325,1.066994
matr_b1c0,326,1.0685939
matr_b1c0,327,1.0679792
matr_b1c0,328,1.0684899
matr_b1c0,329,1.0673405
matr_b1c0,330,1.0670813
matr_b1c0,331,1.0669221
matr_b1c0,332,1.0645261
matr_b1c0,333,1.0644022
matr_b1c0,334,1.0695329
matr_b1c0,335,1.0687782
matr_b1c0,336,1.0702711
matr_b1c0,337,1.0703403
matr_b1c0,338,1.0703341
matr_b1c0,339,1.070029
matr_b1c0,340,1.0669992
matr_b1c0,341,1.0679404
matr_b1c0,342,1.0695685
matr_b1c0,343,1.0675119
matr_b1c0,344,1.0674061
matr_b1c0,345,1.0677824
matr_b1c0,346,1.0691404
matr_b1c0,347,1.0690612
matr_b1c0,348,1.0690391
matr_b1c0,349,1.0676738
matr_b1c0,350,1.0654423
matr_b1c0,351,1.066672
matr_b1c0,352,1.065249
matr_b1c0,353,1.067323
matr_b1c0,354,1.0683092
matr_b1c0,355,1.0690169
matr_b1c0,356,1.0677238
matr_b1c0,357,1.0607356
matr_b1c0,358,1.0674988
matr_b1c0,359,1.0650654
matr_b1c0,360,1.0649996
matr_b1c0,361,1.0678664
matr_b1c0,362,1.0684118
matr_b1c0,363,1.0682194
matr_b1c0,364,1.0687932
matr_b1c0,365,1.0692003
matr_b1c0,366,1.0691874
matr_b1c0,367,1.068893
matr_b1c0,368,1.0687414
matr_b1c0,369,1.0686384
matr_b1c0,370,1.0645186
matr_b1c0,371,1.0677253
matr_b1c0,372,1.0676295
matr_b1c0,373,1.0675622
matr_b1c0,374,1.0675855
matr_b1c0,375,1.0679543
matr_b1c0,376,1.0655049
matr_b1c0,377,1.0653461
matr_b1c0,378,1.0629482
matr_b1c0,379,1.0594556
matr_b1c0,380,1.0653667
matr_b1c0,381,1.0681189
matr_b1c0,382,1.0680037
matr_b1c0,383,1.0679121
matr_b1c0,384,1.0673084
matr_b1c0,385,1.0674245
matr_b1c0,386,1.0675998
matr_b1c0,387,1.0681614
matr_b1c0,388,1.0667884
matr_b1c0,389,1.0499117
matr_b1c0,390,1.0487819
matr_b1c0,391,1.0409842
matr_b1c0,392,1.054733
matr_b1c0,393,1.0663438
matr_b1c0,394,1.0636747
matr_b1c0,395,1.0661352
matr_b1c0,396,1.067439
matr_b1c0,397,1.0632888
matr_b1c0,398,1.0647497
matr_b1c0,399,1.0652326
matr_b1c0,400,1.0636783
matr_b1c0,401,1.0658928
matr_b1c0,402,1.0619923
matr_b1c0,403,1.0594559
matr_b1c0,404,1.058076
matr_b1c0,405,1.0449606
matr_b1c0,406,1.0608855
matr_b1c0,407,1.0548323
matr_b1c0,408,1.0426595
matr_b1c0,409,1.0669585
matr_b1c0,410,1.0656699
matr_b1c0,411,1.0656745
matr_b1c0,412,1.0665383
matr_b1c0,413,1.0629419
matr_b1c0,414,1.0556192
matr_b1c0,415,1.0669644
matr_b1c0,416,1.0645865
matr_b1c0,417,1.0439526
matr_b1c0,418,1.0560402
matr_b1c0,419,1.0669073
matr_b1c0,420,1.0662833
matr_b1c0,421,1.0667531
matr_b1c0,422,1.0661353
matr_b1c0,423,1.063808
matr_b1c0,424,1.0638028
matr_b1c0,425,1.0649281
matr_b1c0,426,1.0635319
matr_b1c0,427,1.0646418
matr_b1c0,428,1.0513592
matr_b1c0,429,1.0622097
matr_b1c0,430,1.0548745
matr_b1c0,431,1.056126
matr_b1c0,432,1.0548553
matr_b1c0,433,1.0401301
matr_b1c0,434,1.0560426
matr_b1c0,435,1.0644474
matr_b1c0,436,1.0630739
matr_b1c0,437,1.0643857
matr_b1c0,438,1.0652679
matr_b1c0,439,1.0605631
matr_b1c0,440,1.061882
matr_b1c0,441,1.0604329
matr_b1c0,442,1.0625196
matr_b1c0,443,1.0639434
matr_b1c0,444,1.0656309
matr_b1c0,445,1.0659555
matr_b1c0,446,1.0643766
matr_b1c0,447,1.0592486
matr_b1c0,448,1.064343
matr_b1c0,449,1.0652808
matr_b1c0,450,1.0652997
matr_b1c0,451,1.0651654
matr_b1c0,452,1.0648382
matr_b1c0,453,1.0647463
matr_b1c0,454,1.0647039
matr_b1c0,455,1.063228
matr_b1c0,456,1.0547636
matr_b1c0,457,1.0632907
matr_b1c0,458,1.0640476
matr_b1c0,459,1.060768
matr_b1c0,460,1.0610192
matr_b1c0,461,1.0645175
matr_b1c0,462,1.0599377
matr_b1c0,463,1.0632949
matr_b1c0,464,1.062016
matr_b1c0,465,1.060432
matr_b1c0,466,1.0632564
matr_b1c0,467,1.0594114
matr_b1c0,468,1.0634983
matr_b1c0,469,1.0601008
matr_b1c0,470,1.0578228
matr_b1c0,471,1.0611887
matr_b1c0,472,1.0416328
matr_b1c0,473,1.0612651
matr_b1c0,474,1.0647072
matr_b1c0,475,1.0646758
matr_b1c0,476,1.0641997
matr_b1c0,477,1.0642273
matr_b1c0,478,1.0633408
matr_b1c0,479,1.0639844
matr_b1c0,480,1.0566306
matr_b1c0,481,1.0506681
matr_b1c0,482,1.058108
matr_b1c0,483,1.057606
matr_b1c0,484,1.056636
matr_b1c0,485,1.0612692
matr_b1c0,486,1.051676
matr_b1c0,487,1.0553005
matr_b1c0,488,1.0627018
matr_b1c0,489,1.0610656
matr_b1c0,490,1.0611809
matr_b1c0,491,1.0624331
matr_b1c0,492,1.0624239
matr_b1c0,493,1.0626174
matr_b1c0,494,1.06243
matr_b1c0,495,1.0621339
matr_b1c0,496,1.0594182
matr_b1c0,497,1.0596466
matr_b1c0,498,1.0624814
matr_b1c0,499,1.0626481
matr_b1c0,500,1.061404
matr_b1c0,501,1.0621486
matr_b1c0,502,1.0609982
matr_b1c0,503,1.0577871
matr_b1c0,504,1.0604461
matr_b1c0,505,1.0615808
matr_b1c0,506,1.0617605
matr_b1c0,507,1.0619984
matr_b1c0,508,1.0580443
matr_b1c0,509,1.0528724
matr_b1c0,510,1.0519124
matr_b1c0,511,1.0547196
matr_b1c0,512,1.0373893
matr_b1c0,513,1.0544937
matr_b1c0,514,1.061681
matr_b1c0,515,1.0611736
matr_b1c0,516,1.0567899
matr_b1c0,517,1.0585667
matr_b1c0,518,1.0588225
matr_b1c0,519,1.0564709
matr_b1c0,520,1.0601411
matr_b1c0,521,1.0603518
matr_b1c0,522,1.0433397
matr_b1c0,523,1.0541842
matr_b1c0,524,1.0612289
matr_b1c0,525,1.0553482
matr_b1c0,526,1.0458349
matr_b1c0,527,1.0319518
matr_b1c0,528,1.0377041
matr_b1c0,529,1.0606207
matr_b1c0,530,1.0561804
matr_b1c0,531,1.0606323
matr_b1c0,532,1.0449976
matr_b1c0,533,1.0544198
matr_b1c0,534,1.0489055
matr_b1c0,535,1.0554415
matr_b1c0,536,1.0516956
matr_b1c0,537,1.0551944
matr_b1c0,538,1.0581467
matr_b1c0,539,1.0576135
matr_b1c0,540,1.0603172
matr_b1c0,541,1.0592101
matr_b1c0,542,1.0591291
matr_b1c0,543,1.0565674
matr_b1c0,544,1.0491639
matr_b1c0,545,1.0541241
matr_b1c0,546,1.0576699
matr_b1c0,547,1.0490658
matr_b1c0,548,1.0382563
matr_b1c0,549,1.0370495
matr_b1c0,550,1.0454539
matr_b1c0,551,1.0544457
matr_b1c0,552,1.0583414
matr_b1c0,553,1.0599172
matr_b1c0,554,1.0553007
matr_b1c0,555,1.060292
matr_b1c0,556,1.0600207
matr_b1c0,557,1.0598836
matr_b1c0,558,1.0597323
matr_b1c0,559,1.0585767
matr_b1c0,560,1.054891
matr_b1c0,561,1.0422643
matr_b1c0,562,1.0476429
matr_b1c0,563,1.0499765
matr_b1c0,564,1.0471743
matr_b1c0,565,1.0568609
matr_b1c0,566,1.0550711
matr_b1c0,567,1.0592734
matr_b1c0,568,1.0589548
matr_b1c0,569,1.0594428
matr_b1c0,570,1.0578744
matr_b1c0,571,1.0580186
matr_b1c0,572,1.0594493
matr_b1c0,573,1.0590842
matr_b1c0,574,1.0570328
matr_b1c0,575,1.0591824
matr_b1c0,576,1.0587294
matr_b1c0,577,1.0488758
matr_b1c0,578,1.0270613
matr_b1c0,579,1.046486
matr_b1c0,580,1.057959
matr_b1c0,581,1.0580696
matr_b1c0,582,1.0549595
matr_b1c0,583,1.0477417
matr_b1c0,584,1.0500448
matr_b1c0,585,1.0588595
matr_b1c0,586,1.0585012
matr_b1c0,587,1.0586959
matr_b1c0,588,1.0579836
matr_b1c0,589,1.0585301
matr_b1c0,590,1.0523983
matr_b1c0,591,1.0459152
matr_b1c0,592,1.0561335
matr_b1c0,593,1.0572683
matr_b1c0,594,1.0476447
matr_b1c0,595,1.0562239
matr_b1c0,596,1.0566366
matr_b1c0,597,1.0432659
matr_b1c0,598,1.0468899
matr_b1c0,599,1.0565873
matr_b1c0,600,1.054775
matr_b1c0,601,1.0551888
matr_b1c0,602,1.0575479
matr_b1c0,603,1.0491458
matr_b1c0,604,1.0529571
matr_b1c0,605,1.0538129
matr_b1c0,606,1.0576051
matr_b1c0,607,1.0575962
matr_b1c0,608,1.0533774
matr_b1c0,609,1.0461477
matr_b1c0,610,1.0291052
matr_b1c0,611,1.010802
matr_b1c0,612,1.0330288
matr_b1c0,613,1.0574216
matr_b1c0,614,1.0558203
matr_b1c0,615,1.0555702
matr_b1c0,616,1.0560541
matr_b1c0,617,1.0573353
matr_b1c0,618,1.0533875
matr_b1c0,619,1.0560164
matr_b1c0,620,1.0494928
matr_b1c0,621,1.0555507
matr_b1c0,622,1.0530341
matr_b1c0,623,1.0410509
matr_b1c0,624,1.0493277
matr_b1c0,625,1.0556364
matr_b1c0,626,1.0569577
matr_b1c0,627,1.0567719
matr_b1c0,628,1.0566562
matr_b1c0,629,1.0565324
matr_b1c0,630,1.0564497
matr_b1c0,631,1.0567361
matr_b1c0,632,1.0568913
matr_b1c0,633,1.0549433
matr_b1c0,634,1.0554826
matr_b1c0,635,1.0559826
matr_b1c0,636,1.0543705
matr_b1c0,637,1.0554795
matr_b1c0,638,1.0296202
matr_b1c0,639,1.0230192
matr_b1c0,640,1.0538239
matr_b1c0,641,1.0512593
matr_b1c0,642,1.0535718
matr_b1c0,643,1.0440689
matr_b1c0,644,1.0477357
matr_b1c0,645,1.0509996
matr_b1c0,646,1.0555147
matr_b1c0,647,1.0550985
matr_b1c0,648,1.0508888
matr_b1c0,649,1.0402925
matr_b1c0,650,1.0331092
matr_b1c0,651,1.0522259
matr_b1c0,652,1.0168382
matr_b1c0,653,1.0457997
matr_b1c0,654,1.0534018
matr_b1c0,655,1.0440476
matr_b1c0,656,1.0382687
matr_b1c0,657,1.0342624
matr_b1c0,658,1.0482241
matr_b1c0,659,1.0554252
matr_b1c0,660,1.0468471
matr_b1c0,661,1.0531596
matr_b1c0,662,1.0492793
matr_b1c0,663,1.0354383
matr_b1c0,664,1.0341693
matr_b1c0,665,1.0408134
matr_b1c0,666,1.0517044
matr_b1c0,667,1.0467603
matr_b1c0,668,1.0540043
matr_b1c0,669,1.0550795
matr_b1c0,670,1.0539341
matr_b1c0,671,1.052424
matr_b1c0,672,1.0512321
matr_b1c0,673,1.0449505
matr_b1c0,674,1.0239289
matr_b1c0,675,1.0500863
matr_b1c0,676,1.0543066
matr_b1c0,677,1.0507541
matr_b1c0,678,1.0456049
matr_b1c0,679,1.0511117
matr_b1c0,680,1.0536783
matr_b1c0,681,1.0526545
matr_b1c0,682,1.0488334
matr_b1c0,683,1.0500343
matr_b1c0,684,1.0508434
matr_b1c0,685,1.0516891
matr_b1c0,686,1.0483967
matr_b1c0,687,1.0464915
matr_b1c0,688,1.0422208
matr_b1c0,689,1.0544376
matr_b1c0,690,1.0541025
matr_b1c0,691,1.0506324
matr_b1c0,692,1.0467551
matr_b1c0,693,1.0401802
matr_b1c0,694,1.0512079
matr_b1c0,695,1.048334
matr_b1c0,696,1.052479
matr_b1c0,697,1.0541601
matr_b1c0,698,1.0535887
matr_b1c0,699,1.0514075
matr_b1c0,700,1.0526569
matr_b1c0,701,1.0281619
matr_b1c0,702,1.0542315
matr_b1c0,703,1.0540398
matr_b1c0,704,1.0528573
matr_b1c0,705,1.0216026
matr_b1c0,706,1.0268763
matr_b1c0,707,1.0460932
matr_b1c0,708,1.0488297
matr_b1c0,709,1.0314293
matr_b1c0,710,1.0266535
matr_b1c0,711,1.036703
matr_b1c0,712,1.0502267
matr_b1c0,713,1.0535201
matr_b1c0,714,1.0544344
matr_b1c0,715,1.0520428
matr_b1c0,716,1.0492407
matr_b1c0,717,1.0525217
matr_b1c0,718,1.0447495
matr_b1c0,719,1.0468082
matr_b1c0,720,1.0487033
matr_b1c0,721,1.0531344
matr_b1c0,722,1.0521197
matr_b1c0,723,1.0528525
matr_b1c0,724,1.0502402
matr_b1c0,725,1.0390798
matr_b1c0,726,1.043781
matr_b1c0,727,1.0497973
matr_b1c0,728,1.0524502
matr_b1c0,729,1.0522059
matr_b1c0,730,1.0516083
matr_b1c0,731,1.047296
matr_b1c0,732,1.048299
matr_b1c0,733,1.05011
matr_b1c0,734,1.0508047
matr_b1c0,735,1.0417973
matr_b1c0,736,1.0494848
matr_b1c0,737,1.0511718
matr_b1c0,738,1.0464046
matr_b1c0,739,1.0440246
matr_b1c0,740,1.0411466
matr_b1c0,741,1.0482421
matr_b1c0,742,1.0451931
matr_b1c0,743,1.0419753
matr_b1c0,744,1.0461867
matr_b1c0,745,1.0419799
matr_b1c0,746,1.0330361
matr_b1c0,747,1.0488918
matr_b1c0,748,1.0213207
matr_b1c0,749,1.0297344
matr_b1c0,750,1.0417689
matr_b1c0,751,1.0484946
matr_b1c0,752,1.0463246
matr_b1c0,753,1.0397757
matr_b1c0,754,1.0311786
matr_b1c0,755,1.0507765
matr_b1c0,756,1.0483649
matr_b1c0,757,1.0188866
matr_b1c0,758,1.0228972
matr_b1c0,759,1.0449833
matr_b1c0,760,1.0506729
matr_b1c0,761,1.0458556
matr_b1c0,762,1.0445747
matr_b1c0,763,1.0455662
matr_b1c0,764,1.0490073
matr_b1c0,765,1.0385914
matr_b1c0,766,1.0413193
matr_b1c0,767,1.0266445
matr_b1c0,768,1.0413045
matr_b1c0,769,1.0448481
matr_b1c0,770,1.0083524
matr_b1c0,771,1.0387102
matr_b1c0,772,1.0444818
matr_b1c0,773,1.045437
matr_b1c0,774,1.0494971
matr_b1c0,775,1.0357653
matr_b1c0,776,1.0399913
matr_b1c0,777,1.0456713
matr_b1c0,778,1.0503968
matr_b1c0,779,1.0502243
matr_b1c0,780,1.041375
matr_b1c0,781,1.046459
matr_b1c0,782,1.0481468
matr_b1c0,783,1.0373372
matr_b1c0,784,1.0364876
matr_b1c0,785,1.0493351
matr_b1c0,786,1.0497355
matr_b1c0,787,1.0395273
matr_b1c0,788,1.0406383
matr_b1c0,789,1.0497754
matr_b1c0,790,1.0434487
matr_b1c0,791,1.0462769
matr_b1c0,792,1.0487804
matr_b1c0,793,1.0395763
matr_b1c0,794,1.030682
matr_b1c0,795,1.0187241
matr_b1c0,796,1.0372057
matr_b1c0,797,1.0447724
matr_b1c0,798,1.0487778
matr_b1c0,799,1.0471404
matr_b1c0,800,1.0475039
matr_b1c0,801,1.0489835
matr_b1c0,802,1.0486422
matr_b1c0,803,1.045436
matr_b1c0,804,1.0426677
matr_b1c0,805,1.0458816
matr_b1c0,806,1.0477059
matr_b1c0,807,1.0429559
matr_b1c0,808,1.0347645
matr_b1c0,809,1.0433052
matr_b1c0,810,1.0423573
matr_b1c0,811,1.0335115
matr_b1c0,812,1.0475713
matr_b1c0,813,1.0447927
matr_b1c0,814,1.0456301
matr_b1c0,815,1.0461612
matr_b1c0,816,1.0428686
matr_b1c0,817,1.0454813
matr_b1c0,818,1.0451788
matr_b1c0,819,1.0478085
matr_b1c0,820,1.0288956
matr_b1c0,821,1.0367709
matr_b1c0,822,1.0471448
matr_b1c0,823,1.0481814
matr_b1c0,824,1.0348196
matr_b1c0,825,1.0429114
matr_b1c0,826,1.0450939
matr_b1c0,827,1.0442761
matr_b1c0,828,1.0383412
matr_b1c0,829,1.0440003
matr_b1c0,830,1.044595
matr_b1c0,831,1.0198556
matr_b1c0,832,1.0134537
matr_b1c0,833,1.0466653
matr_b1c0,834,1.0446702
matr_b1c0,835,1.0471945
matr_b1c0,836,1.0436742
matr_b1c0,837,1.0432563
matr_b1c0,838,1.0455651
matr_b1c0,839,1.0461838
matr_b1c0,840,1.0466902
matr_b1c0,841,1.044336
matr_b1c0,842,1.0425305
matr_b1c0,843,1.0470839
matr_b1c0,844,1.0470449
matr_b1c0,845,1.0466285
matr_b1c0,846,1.0422326
matr_b1c0,847,1.0258471
matr_b1c0,848,1.01603
matr_b1c0,849,1.0364809
matr_b1c0,850,1.043061
matr_b1c0,851,1.0286866
matr_b1c0,852,1.0423036
matr_b1c0,853,1.0487924
matr_b1c0,854,1.0470663
matr_b1c0,855,1.0470071
matr_b1c0,856,1.0469003
matr_b1c0,857,1.0458245
matr_b1c0,858,1.0449082
matr_b1c0,859,1.0451659
matr_b1c0,860,1.0452406
matr_b1c0,861,1.0455425
matr_b1c0,862,1.0456032
matr_b1c0,863,1.0444313
matr_b1c0,864,1.0456605
matr_b1c0,865,1.0431082
matr_b1c0,866,1.0450228
matr_b1c0,867,1.0422863
matr_b1c0,868,1.0456389
matr_b1c0,869,1.0454966
matr_b1c0,870,1.0456337
matr_b1c0,871,1.0460664
matr_b1c0,872,1.0460432
matr_b1c0,873,1.0462755
matr_b1c0,874,1.0456063
matr_b1c0,875,1.0459584
matr_b1c0,876,1.0458555
matr_b1c0,877,1.0454965
matr_b1c0,878,1.0452571
