cell_id,dataset_prefix,n_cycles,cycle_life,Qd_mean,Qd_std,IR_mean,IR_std,IR_delta,IR_slope,Tavg_mean,dQd_slope
b1c15,b1,100,719.0,1.0569803169999998,0.10623956952188206,0.01667158657,0.0016847157786408144,0.016914751,1.05619611341134e-05,32.816242903351714,0.0006624381236123561
b1c16,b1,25,862.0,1.041531728,0.21260676749533733,0.015342333199999997,0.004524451687557148,0.016661555,0.00014981992615384606,31.024852740313776,0.010141145153846148
b1c16,b1,50,862.0,1.064214576,0.1520372927761614,0.01601110872,0.003268440311967052,0.016694959,5.907525752701079e-05,31.651737360855915,0.002629775164465782
b1c16,b1,100,862.0,1.075604861,0.10810891867154614,0.016363573660000005,0.002339390075682656,0.016816031,1.841120882088214e-05,32.092990921249715,0.0006678998049804973
b1c17,b1,25,857.0,1.0328110400000001,0.21082575141929316,0.01597914712,0.003261984491079715,0.016638942,0.0001501336415384616,30.650231581411227,0.010085930999999992
b1c17,b1,50,857.0,1.055136222,0.15073873740078134,0.01632098036,0.002331790142045212,0.016690899,3.951949406962799e-05,31.308889611664902,0.0026006180120048054
b1c17,b1,100,857.0,1.0663351739999998,0.10717579764882894,0.01650946526,0.0016625835946329293,0.016800802,1.1390297953795375e-05,31.767866319949093,0.0006572200480048007
b1c18,b1,25,691.0,1.026469336,0.20953007576351013,0.01909068672,0.0038968701086105864,0.019886132,0.00018356429538461506,30.074637721060114,0.009990945923076913
b1c18,b1,50,691.0,1.084283868,0.29751146088472324,0.01948840936,0.0027840584799999997,0.019886132,4.679089882352921e-05,30.712150402856373,0.005060946381752697
b1c18,b1,100,691.0,1.0755789489999998,0.2105546447291959,0.01782470687,0.0026620532457676113,0.015891589,-4.744324481848189e-05,31.512746702861836,0.0003596190801080091
b1c19,b1,25,788.0,1.044837548,0.21327890075742628,0.015649710639999998,0.003194776405946343,0.016303297,0.00014741276999999956,31.634351263283875,0.01015091538461535
b1c19,b1,50,788.0,1.066893318,0.15241524430373585,0.0159782074,0.002282843246868799,0.016328191,3.818243447779104e-05,32.32069655240128,0.002590022333733493
b1c19,b1,100,788.0,1.0774847869999997,0.10829399107841456,0.01616162039,0.001624900928458261,0.01638364,1.0567779219922077e-05,32.713644543106625,0.000636507281728169
b1c2,b1,25,1177.0,1.04115918,0.21253272336420853,0.015382873239999999,0.004536435405385328,0.01674987,0.0001668292399999996,30.398499446710094,0.010186984692307695
b1c2,b1,50,1177.0,1.063500544,0.15193491732083467,0.016071433300000004,0.003280864769025473,0.016749149,6.201866223289312e-05,30.889876226120183,0.0026137005426170425
b1c2,b1,100,1177.0,1.0745174849999999,0.10799784229582958,0.016433599030000003,0.0023483799264254726,0.016854173,1.88166644524452e-05,31.164788272079093,0.0006547647830783067
b1c20,b1,25,534.0,1.03125774,0.21050958110794862,0.014163121919999999,0.004178246618047612,0.015240522,0.00012816549384615344,30.971787172882895,0.009888627461538466
b1c20,b1,50,534.0,1.051914956,0.15028056979395596,0.014677581739999999,0.002998960983648202,0.015167462,4.654581767106839e-05,31.508742714837176,0.002459339274909959
b1c20,b1,100,534.0,1.059142675,0.10652841217139995,0.014906158769999997,0.0021329748575357136,0.015160209,1.2649842466246669e-05,31.83139279736961,0.0004999247458745851
b1c21,b1,25,559.0,1.041071564,0.2125128215856067,0.013914471720000002,0.0041039648890371615,0.015006334,0.00013418398384615376,31.93027410248627,0.01002010107692308
b1c21,b1,50,559.0,1.06266061,0.15181245392186934,0.014453025800000002,0.002951659583415689,0.015000514,4.864099908763509e-05,32.52802005315853,0.002539833762304916
b1c21,b1,100,559.0,1.071404233,0.10771126102679894,0.014788431510000002,0.0021141635554463353,0.015144967,1.6148156717671713e-05,32.80560397424297,0.0005635516297629756
b1c22,b1,25,891.0,1.039502196,0.2121900148858838,0.015914887399999997,0.003249009527949969,0.01655459,0.00014768603846153843,31.421911547412897,0.01009723423076923
b1c22,b1,50,891.0,1.0615359060000003,0.1516502305273136,0.016238957000000002,0.0023201828099199766,0.016498478,3.80371226890756e-05,32.09658038427867,0.00258163896758703
b1c22,b1,100,891.0,1.072150017,0.10775764643687431,0.016426053569999998,0.0016529612459651084,0.016682273,1.1032426576657644e-05,32.51547371038611,0.0006367991797179713
b1c23,b1,25,1014.0,1.039110508,0.2121094098150517,0.016129782440000004,0.0032928032644208927,0.016784169,0.00015022477846153814,30.603791185468122,0.010069359461538446
b1c23,b1,50,1014.0,1.061006362,0.15157385631241013,0.01646239986,0.002352056068909277,0.016717058,3.8881414117647044e-05,31.260565441766612,0.0025708149579831926
b1c23,b1,100,1014.0,1.0716364470000002,0.10770538654237351,0.01665576256,0.0016761780869325273,0.016928671,1.1342665742574274e-05,31.670866801703188,0.0006363017251725135
b1c24,b1,25,1017.0,1.034433736,0.2111550342705584,0.015889117359999996,0.0032436625538711378,0.01655318,0.00014879171307692306,31.97371434184674,0.010040086076923069
b1c24,b1,50,1017.0,1.056447874,0.1509234989538406,0.0162187302,0.002317203318680007,0.016568888,3.8421214021608524e-05,32.64142893697245,0.0025750292388955543
b1c24,b1,100,1017.0,1.0672528549999998,0.10726529764808782,0.0164215744,0.001651746902687491,0.016682969,1.1367200156015543e-05,33.04428331230595,0.0006423798865886598
b1c25,b1,25,854.0,1.035203368,0.21131251745415883,0.015905062560000002,0.0032469139908131114,0.016558962,0.00014878161615384633,32.43295101332044,0.010062918769230765
b1c25,b1,50,854.0,1.05730716,0.1510465868182661,0.01623271666,0.002319200178366754,0.016588176,3.8270645330131954e-05,33.11024456360347,0.0025833396782713037
b1c25,b1,100,854.0,1.0680594090000002,0.10734644940345918,0.016430180379999996,0.0016525277155489272,0.016688013,1.120358279027897e-05,33.5100715032098,0.0006413974311431118
b1c26,b1,25,870.0,1.0471321120000001,0.21374688794817728,0.015596904079999998,0.0031839685659217545,0.016244587,0.00014605201692307682,31.74028399964375,0.010153127692307693
b1c26,b1,50,870.0,1.069164686,0.15273953982468585,0.01592001932,0.0022745105753282434,0.016289866,3.787191366146462e-05,32.41946839789173,0.0025891676110444146
b1c26,b1,100,870.0,1.0796685450000003,0.10851416149141123,0.016122636920000002,0.0016216205706471576,0.016389275,1.1258211161116141e-05,32.82484992054074,0.0006331072481248133
b1c27,b1,25,842.0,1.038770428,0.21204013153301057,0.015407483520000001,0.0031452746336892,0.016052196,0.00014480199538461505,32.44214417273616,0.010079474538461548
b1c27,b1,50,842.0,1.060704798,0.15153107185456652,0.01573166144,0.002247581959491962,0.016091034,3.7788893541416596e-05,33.14170698269336,0.002572848379351739
b1c27,b1,100,842.0,1.071215679,0.10766381829371303,0.0159379176,0.0016031871859637356,0.016206481,1.1359463654365423e-05,33.55602030368522,0.0006323544560455951
b1c28,b1,25,860.0,1.037469012,0.21177393416727625,0.015958006,0.0032576674794647536,0.01662422,0.00014986640615384598,32.313259257852636,0.010051501461538447
b1c28,b1,50,860.0,1.0592785200000001,0.15132665901254277,0.0162986929,0.0023286418189023164,0.016682675,3.953739913565416e-05,33.00609001291069,0.0025626793373349326
b1c28,b1,100,860.0,1.0698886730000003,0.10752939488067796,0.016513237169999997,0.0016614474417592214,0.016805848,1.192117870387039e-05,33.43606251979158,0.0006345002286228637
b1c29,b1,25,917.0,1.039316388,0.2121515717799108,0.01583759216,0.0032330725383680667,0.016502012,0.00014900355384615368,31.298331686632327,0.010090744230769241
b1c29,b1,50,917.0,1.061278934,0.151612996989842,0.01617223662,0.0023105270267200157,0.01654968,3.89574998799519e-05,31.96731983475179,0.0025770401968787395
b1c29,b1,100,917.0,1.0719549930000003,0.10773742621037895,0.016380068390000002,0.0016480121119397749,0.016644154,1.1670330279027812e-05,32.377114457540216,0.0006381794329432896
b1c3,b1,25,1226.0,1.040303088,0.21235620265968655,0.014992137439999999,0.004421182718530833,0.016273182,0.00016315662692307662,28.871106283504897,0.010147556230769236
b1c3,b1,50,1226.0,1.0629041479999999,0.15184989943564434,0.015645143580000003,0.003193762891223111,0.016290145,5.982806756302518e-05,29.351317976229144,0.002624700513805516
b1c3,b1,100,1226.0,1.07409948,0.10795651522764711,0.01598469448,0.0022842758272481824,0.016408285,1.8023054761476153e-05,29.64277681987686,0.0006611514875487572
b1c30,b1,25,709.0,1.039786284,0.21224751182377932,0.01531835992,0.0031270611211930595,0.015959136,0.00014411611230769183,32.09160414519974,0.010092135384615383
b1c30,b1,50,709.0,1.061613092,0.1516606926636758,0.015646620860000002,0.0022354382553210366,0.015999014,3.7979846386554664e-05,32.78813372218215,0.002570386093637452
b1c30,b1,100,709.0,1.07199548,0.10774270408252526,0.01584933199,0.0015943233808727417,0.016130757,1.130977768376833e-05,33.20468742385532,0.0006273795799579925
b1c31,b1,25,876.0,1.0539024000000001,0.21512863506454735,0.01615949912,0.0032987523870693695,0.016814314,0.00015174189923076894,29.109745154599064,0.010209203923076924
b1c31,b1,50,876.0,1.0757971100000001,0.15368672494983715,0.01649848484,0.002357105366543247,0.016858719,3.9554269291716856e-05,29.7282477119383,0.002586186424969999
b1c31,b1,100,876.0,1.0860977210000002,0.10916125786930207,0.01669691048,0.001679130116823884,0.016962912,1.1356745478547866e-05,30.07164277769906,0.0006263009726972664
b1c32,b1,25,731.0,1.0375856079999999,0.21179796070110196,0.015470391280000002,0.0031580918645687747,0.016110394,0.00014566937230769264,31.655439773500376,0.010060321769230766
b1c32,b1,50,731.0,1.0593891199999999,0.15134261091673026,0.01580242858,0.002257700427036103,0.016168348,3.843932979591834e-05,32.332196455725914,0.0025633296518607377
b1c32,b1,100,731.0,1.069864735,0.10752772183459891,0.01600539361,0.0016103836818425036,0.016290806,1.1446698475847605e-05,32.74969801527699,0.0006295862604260347
b1c33,b1,25,757.0,1.052094508,0.2147600085215363,0.0158069206,0.003226788762281349,0.01644394,0.0001484600630769229,32.169419660664445,0.010205804615384617
b1c33,b1,50,757.0,1.0741381120000002,0.15344986248131295,0.01613148756,0.0023046866751573864,0.016485181,3.82467532292917e-05,32.868695591784274,0.0025951490132052886
b1c33,b1,100,757.0,1.0845367300000002,0.10900406748252242,0.0163189379,0.0016415297235409508,0.016574621,1.0910296693669413e-05,33.33498063827802,0.0006296228370837056
b1c34,b1,25,742.0,1.0365096960000002,0.2115789961926249,0.016154093319999997,0.0032978499686130386,0.016811647,0.00014981948461538462,31.201092762267457,0.010074742153846137
b1c34,b1,50,742.0,1.058506154,0.1512174993182776,0.016488103820000002,0.002355769131855019,0.016857415,3.9062501752701216e-05,31.89415546228037,0.0025775459927971133
b1c34,b1,100,742.0,1.069269289,0.1074680187705774,0.01668664511,0.0016788518891837595,0.016954124,1.1400728754875569e-05,32.33790615832239,0.0006413220672067205
b1c35,b1,25,703.0,1.031018636,0.21045799129218898,0.01624141024,0.0033155855595844697,0.016902851,0.00015131944153846138,30.679976320844126,0.010012649538461512
b1c35,b1,50,703.0,1.0529629859999998,0.1504256087838544,0.01658380214,0.002369393780314374,0.016969973,3.9809353709483826e-05,31.351398098826966,0.0025675474525810363
b1c35,b1,100,703.0,1.0637625969999998,0.10691442683972306,0.01679742137,0.001690698034066011,0.017091474,1.2065483294329358e-05,31.77636103475647,0.0006414218007800762
b1c36,b1,25,704.0,1.0379525200000002,0.21187340987114167,0.01571039532,0.0032070807422425237,0.016371395,0.00014823693076923032,30.666952571119456,0.010076338692307679
b1c36,b1,50,704.0,1.059851318,0.1514093245775275,0.016054015799999998,0.002293690395239209,0.01642707,3.951379111644649e-05,31.331599055463617,0.002571348345738294
b1c36,b1,100,704.0,1.070463794,0.1075879580483056,0.0162733688,0.0016377415154229925,0.016568536,1.2119076579658044e-05,31.726413236361513,0.0006353728244824452
b1c37,b1,25,648.0,1.0348823720000002,0.21124660700759293,0.015827721000000003,0.0032310940987296923,0.016482977,0.00014800943615384568,31.51916010503286,0.010047523230769228
b1c37,b1,50,648.0,1.05673067,0.1509634730188177,0.016167177720000002,0.00230985276629851,0.016512562,3.918278396158462e-05,32.20864614152815,0.0025650628715486153
b1c37,b1,100,648.0,1.067249742,0.10726527752503622,0.0163809578,0.0016483748983184801,0.016675115,1.1920555211521167e-05,32.630101883575946,0.0006310204812481175
b1c38,b1,25,617.0,1.032820248,0.21082547241378044,0.01548927524,0.003161962016208522,0.01612119,0.00014570486846153825,32.20446313381911,0.010025037692307665
b1c38,b1,50,617.0,1.0545690620000001,0.1506542677404565,0.01582715712,0.0022613057860610595,0.016196873,3.886603524609837e-05,32.90934040876986,0.0025552949771908634
b1c38,b1,100,617.0,1.0650434910000002,0.10704281096763395,0.0160499364,0.001615165313728505,0.016349318,1.2052409972997244e-05,33.35779909779967,0.0006299331899189847
b1c39,b1,25,625.0,1.041947732,0.21268918150435714,0.015946253720000005,0.003255283549892261,0.016588327,0.00014993020076923056,32.044738228357936,0.010125961769230757
b1c39,b1,50,625.0,1.064080898,0.15201389542798974,0.01629287678,0.002327865522223492,0.016679151,3.9952539975990326e-05,32.74027050754124,0.002592066002400952
b1c39,b1,100,625.0,1.0748024090000003,0.10802391271275459,0.01652419351,0.001663053040555144,0.01683517,1.2460845202520102e-05,33.17136883985134,0.0006417493183318292
b1c4,b1,25,1227.0,1.0382155839999998,0.2119295613955442,0.01534638436,0.004525566891421262,0.01665174,0.00016477000999999986,30.22974462393443,0.010126333769230767
b1c4,b1,50,1227.0,1.060791694,0.1515478595654804,0.016001072140000003,0.0032663609306334165,0.016651692,6.005387202881153e-05,30.782857720867405,0.002620656091236492
b1c4,b1,100,1227.0,1.072015096,0.107747024218523,0.01633550844,0.00233455825994264,0.016734114,1.7867592115211493e-05,31.134394995823982,0.0006617035151515145
b1c40,b1,25,966.0,1.043347156,0.21297469718984943,0.015961473400000002,0.003258406092310766,0.016622819,0.00015062537384615362,32.05238248064489,0.010131989538461525
b1c40,b1,50,966.0,1.065427626,0.1522059992163605,0.01630214476,0.0023291778102479555,0.016654251,3.960981925570224e-05,32.73480344720467,0.002588597027611044
b1c40,b1,100,966.0,1.0760606780000002,0.10815058448963055,0.016512480479999998,0.001661157575985484,0.016823037,1.1788861446144659e-05,33.125087322118084,0.0006377398223822384
b1c41,b1,25,1051.0,1.039208048,0.2121298444768489,0.01603733796,0.0032739683208052517,0.016694009,0.00015070585846153854,31.681423755946348,0.010091841692307677
b1c41,b1,50,1051.0,1.061260692,0.1516108818208783,0.01637272418,0.002339271699829062,0.01669799,3.914251961584643e-05,32.356441498266356,0.002583544902761095
b1c41,b1,100,1051.0,1.072057919,0.10774786429432158,0.0165774416,0.0016673839117444611,0.016855884,1.1474905478547882e-05,32.742589307130864,0.0006431646438643815
b1c42,b1,25,702.0,1.040131892,0.21231840772410276,0.015969480759999998,0.0032600691130005113,0.016670227,0.00015068275846153836,32.10303230431781,0.010102874153846168
b1c42,b1,50,702.0,1.062173754,0.15174122269679022,0.0163208729,0.002331937103959575,0.016721185,4.038072292917152e-05,32.80991963129927,0.0025843073949579744
b1c42,b1,100,702.0,1.073050292,0.10784747051683381,0.01654846661,0.0016656529517135787,0.016871214,1.2499834821482168e-05,33.249216571477724,0.0006459453825382521
b1c43,b1,25,651.0,1.028307184,0.20990382958062234,0.015376606599999999,0.0031389368388740793,0.016023984,0.0001457182507692305,31.916299324245283,0.009958407923076893
b1c43,b1,50,651.0,1.049716032,0.14996054487638866,0.015723220779999998,0.002246562944798576,0.016097821,3.9479808739495944e-05,32.58594311525214,0.0025251948235294145
b1c43,b1,100,651.0,1.059816973,0.10651927174383316,0.015943807009999998,0.001604751281197192,0.016239306,1.2091447674767458e-05,33.006384832094625,0.0006126522802280252
b1c44,b1,25,616.0,1.044332276,0.21317500886454635,0.0166349038,0.0033957598765101517,0.017335681,0.00015715052461538434,31.09578580973521,0.010110934692307661
b1c44,b1,50,616.0,1.065953996,0.15228043121877477,0.01699946514,0.0024287833209488165,0.017420786,4.1964744153661435e-05,31.77636180264725,0.0025553977430972335
b1c44,b1,100,616.0,1.075973651,0.10814523166595694,0.017239711470000002,0.0017357892670864538,0.017589169,1.318409732373244e-05,32.22779884798965,0.0006130317737773738
b1c45,b1,25,599.0,1.043779304,0.21306260397623508,0.01591634712,0.0032490830527229105,0.016596124,0.00015076357923076924,31.484549498417962,0.010129080538461524
b1c45,b1,50,599.0,1.0657453359999998,0.15225094610994017,0.01627446142,0.0023253043765686684,0.016682232,4.0850375078031104e-05,32.18256165197349,0.002581127404561843
b1c45,b1,100,599.0,1.076287856,0.10817367986351144,0.01650750907,0.0016623970328909113,0.016836088,1.28295648544854e-05,32.67054191718554,0.0006333010081008085
b1c5,b1,25,1074.0,1.036100924,0.21149823576869342,0.015644062280000003,0.0031956391031230983,0.016243413,0.00014551303000000026,29.66764972359868,0.01007584599999999
b1c5,b1,50,1074.0,1.058480472,0.15121706581699043,0.015954728,0.002280928776715749,0.016270632,3.6952917166866815e-05,30.22937725021016,0.0026027682593037296
b1c5,b1,100,1074.0,1.0695241690000001,0.10749622493650526,0.016107684690000002,0.0016215831803739868,0.016325712,9.486525670567063e-06,30.61228273652725,0.000652673563156314
b1c6,b1,25,636.0,1.037080256,0.21169911710529182,0.01539968928,0.004542321346263107,0.016668456,0.00014307267076923077,31.063482836652298,0.010123225307692291
b1c6,b1,50,636.0,1.0595033879999998,0.151364000532829,0.01603176114,0.00327351929196987,0.016660525,5.585201358943569e-05,31.62482021085935,0.0026080716638655467
b1c6,b1,100,636.0,1.070102667,0.10755540459278748,0.01634219586,0.0023355612014281705,0.016668631,1.6376682112211187e-05,31.951106767261077,0.0006374599969997011
b1c7,b1,25,870.0,1.052740328,0.2148927828917342,0.014896249160000001,0.004392792491270769,0.016162112,0.00014672352999999961,30.76108668943505,0.010170829230769228
b1c7,b1,50,870.0,1.075190516,0.1536016749116641,0.0155476094,0.0031737514329117774,0.016213996,5.759535500600247e-05,31.338674178021236,0.0026154764369747873
b1c7,b1,100,870.0,1.085957168,0.10914579136054847,0.015889640039999996,0.0022703133185751345,0.01627275,1.768278918691864e-05,31.670183664124867,0.0006454022130213072
b1c8,b1,25,879.0,1.050290556,0.21439372776979848,0.01601818404,0.0032699501258333283,0.016652953,0.00014940634923076926,30.751876473924217,0.010249093230769231
b1c8,b1,50,879.0,1.072789118,0.15325966549358602,0.016343126540000003,0.002335024922205373,0.016710438,3.8491882593037244e-05,31.407184391349038,0.002628968926770709
b1c8,b1,100,879.0,1.083824218,0.10893185919541476,0.016544588650000004,0.0016639418368041975,0.016829027,1.1270389900990101e-05,31.755741207459714,0.0006556275559555982
b1c9,b1,25,1054.0,1.0430695040000002,0.21291985513835476,0.01615771428,0.0032987112211827884,0.016779982,0.0001481503753846149,31.27049372894612,0.010185200153846139
b1c9,b1,50,1054.0,1.0655286800000001,0.15222303217736669,0.01647783338,0.0023544970361229246,0.016837686,3.804210444177675e-05,31.9383416350966,0.0026210885186074505
b1c9,b1,100,1054.0,1.0768228499999999,0.10822909190212264,0.016667011580000002,0.0016763966754851022,0.016944561,1.0895100354035427e-05,32.31511827515521,0.0006638219873987426
b2c0,b2,25,477.0,1.104835152,0.00173006355978501,0.01726566684,0.0001276897577833651,-0.00033837900000000323,-1.084739461538474e-05,31.82214543177047,0.00016123899999999117
b2c0,b2,50,477.0,1.10517512,0.0029640238408622783,0.01728931304,0.0001178688598159771,-0.00023211000000000065,1.1063859783912204e-06,31.804071923272122,2.2021022809123373e-05
b2c0,b2,100,477.0,1.105038492,0.0031193638971328745,0.01733813236,0.00012150438280510892,-9.584600000000013e-05,2.085062718271645e-06,31.807497385473816,1.6304494449441347e-05
b2c1,b2,25,491.0,1.1070002479999999,0.0011079513924789376,0.017763685759999998,0.0002109055552480835,-0.0007276179999999993,-2.7467569230769267e-05,33.54214171912384,3.0378307692289873e-05
b2c1,b2,50,491.0,1.1069323379999998,0.0012090109972849815,0.017645423759999997,0.00019487016093610245,-0.0006751979999999984,-1.0251199039616227e-05,33.605174005963015,1.648895558223039e-05
b2c1,b2,100,491.0,1.10494644,0.003409138815096857,0.01755915909,0.00017854421746072292,-0.0007560669999999992,-3.933053003300376e-06,33.59830289682961,-3.328610021002073e-05
b2c10,b2,25,492.0,1.110786812,0.0010882564941483166,0.0170754844,0.00012893396705787054,-0.0003016669999999985,-1.34708861538465e-05,31.742842113325796,0.00010733438461537209
b2c10,b2,50,492.0,1.1092380512,0.01587602852300444,0.017052218000000004,0.00010437668909732687,-0.00028945899999999886,-2.6827535174068534e-06,31.745366576850344,-0.0001949324715486191
b2c10,b2,100,492.0,1.1111485095999998,0.011546364575546877,0.01706057563,8.554261212806823e-05,-0.0002910549999999984,4.9320534053388214e-08,31.720671317513244,5.46512720071918e-05
b2c11,b2,25,449.0,1.098690784,0.0014117469177384397,0.01713032064,0.00013403477755773114,-4.3048999999999865e-05,-2.7640676923076877e-06,33.211141113018044,0.00017621623076922486
b2c11,b2,50,449.0,1.0970766780000003,0.01919297832888153,0.01714097476,0.00015694635850118475,0.00019642500000000007,1.5233850660263331e-06,33.24119155022623,-0.00017203914045617742
b2c11,b2,100,449.0,1.101019946,0.014231589224063628,0.01721904361,0.00018493270328862312,0.00014839499999999908,3.3017054125410773e-06,33.14963101101539,0.00011564709150915488
b2c12,b2,25,466.0,1.10320544,0.0010417145547605648,0.01676318508,0.00020860876197473924,-0.0007436519999999974,-2.3371053846153756e-05,31.42061343643937,7.772007692305408e-05
b2c12,b2,50,466.0,1.1037090800000002,0.0019784386432740316,0.01663496868,0.00021350881645247692,-0.0004075820000000001,-1.151657123649468e-05,31.428749840492355,2.71850852341028e-05
b2c12,b2,100,466.0,1.1041123279999998,0.002107468452768865,0.016529412549999997,0.00020361166941446995,-0.0009415019999999968,-4.774210723072317e-06,31.316793895936517,3.221619081907467e-05
b2c13,b2,25,460.0,1.095977404,0.0005394871308789401,0.01638661012,0.00024602215178984505,-0.0008154390000000011,-3.113426230769226e-05,31.9968634999549,3.658153846131712e-06
b2c13,b2,50,460.0,1.095382174,0.001432139768571488,0.016200302379999997,0.00026627469264906787,-0.0008328020000000005,-1.5661212340936336e-05,32.01926858092736,-5.308797599039492e-05
b2c13,b2,100,460.0,1.094944933,0.0014534818269971584,0.01607549433,0.00023493072340607365,-0.0010216240000000022,-5.745258247824774e-06,31.948019425910115,-1.1630218421841493e-05
b2c14,b2,25,426.0,1.083535872,0.0007592286203878227,0.01654523744,0.0002986379873728163,-0.001028534000000001,-3.781039615384635e-05,32.139630216659185,-7.341384615385091e-05
b2c14,b2,50,426.0,1.082449972,0.001964302430690343,0.0163756241,0.0002866935305940648,-0.0004908609999999987,-1.4300205570227895e-05,32.16997280531448,-9.468531092436344e-05
b2c14,b2,100,426.0,1.079302612,0.0035302892922614753,0.0162701026,0.00023376298666020673,-0.001009786999999998,-4.640707698769939e-06,32.124753255414234,-0.00010136840564056654
b2c15,b2,25,396.0,1.071211528,0.0011102453492881476,0.01657617628,0.0003142306472151334,-0.0010586010000000028,-3.986618153846169e-05,32.8989080086458,8.688276923076327e-05
b2c15,b2,50,396.0,1.072196154,0.0016818043098065806,0.01641600054,0.00027791871287735994,-0.0010469929999999995,-1.4317027274909848e-05,32.90355062627872,8.164383673469372e-05
b2c15,b2,100,396.0,1.0749797360000002,0.0030771573711956893,0.016313907529999998,0.00022328411796580864,-0.0010618550000000004,-4.761042442244251e-06,32.862312590345454,9.309728292828653e-05
b2c16,b2,25,472.0,1.0973737239999999,0.001170766356291485,0.01754221648,0.00011450255540733359,-0.0004176649999999976,-1.3301563846153636e-05,32.71694947501164,0.00011780230769229224
b2c16,b2,50,472.0,1.097697706,0.0020648668078508113,0.0175099581,8.975542471254841e-05,-0.0003616939999999992,-3.1970341896758805e-06,32.744438541746334,1.9246631452583268e-05
b2c16,b2,100,472.0,1.097015996,0.001978627807644478,0.01749419094,6.897116378209356e-05,-0.00035928600000000033,-7.291041824183376e-07,32.76618715423966,-1.3775005100517213e-05
