pair,dataset_a,dataset_b,n_cycles,feature_set,rank,feature,abs_mean_shift_z,mu_matr,mu_hust,mu_sandia,mu_luh
matr_vs_hust,matr,hust,50,34,21,std_diff,0.12796219602499348,0.04783052958215776,-0.08013166644283573,,
matr_vs_hust,matr,hust,50,34,22,variance_Qdis,0.1152026120863503,0.043061170537130954,-0.07214144154921935,,
matr_vs_hust,matr,hust,50,34,23,cycle_to_98pct,0.11126124104191726,-0.04158793961275231,0.06967330142916495,,
matr_vs_hust,matr,hust,50,34,24,slope_last_quarter,0.10080075766923646,-0.037677953109374794,0.06312280455986168,,
matr_vs_hust,matr,hust,50,34,25,slope_ratio,0.08128122779082939,-0.03038181815482455,0.05089940963600483,,
matr_vs_hust,matr,hust,50,34,26,range_Qdis,0.06649921280022117,0.02485650187192735,-0.041642710928293816,,
matr_vs_hust,matr,hust,50,34,27,retention_ratio,0.04025687700430333,0.01504747344335434,-0.025209403560948994,,
matr_vs_hust,matr,hust,50,34,28,slope_linear,0.02802961525058657,-0.010477089195607584,0.017552526054978985,,
matr_vs_hust,matr,hust,50,34,29,cycle_to_99pct,0.010073572078304008,-0.003765364320531436,0.0063082077577725736,,
matr_vs_hust,matr,hust,50,34,30,exp_decay_k,0.007752229575190206,0.002897678045095357,-0.004854551530094849,,
matr_vs_hust,matr,hust,50,34,31,delta_Qdis,0.00658364182125633,0.0024608758263919184,-0.004122765994864412,,
matr_vs_hust,matr,hust,50,34,32,mean_diff,0.006583641821158361,0.002460875826355295,-0.004122765994803067,,
matr_vs_hust,matr,hust,50,34,33,slope_first_quarter,0.0023052824218011943,0.0008616832353334782,-0.001443599186467716,,
matr_vs_hust,matr,hust,50,34,34,cycle_to_95pct,0.0,0.0,0.0,,
matr_vs_sandia,matr,sandia,50,34,1,cycle_to_99pct,2.0403472882228377,0.5699294101181108,,-1.4704178781047268,
matr_vs_sandia,matr,sandia,50,34,2,poly2_a,1.900634631794214,-0.5309035284341376,,1.3697311033600763,
matr_vs_sandia,matr,sandia,50,34,3,Qdis_cycle10,1.897675704795716,-0.53007701251277,,1.367598692282946,
matr_vs_sandia,matr,sandia,50,34,4,Qdis_N,1.8892262475368096,-0.5277168289208966,,1.361509418615913,
matr_vs_sandia,matr,sandia,50,34,5,retention_ratio,1.8546002634322258,0.5180447663218519,,-1.336555497110374,
matr_vs_sandia,matr,sandia,50,34,6,cycle_to_98pct,1.831593283150235,0.5116182355168254,,-1.3199750476334098,
matr_vs_sandia,matr,sandia,50,34,7,delta_Qdis,1.797403630979911,0.5020680533463436,,-1.2953355776335673,
matr_vs_sandia,matr,sandia,50,34,8,mean_diff,1.7974036309799004,0.5020680533463411,,-1.2953355776335593,
matr_vs_sandia,matr,sandia,50,34,9,slope_linear,1.7554987381089286,0.49036277600808065,,-1.265135962100848,
matr_vs_sandia,matr,sandia,50,34,10,exp_decay_k,1.7082285524895733,-0.47715881354457335,,1.2310697389449998,
matr_vs_sandia,matr,sandia,50,34,11,mad_Qdis,1.7050868122264016,-0.4762812324654753,,1.2288055797609263,
matr_vs_sandia,matr,sandia,50,34,12,slope_first_quarter,1.6846218488796985,0.470564762256899,,-1.2140570866227995,
matr_vs_sandia,matr,sandia,50,34,13,poly2_b,1.6728352467506147,0.46727241529346775,,-1.205562831457147,
matr_vs_sandia,matr,sandia,50,34,14,skewness_Qdis,1.5700535491446819,-0.4385624438951626,,1.1314911052495193,
matr_vs_sandia,matr,sandia,50,34,15,pos_neg_diff_ratio,1.5295116543036473,0.4272378922635885,,-1.102273762040059,
matr_vs_sandia,matr,sandia,50,34,16,poly2_c,1.4449257073373865,-0.4036105327758063,,1.0413151745615803,
matr_vs_sandia,matr,sandia,50,34,17,linearity_r2,1.4008074799772314,-0.39128700558023216,,1.0095204743969992,
matr_vs_sandia,matr,sandia,50,34,18,cycle_to_95pct,1.3967554235555102,0.39015514624455605,,-1.0066002773109541,
matr_vs_sandia,matr,sandia,50,34,19,range_Qdis,0.9294765672881307,-0.259630326058137,,0.6698462412299936,
matr_vs_sandia,matr,sandia,50,34,20,kurtosis_Qdis,0.799216824698797,0.22324492310022273,,-0.5759719015985743,
matr_vs_sandia,matr,sandia,50,34,21,n_capacity_jumps,0.710112769402139,-0.19835552217936847,,0.5117572472227705,
matr_vs_sandia,matr,sandia,50,34,22,sample_entropy,0.6844620646523896,0.19119052085262273,,-0.4932715437997669,
matr_vs_sandia,matr,sandia,50,34,23,spectral_entropy,0.45881626805539655,0.1281609687305579,,-0.33065529932483867,
matr_vs_sandia,matr,sandia,50,34,24,autocorr_lag1,0.4321945026482213,-0.1207247214101176,,0.3114697812381037,
matr_vs_sandia,matr,sandia,50,34,25,variance_Qdis,0.3843256566731043,-0.10735353538354869,,0.2769721212895556,
matr_vs_sandia,matr,sandia,50,34,26,fft_top3_energy_ratio,0.36003158931050017,-0.10056748304762508,,0.2594641062628751,
matr_vs_sandia,matr,sandia,50,34,27,slope_last_quarter,0.32730638639743687,0.09142636491548517,,-0.2358800214819517,
matr_vs_sandia,matr,sandia,50,34,28,slope_ratio,0.21486939365007915,-0.060019383701139385,,0.15485000994893977,
matr_vs_sandia,matr,sandia,50,34,29,std_diff,0.15436710654177196,-0.04311930350328821,,0.11124780303848375,
matr_vs_sandia,matr,sandia,50,34,30,max_drop,0.12736126545079457,-0.03557577247228897,,0.09178549297850559,
matr_vs_sandia,matr,sandia,50,34,31,knee_cycle,0.09422782112605203,-0.026320620426271576,,0.06790720069978046,
matr_vs_sandia,matr,sandia,50,34,32,accel_std,0.09402812807388704,-0.02626484024410253,,0.06776328782978451,
matr_vs_sandia,matr,sandia,50,34,33,accel_max_abs,0.0749009631696365,-0.020922056751295083,,0.05397890641834142,
matr_vs_sandia,matr,sandia,50,34,34,accel_mean,0.03273045358621504,-0.009142584800618745,,0.023587868785596298,
matr_vs_luh,matr,luh,50,34,1,poly2_a,2.005253796243272,-0.9044974570288801,,,1.100756339214392
matr_vs_luh,matr,luh,50,34,2,Qdis_cycle10,2.0051323726686188,-0.9044426872462707,,,1.100689685422348
matr_vs_luh,matr,luh,50,34,3,Qdis_N,2.0016752431043514,-0.9028833011449414,,,1.0987919419594099
matr_vs_luh,matr,luh,50,34,4,cycle_to_99pct,1.968873759800117,0.8880877384630316,,,-1.0807860213370855
matr_vs_luh,matr,luh,50,34,5,cycle_to_98pct,1.7276845512625902,0.7792960103567429,,,-0.9483885409058472
matr_vs_luh,matr,luh,50,34,6,linearity_r2,1.6840874568990767,-0.759630938005541,,,0.9244565188935356
matr_vs_luh,matr,luh,50,34,7,poly2_b,1.6799314942724402,0.7577563335867177,,,-0.9221751606857226
matr_vs_luh,matr,luh,50,34,8,retention_ratio,1.6569299236727502,0.747381157060898,,,-0.909548766611852
matr_vs_luh,matr,luh,50,34,9,delta_Qdis,1.645548415750091,0.7422473705085517,,,-0.9033010452415392
matr_vs_luh,matr,luh,50,34,10,mean_diff,1.645548415750082,0.7422473705085475,,,-0.9033010452415344
matr_vs_luh,matr,luh,50,34,11,slope_linear,1.6351391069639578,0.7375521078220406,,,-0.8975869991419171
matr_vs_luh,matr,luh,50,34,12,mad_Qdis,1.6063935740714808,-0.724586037666285,,,0.8818075364051958
matr_vs_luh,matr,luh,50,34,13,slope_first_quarter,1.5978941574561607,0.7207522582568215,,,-0.8771418991993393
matr_vs_luh,matr,luh,50,34,14,exp_decay_k,1.5855346441610159,-0.715177328855607,,,0.8703573153054088
matr_vs_luh,matr,luh,50,34,15,pos_neg_diff_ratio,1.5757442801015895,0.710761249747951,,,-0.8649830303536385
matr_vs_luh,matr,luh,50,34,16,accel_mean,1.5734073438165002,-0.7097071423172299,,,0.8637002014992702
matr_vs_luh,matr,luh,50,34,17,knee_cycle,1.5230271268868514,-0.6869824487234308,,,0.8360446781634205
matr_vs_luh,matr,luh,50,34,18,skewness_Qdis,1.5177513872793167,-0.6846027534110961,,,0.8331486338682206
matr_vs_luh,matr,luh,50,34,19,autocorr_lag1,1.5074073341648657,-0.679936925197769,,,0.8274704089670966
matr_vs_luh,matr,luh,50,34,20,spectral_entropy,1.462797259794506,0.659814934205181,,,-0.802982325589325
matr_vs_luh,matr,luh,50,34,21,fft_top3_energy_ratio,1.4219162201154274,-0.6413749758818524,,,0.780541244233575
matr_vs_luh,matr,luh,50,34,22,poly2_c,1.3010330386626594,-0.5868489450989017,,,0.7141840935637577
matr_vs_luh,matr,luh,50,34,23,kurtosis_Qdis,1.2721154695885406,0.5738052756441929,,,-0.6983101939443477
matr_vs_luh,matr,luh,50,34,24,sample_entropy,1.159312558458435,0.5229239625386983,,,-0.6363885959197367
matr_vs_luh,matr,luh,50,34,25,cycle_to_95pct,0.9258362210924338,0.4176112316416933,,,-0.5082249894507406
matr_vs_luh,matr,luh,50,34,26,range_Qdis,0.8264476300733617,-0.37278063313947385,,,0.4536669969338879
matr_vs_luh,matr,luh,50,34,27,slope_last_quarter,0.4533115429752663,0.20447244066118392,,,-0.2488391023140824
matr_vs_luh,matr,luh,50,34,28,variance_Qdis,0.3705240255038822,-0.1671299859719639,,,0.20339403953191826
matr_vs_luh,matr,luh,50,34,29,slope_ratio,0.30893829056407246,-0.13935088850975186,,,0.1695874020543206
matr_vs_luh,matr,luh,50,34,30,n_capacity_jumps,0.20671347338995208,0.09324097097589329,,,-0.11347250241405879
matr_vs_luh,matr,luh,50,34,31,accel_std,0.15245911826198566,0.06876879376923604,,,-0.08369032449274963
matr_vs_luh,matr,luh,50,34,32,accel_max_abs,0.1476988747825846,0.06662162011469777,,,-0.08107725466788682
matr_vs_luh,matr,luh,50,34,33,std_diff,0.12774634985267494,0.05762175780588747,,,-0.07012459204678748
matr_vs_luh,matr,luh,50,34,34,max_drop,0.12320216881547708,0.05557204210400245,,,-0.06763012671147463
hust_vs_sandia,hust,sandia,50,34,1,cycle_to_99pct,1.8546554700123687,,0.7301793189025074,-1.1244761511098613,
hust_vs_sandia,hust,sandia,50,34,2,poly2_a,1.6518927048565133,,-0.6503514586049264,1.001541246251587,
hust_vs_sandia,hust,sandia,50,34,3,Qdis_cycle10,1.646114683181084,,-0.6480766469216872,0.9980380362593969,
hust_vs_sandia,hust,sandia,50,34,4,cycle_to_98pct,1.639047750218971,,0.6452943898499885,-0.9937533603689827,
hust_vs_sandia,hust,sandia,50,34,5,Qdis_N,1.6323443871508094,,-0.6426552705318146,0.9896891166189948,
hust_vs_sandia,hust,sandia,50,34,6,retention_ratio,1.609581074126001,,0.633693336270077,-0.9758877378559241,
hust_vs_sandia,hust,sandia,50,34,7,delta_Qdis,1.5896125745547676,,0.6258317222656565,-0.963780852289111,
hust_vs_sandia,hust,sandia,50,34,8,mean_diff,1.5896125745547636,,0.6258317222656548,-0.9637808522891088,
hust_vs_sandia,hust,sandia,50,34,9,slope_linear,1.563816783820839,,0.6156758991420624,-0.9481408846787764,
hust_vs_sandia,hust,sandia,50,34,10,exp_decay_k,1.5540944701568156,,-0.6118482165971714,0.9422462535596442,
hust_vs_sandia,hust,sandia,50,34,11,slope_first_quarter,1.5406219670966124,,0.6065440815340994,-0.934077885562513,
hust_vs_sandia,hust,sandia,50,34,12,range_Qdis,1.5322061253549994,,-0.6032307580137793,0.9289753673412201,
hust_vs_sandia,hust,sandia,50,34,13,poly2_b,1.4806158786358248,,0.5829196372581988,-0.897696241377626,
hust_vs_sandia,hust,sandia,50,34,14,mad_Qdis,1.4752782256752814,,-0.5808181990847565,0.8944600265905249,
hust_vs_sandia,hust,sandia,50,34,15,poly2_c,1.279126868992964,,-0.5035932555090409,0.7755336134839231,
hust_vs_sandia,hust,sandia,50,34,16,slope_last_quarter,1.2419380314887778,,0.488951980901094,-0.7529860505876839,
hust_vs_sandia,hust,sandia,50,34,17,pos_neg_diff_ratio,1.241763728031019,,0.4888833574925273,-0.7528803705384917,
hust_vs_sandia,hust,sandia,50,34,18,cycle_to_95pct,1.2138107284999706,,0.4778782395669176,-0.735932488933053,
hust_vs_sandia,hust,sandia,50,34,19,variance_Qdis,1.1956272740310585,,-0.47071939922482614,0.7249078748062323,
hust_vs_sandia,hust,sandia,50,34,20,sample_entropy,1.1117805486793209,,0.43770887743280357,-0.6740716712465173,
hust_vs_sandia,hust,sandia,50,34,21,autocorr_lag1,1.0748456580681722,,-0.42316758191660325,0.651678076151569,
hust_vs_sandia,hust,sandia,50,34,22,skewness_Qdis,1.0073961322332181,,-0.39661265048551897,0.6107834817476991,
hust_vs_sandia,hust,sandia,50,34,23,fft_top3_energy_ratio,0.9924253242230818,,0.39071863158388986,-0.601706692639192,
hust_vs_sandia,hust,sandia,50,34,24,spectral_entropy,0.9080467758754556,,-0.3574987306596266,0.5505480452158289,
hust_vs_sandia,hust,sandia,50,34,25,std_diff,0.8945365776769875,,-0.3521797549909399,0.5423568226860476,
hust_vs_sandia,hust,sandia,50,34,26,max_drop,0.888007640672596,,-0.3496093073514158,0.5383983333211801,
hust_vs_sandia,hust,sandia,50,34,27,knee_cycle,0.8647172252084226,,0.340439852444261,-0.5242773727641616,
hust_vs_sandia,hust,sandia,50,34,28,accel_std,0.7397089504700904,,-0.2912239962480669,0.4484849542220235,
hust_vs_sandia,hust,sandia,50,34,29,accel_max_abs,0.7086091880925822,,-0.2789799953120403,0.42962919278054196,
hust_vs_sandia,hust,sandia,50,34,30,n_capacity_jumps,0.6237646027099943,,-0.2455766152401552,0.37818798746983917,
hust_vs_sandia,hust,sandia,50,34,31,kurtosis_Qdis,0.42198244707945665,,-0.16613482168482546,0.2558476253946312,
hust_vs_sandia,hust,sandia,50,34,32,slope_ratio,0.41337107503686793,,-0.1627445177310502,0.25062655730581773,
hust_vs_sandia,hust,sandia,50,34,33,linearity_r2,0.09479426613547168,,-0.037320577218689685,0.057473688916781986,
hust_vs_sandia,hust,sandia,50,34,34,accel_mean,0.019235722664203276,,0.007573119159135119,-0.011662603505068156,
hust_vs_luh,hust,luh,50,34,1,poly2_a,2.0198414973419387,,-1.1699628345259312,,0.8498786628160073
hust_vs_luh,hust,luh,50,34,2,Qdis_cycle10,2.0196543112422733,,-1.1698544097906067,,0.8497999014516667
hust_vs_luh,hust,luh,50,34,3,Qdis_N,2.0143215283166884,,-1.16676547541841,,0.8475560528982783
hust_vs_luh,hust,luh,50,34,4,cycle_to_99pct,1.9817110495098147,,1.1478763456177068,,-0.833834703892108
hust_vs_luh,hust,luh,50,34,5,accel_std,1.7902674674056231,,1.0369855275682842,,-0.7532819398373388
hust_vs_luh,hust,luh,50,34,6,autocorr_lag1,1.7778135969342035,,-1.0297718102460414,,0.7480417866881621
hust_vs_luh,hust,luh,50,34,7,fft_top3_energy_ratio,1.6868436160013545,,-0.977078815825923,,0.7097648001754313
hust_vs_luh,hust,luh,50,34,8,cycle_to_98pct,1.6839688159318547,,0.9754136310862108,,-0.708555184845644
hust_vs_luh,hust,luh,50,34,9,spectral_entropy,1.671940747850338,,0.968446553399648,,-0.7034941944506901
hust_vs_luh,hust,luh,50,34,10,slope_first_quarter,1.637252386552578,,0.9483538413911108,,-0.6888985451614674
hust_vs_luh,hust,luh,50,34,11,poly2_b,1.6218616940796728,,0.9394390140570784,,-0.6824226800225945
hust_vs_luh,hust,luh,50,34,12,slope_linear,1.574368165016605,,0.9119291010478697,,-0.6624390639687354
hust_vs_luh,hust,luh,50,34,13,delta_Qdis,1.5741787236355518,,0.9118193699746912,,-0.6623593536608605
hust_vs_luh,hust,luh,50,34,14,mean_diff,1.5741787236355478,,0.9118193699746889,,-0.6623593536608589
hust_vs_luh,hust,luh,50,34,15,retention_ratio,1.5562287840263929,,0.9014221371956186,,-0.6548066468307743
hust_vs_luh,hust,luh,50,34,16,exp_decay_k,1.5429529850837662,,-0.8937323301578097,,0.6492206549259564
hust_vs_luh,hust,luh,50,34,17,sample_entropy,1.5261447739064777,,0.883996426415774,,-0.6421483474907037
hust_vs_luh,hust,luh,50,34,18,mad_Qdis,1.510950495761986,,-0.8751953691298935,,0.6357551266320925
hust_vs_luh,hust,luh,50,34,19,range_Qdis,1.4984531409362405,,-0.8679564641488605,,0.63049667678738
hust_vs_luh,hust,luh,50,34,20,pos_neg_diff_ratio,1.4393508292290509,,0.8337223382419638,,-0.6056284909870869
hust_vs_luh,hust,luh,50,34,21,kurtosis_Qdis,1.3017359959255361,,0.7540110140333707,,-0.5477249818921655
hust_vs_luh,hust,luh,50,34,22,accel_max_abs,1.2947176693152593,,0.7499457538110246,,-0.5447719155042348
hust_vs_luh,hust,luh,50,34,23,slope_last_quarter,1.2596539732326155,,0.7296356347686189,,-0.5300183384639966
hust_vs_luh,hust,luh,50,34,24,poly2_c,1.241038043599794,,-0.7188526372763836,,0.5221854063234106
hust_vs_luh,hust,luh,50,34,25,max_drop,1.1989486141627874,,-0.6944729677664235,,0.5044756463963638
hust_vs_luh,hust,luh,50,34,26,slope_ratio,1.1926845827910988,,-0.6908446217259918,,0.5018399610651069
hust_vs_luh,hust,luh,50,34,27,linearity_r2,1.184645295342945,,-0.686187985280613,,0.4984573100623319
hust_vs_luh,hust,luh,50,34,28,accel_mean,1.1105418519245838,,-0.6432646792568627,,0.46727717266772095
hust_vs_luh,hust,luh,50,34,29,variance_Qdis,1.0542402312957746,,-0.61065281157023,,0.44358741972554455
hust_vs_luh,hust,luh,50,34,30,knee_cycle,0.999351286858613,,-0.5788592153388686,,0.4204920715197443
hust_vs_luh,hust,luh,50,34,31,skewness_Qdis,0.9403507122557642,,-0.5446840191208252,,0.39566669313493896
hust_vs_luh,hust,luh,50,34,32,cycle_to_95pct,0.8376200517844627,,0.48517882780957916,,-0.35244122397488353
hust_vs_luh,hust,luh,50,34,33,std_diff,0.5258077849394127,,-0.3045662579430476,,0.22124152699636518
hust_vs_luh,hust,luh,50,34,34,n_capacity_jumps,0.0,,0.0,,0.0
sandia_vs_luh,sandia,luh,50,34,1,spectral_entropy,1.4931469210435642,,,1.0145741899398586,-0.47857273110370563
sandia_vs_luh,sandia,luh,50,34,2,autocorr_lag1,1.460687230155069,,,-0.9925182461310083,0.4681689840240609
sandia_vs_luh,sandia,luh,50,34,3,fft_top3_energy_ratio,1.424306629904767,,,-0.967798094678881,0.4565085352258862
sandia_vs_luh,sandia,luh,50,34,4,knee_cycle,1.3312323761746785,,,-0.9045553325289482,0.42667704364573045
sandia_vs_luh,sandia,luh,50,34,5,sample_entropy,1.3131810316659545,,,0.8922896753627638,-0.42089135630319074
sandia_vs_luh,sandia,luh,50,34,6,linearity_r2,1.2489402609914984,,,-0.848638895289095,0.4003013657024034
sandia_vs_luh,sandia,luh,50,34,7,kurtosis_Qdis,1.0052424156501294,,,0.6830493337109854,-0.322193081939144
sandia_vs_luh,sandia,luh,50,34,8,pos_neg_diff_ratio,0.9728402923188826,,,0.6610325063192408,-0.31180778599964176
sandia_vs_luh,sandia,luh,50,34,9,std_diff,0.9576336199635065,,,0.6506997674111006,-0.30693385255240596
sandia_vs_luh,sandia,luh,50,34,10,max_drop,0.9211294741822953,,,0.6258956683546366,-0.2952338058276587
sandia_vs_luh,sandia,luh,50,34,11,accel_std,0.8570953114964928,,,0.5823852757604374,-0.27471003573605535
sandia_vs_luh,sandia,luh,50,34,12,Qdis_N,0.8452622138356831,,,-0.5743448376062976,0.27091737622938555
sandia_vs_luh,sandia,luh,50,34,13,Qdis_cycle10,0.8410087520514806,,,-0.5714546648554929,0.2695540871959878
sandia_vs_luh,sandia,luh,50,34,14,slope_first_quarter,0.8028820724550803,,,-0.5455480748733238,0.2573339975817565
sandia_vs_luh,sandia,luh,50,34,15,poly2_a,0.7966942508755182,,,-0.5413435294410568,0.2553507214344613
sandia_vs_luh,sandia,luh,50,34,16,accel_max_abs,0.7966857207873335,,,0.5413377333554958,-0.2553479874318377
sandia_vs_luh,sandia,luh,50,34,17,skewness_Qdis,0.7091751465715983,,,0.48187542010634243,-0.22729972646525584
sandia_vs_luh,sandia,luh,50,34,18,n_capacity_jumps,0.6879569885303543,,,0.46745795374498433,-0.22049903478536995
sandia_vs_luh,sandia,luh,50,34,19,cycle_to_95pct,0.5819819424478473,,,-0.39544926858635776,0.1865326738614895
sandia_vs_luh,sandia,luh,50,34,20,poly2_c,0.4964549927738315,,,0.33733480278221867,-0.15912018999161281
sandia_vs_luh,sandia,luh,50,34,21,range_Qdis,0.3942300160929132,,,0.2678742417041586,-0.1263557743887546
sandia_vs_luh,sandia,luh,50,34,22,cycle_to_98pct,0.36807190193447176,,,-0.25010013849393603,0.11797176344053574
sandia_vs_luh,sandia,luh,50,34,23,retention_ratio,0.2562270284795034,,,-0.1741029808899232,0.08212404758958017
sandia_vs_luh,sandia,luh,50,34,24,mad_Qdis,0.255544792763316,,,-0.17363941046738154,0.08190538229593447
sandia_vs_luh,sandia,luh,50,34,25,poly2_b,0.24463202497176584,,,-0.16622432466030237,0.07840770031146345
sandia_vs_luh,sandia,luh,50,34,26,delta_Qdis,0.20685795737978924,,,-0.1405573300144718,0.06630062736531743
sandia_vs_luh,sandia,luh,50,34,27,mean_diff,0.20685795737978835,,,-0.1405573300144714,0.06630062736531694
sandia_vs_luh,sandia,luh,50,34,28,slope_last_quarter,0.20197831454784332,,,0.13724167526968864,-0.06473663927815468
sandia_vs_luh,sandia,luh,50,34,29,cycle_to_99pct,0.16714758946702551,,,-0.11357464412503004,0.053572945341995463
sandia_vs_luh,sandia,luh,50,34,30,slope_ratio,0.1547664409185352,,,-0.10516181241900487,0.04960462849953034
sandia_vs_luh,sandia,luh,50,34,31,accel_mean,0.12485895774267994,,,-0.08484006103028255,0.04001889671239739
sandia_vs_luh,sandia,luh,50,34,32,variance_Qdis,0.10841582928352195,,,0.0736671660516238,-0.03474866323189816
sandia_vs_luh,sandia,luh,50,34,33,slope_linear,0.09428599009252103,,,0.06406612147312346,-0.030219868619397572
sandia_vs_luh,sandia,luh,50,34,34,exp_decay_k,0.028397428496094612,,,-0.019295688593500317,0.009101739902594295
matr_vs_hust,matr,hust,100,34,1,Qdis_cycle10,2.0257471503793854,-0.7571967503845277,1.2685503999948575,,
matr_vs_hust,matr,hust,100,34,2,poly2_a,2.0246708158522098,-0.7567944311680561,1.2678763846841536,,
matr_vs_hust,matr,hust,100,34,3,Qdis_N,2.000076453637065,-0.7476013928643418,1.2524750607727233,,
matr_vs_hust,matr,hust,100,34,4,accel_mean,1.0579797992862134,-0.3954584686652352,0.6625213306209782,,
matr_vs_hust,matr,hust,100,34,5,knee_cycle,0.7753845204681621,-0.28982819454392467,0.4855563259242374,,
matr_vs_hust,matr,hust,100,34,6,linearity_r2,0.7414111462577766,-0.277129409038101,0.46428173721967564,,
matr_vs_hust,matr,hust,100,34,7,mad_Qdis,0.6746980087537224,-0.2521929450195954,0.4225050637341271,,
matr_vs_hust,matr,hust,100,34,8,cycle_to_99pct,0.6741638220161996,0.25199327327790044,-0.42217054873829923,,
matr_vs_hust,matr,hust,100,34,9,autocorr_lag1,0.6525742788504054,0.24392339549262737,-0.40865088335777805,,
matr_vs_hust,matr,hust,100,34,10,skewness_Qdis,0.5595728708707579,-0.20916073328664261,0.35041213758411527,,
matr_vs_hust,matr,hust,100,34,11,fft_top3_energy_ratio,0.4835568032679035,-0.18074696044479846,0.302809842823105,,
matr_vs_hust,matr,hust,100,34,12,kurtosis_Qdis,0.47836099897047013,0.17880483942100103,-0.29955615954946907,,
matr_vs_hust,matr,hust,100,34,13,pos_neg_diff_ratio,0.39261006943719434,0.14675230750807744,-0.24585776192911693,,
matr_vs_hust,matr,hust,100,34,14,slope_last_quarter,0.36754399204811783,0.13738294848400515,-0.23016104356411268,,
matr_vs_hust,matr,hust,100,34,15,sample_entropy,0.3437069143005802,0.12847297282109052,-0.21523394147948968,,
matr_vs_hust,matr,hust,100,34,16,spectral_entropy,0.3267991819734296,0.1221530922910391,-0.2046460896823905,,
matr_vs_hust,matr,hust,100,34,17,slope_first_quarter,0.3171387215465662,-0.11854214349070677,0.19859657805585945,,
matr_vs_hust,matr,hust,100,34,18,poly2_c,0.257451383975908,0.09623182799099476,-0.16121955598491322,,
matr_vs_hust,matr,hust,100,34,19,slope_linear,0.2525776709793059,0.09441010031750745,-0.15816757066179843,,
matr_vs_hust,matr,hust,100,34,20,slope_ratio,0.22905253903246012,-0.08561672575485163,0.1434358132776085,,
matr_vs_hust,matr,hust,100,34,21,n_capacity_jumps,0.22416878676341057,0.08379124553777971,-0.14037754122563084,,
matr_vs_hust,matr,hust,100,34,22,mean_diff,0.2105592931697597,0.07870420181588107,-0.13185509135387863,,
matr_vs_hust,matr,hust,100,34,23,delta_Qdis,0.21055929316974686,0.07870420181587624,-0.1318550913538706,,
matr_vs_hust,matr,hust,100,34,24,exp_decay_k,0.1939471094968073,-0.0724947933556027,0.1214523161412046,,
matr_vs_hust,matr,hust,100,34,25,retention_ratio,0.19382793520409225,0.07245024762484088,-0.12137768757925137,,
matr_vs_hust,matr,hust,100,34,26,max_drop,0.13469568014077016,0.05034741442155004,-0.08434826571922013,,
matr_vs_hust,matr,hust,100,34,27,accel_max_abs,0.13426406610188987,0.05018608296041514,-0.08407798314147473,,
matr_vs_hust,matr,hust,100,34,28,poly2_b,0.13072036776247217,-0.048861496687914355,0.08185887107455782,,
matr_vs_hust,matr,hust,100,34,29,accel_std,0.1254719338995265,0.04689970344788126,-0.07857223045164523,,
