dataset,time,n_at_risk,n_events,n_censored_at_time,survival,greenwood_se
matr,613.0,86,1,0,0.6296296296296291,0.041561748717539385
matr,622.0,85,1,0,0.6222222222222217,0.0417276645417829
matr,626.0,84,1,0,0.6148148148148143,0.04188322021464492
matr,630.0,83,1,0,0.6074074074074068,0.04202853077101922
matr,661.0,82,1,0,0.5999999999999994,0.04216370213557836
matr,665.0,81,1,0,0.592592592592592,0.04228883153469997
matr,670.0,80,1,0,0.5851851851851846,0.04240400786656717
matr,676.0,79,1,0,0.5777777777777772,0.042509312032903354
matr,679.0,78,1,0,0.5703703703703698,0.04260481723536422
matr,694.0,77,1,0,0.5629629629629623,0.042690589239222615
matr,699.0,76,1,0,0.5555555555555549,0.0427666866066389
matr,705.0,75,1,0,0.5481481481481475,0.04283316090150363
matr,708.0,74,1,0,0.5407407407407401,0.04289005686756463
matr,713.0,73,1,0,0.5333333333333327,0.04293741258130199
matr,714.0,72,1,0,0.5259259259259252,0.042975259580788676
matr,740.0,71,1,0,0.5185185185185178,0.04300362297156581
matr,745.0,70,1,0,0.5111111111111104,0.04302252151036933
matr,771.0,69,1,0,0.503703703703703,0.04303196766736325
matr,773.0,68,1,0,0.4962962962962956,0.04303196766736325
matr,779.0,67,1,0,0.4888888888888882,0.043022521510369324
matr,792.0,66,1,0,0.4814814814814808,0.043003622971565805
matr,793.0,65,1,0,0.4740740740740734,0.04297525958078867
matr,794.0,64,1,0,0.466666666666666,0.04293741258130197
matr,809.0,63,1,0,0.45925925925925865,0.04289005686756461
matr,810.0,62,1,0,0.4518518518518512,0.04283316090150362
matr,815.0,61,2,0,0.4370370370370364,0.042690589239222594
matr,817.0,59,2,0,0.4222222222222216,0.04250931203290333
matr,818.0,57,1,0,0.4148148148148142,0.042404007866567145
matr,824.0,56,1,0,0.4074074074074068,0.04228883153469995
matr,825.0,55,1,0,0.39999999999999936,0.042163702135578324
matr,826.0,54,1,0,0.392592592592592,0.042028530771019194
matr,827.0,53,1,0,0.3851851851851846,0.04188322021464488
matr,828.0,52,1,0,0.37777777777777716,0.04172766454178286
matr,833.0,51,1,0,0.37037037037036974,0.04156174871753935
matr,834.0,50,1,0,0.3629629629629623,0.04138534813908661
matr,845.0,49,1,0,0.3555555555555549,0.04119832812763293
matr,850.0,48,1,0,0.3481481481481475,0.04100054336488747
matr,872.0,47,1,0,0.34074074074074007,0.04079183726807509
matr,897.0,43,1,0,0.33281653746769957,0.04060557198015109
matr,903.0,42,1,0,0.32489233419465907,0.04040458170958702
matr,909.0,40,1,0,0.3167700258397926,0.04020257005523476
matr,910.0,39,1,0,0.3086477174849261,0.03998381076252932
matr,913.0,38,1,0,0.3005254091300596,0.039748027312934454
matr,919.0,37,1,0,0.29240310077519316,0.03949491480651837
matr,921.0,36,1,0,0.28428079242032667,0.03922413777263734
matr,970.0,35,1,0,0.2761584840654602,0.0389353276674007
matr,974.0,34,1,0,0.2680361757105937,0.038628080009977375
matr,979.0,33,1,0,0.2599138673557272,0.03830195110010585
matr,985.0,32,1,0,0.2517915590008607,0.037956454247214895
matr,989.0,31,1,0,0.24366925064599423,0.03759105542672709
matr,991.0,30,1,0,0.23554694229112777,0.037205168260578396
matr,1005.0,29,1,0,0.2274246339362613,0.036798148195649236
matr,1006.0,28,1,0,0.21930232558139484,0.0363692857241974
matr,1010.0,27,1,0,0.21118001722652838,0.03591779845252191
matr,1012.0,26,1,0,0.2030577088716619,0.035442821775248004
matr,1018.0,25,1,0,0.19493540051679542,0.03494339784904058
matr,1033.0,24,1,0,0.18681309216192896,0.034418462475959116
matr,1046.0,23,1,0,0.1786907838070625,0.03386682939559016
matr,1056.0,22,1,0,0.17056847545219603,0.0332871713358066
matr,1084.0,21,1,0,0.16244616709732954,0.03267799696886288
matr,1100.0,20,1,0,0.15432385874246304,0.032037622639375256
matr,1105.0,19,1,0,0.14620155038759658,0.03136413733864427
matr,1125.0,18,1,0,0.1380792420327301,0.030655358842133974
matr,1146.0,17,1,0,0.12995693367786362,0.029908778119659044
matr,1224.0,16,1,0,0.12183462532299714,0.029121487936063988
matr,1257.0,15,1,0,0.11371231696813067,0.0282900897619286
matr,1269.0,14,1,0,0.10559000861326419,0.027410570333248556
matr,1344.0,13,1,0,0.09746770025839772,0.026478134779064143
matr,1376.0,12,1,0,0.08934539190353125,0.025486975985607598
matr,1487.0,11,1,0,0.08122308354866477,0.02442994753436695
matr,1587.0,10,1,0,0.07310077519379829,0.02329808567889725
matr,1589.0,9,1,0,0.06497846683893181,0.022079885058552365
matr,1618.0,8,1,0,0.05685615848406533,0.02076015222065731
matr,1717.0,7,1,0,0.04873385012919886,0.019318089563390397
matr,1735.0,6,1,0,0.040611541774332384,0.01772386291590563
matr,1774.0,5,1,0,0.032489233419465906,0.015931858556765703
matr,1873.0,4,1,0,0.024366925064599428,0.013865604408466793
matr,2066.0,3,1,0,0.016244616709732953,0.01137663932274074
