dataset,cell_id,n_cycles,delay_dim,rank,observable,mode_rank_by_amplitude,eig_real,eig_imag,eig_abs,eig_angle,decay_rate,coefficient_real,coefficient_imag,coefficient_abs,coefficient_fraction,q0,cycle_life,is_censored
matr,matr_b1c13,100,12,4,retention,1,0.9999898802158796,0.0,0.9999898802158796,0.0,1.0119835325715637e-05,-3.4745108965437264,-7.430671534060149e-19,3.4745108965437264,0.9970729279852242,1.0814757,,1
matr,matr_b1c13,100,12,4,retention,2,0.8085730854183348,0.0,0.8085730854183348,0.0,0.21248420773837348,-0.009514770839495956,-1.0755765711201805e-18,0.009514770839495956,0.0027304333480380753,1.0814757,,1
matr,matr_b1c13,100,12,4,retention,3,0.8167465802173355,-0.46072128063985346,0.9377308114438487,-0.5135989833615877,0.06429235256610173,-0.00024942012776218325,0.00023489202296697118,0.00034261445180613724,9.831933322535159e-05,1.0814757,,1
matr,matr_b1c13,100,12,4,retention,4,0.8167465802173355,0.46072128063985346,0.9377308114438487,0.5135989833615877,0.06429235256610173,-0.0002494201277621828,-0.00023489202296697048,0.00034261445180613643,9.831933322535136e-05,1.0814757,,1
matr,matr_b1c14,100,12,4,retention,1,1.0000208522738117,0.0,1.0000208522738117,0.0,-2.085205640601637e-05,3.470314498501447,3.7949766387463885e-19,3.470314498501447,0.9982625332024742,1.0722955,845.0,0
matr,matr_b1c14,100,12,4,retention,2,0.7288492954321566,0.0,0.7288492954321566,0.0,0.3162882961468707,0.0028077484634605205,7.738767540013427e-19,0.0028077484634605205,0.00080767034081199,1.0722955,845.0,0
matr,matr_b1c14,100,12,4,retention,3,0.7928948531247195,0.43708858140854157,0.9053886878625124,0.5038075175946481,0.09939093813552026,0.0014742571918938568,-0.000662200887112798,0.0016161510705202458,0.0004648982282130642,1.0722955,845.0,0
matr,matr_b1c14,100,12,4,retention,4,0.7928948531247195,-0.43708858140854157,0.9053886878625124,-0.5038075175946481,0.09939093813552026,0.0014742571918938561,0.0006622008871127982,0.0016161510705202454,0.00046489822821306405,1.0722955,845.0,0
matr,matr_b1c15,100,12,4,retention,1,1.000023690577873,0.0,1.000023690577873,0.0,-2.369029725568434e-05,-3.470974898546501,-2.2150780003164156e-19,3.470974898546501,0.9977936255989491,1.063235,699.0,0
matr,matr_b1c15,100,12,4,retention,2,0.6050185545840805,0.0,0.6050185545840805,0.0,0.5024961526875542,-0.0038222200458301854,-1.0336572502907598e-18,0.0038222200458301854,0.0010987653062437693,1.063235,699.0,0
matr,matr_b1c15,100,12,4,retention,3,0.8065888124170728,-0.41179209114840476,0.9056258822763182,-0.47204031270730745,0.09912899168950799,0.001741686400966205,0.0008233473460996862,0.0019264922454139306,0.0005538045472598435,1.063235,699.0,0
matr,matr_b1c15,100,12,4,retention,4,0.8065888124170728,0.41179209114840476,0.9056258822763182,0.47204031270730745,0.09912899168950799,0.0017416864009662044,-0.0008233473460996867,0.0019264922454139302,0.0005538045472598434,1.063235,699.0,0
matr,matr_b1c16,100,12,4,retention,1,1.0000167479124191,0.0,1.0000167479124191,0.0,-1.6747772174404547e-05,3.4702662334558996,2.6549851538243907e-19,3.4702662334558996,0.9980232147441337,1.08287165,824.0,0
matr,matr_b1c16,100,12,4,retention,2,0.6983958179469637,0.0,0.6983958179469637,0.0,0.35896926252312134,0.0034821903718535783,7.247255109982504e-19,0.0034821903718535783,0.0010014525098287514,1.08287165,824.0,0
matr,matr_b1c16,100,12,4,retention,3,0.8167325817571283,-0.41896950860877097,0.9179256828564822,-0.4739795728635788,0.08563884713274753,-0.0016840494536848288,-0.0001982981983924344,0.001695684150407102,0.00048766637287498397,1.08287165,824.0,0
matr,matr_b1c16,100,12,4,retention,4,0.8167325817571283,0.41896950860877097,0.9179256828564822,0.4739795728635788,0.08563884713274753,-0.0016840494536848284,0.0001982981983924353,0.0016956841504071017,0.0004876663728749839,1.08287165,824.0,0
matr,matr_b1c17,100,12,4,retention,1,0.9999970029113346,0.0,0.9999970029113346,0.0,2.9970931566366247e-06,-3.475587627294342,8.223517231868166e-19,3.475587627294342,0.9967949320229306,1.07360355,825.0,0
matr,matr_b1c17,100,12,4,retention,2,0.8657188363512653,0.0,0.8657188363512653,0.0,0.14419509247654302,0.009880235870940283,-1.1879535392688206e-18,0.009880235870940283,0.002833641415339974,1.07360355,825.0,0
matr,matr_b1c17,100,12,4,retention,3,0.8065854728202352,0.4704755650846367,0.9337705190818302,0.5280442666484889,0.06852456785625496,-0.0006402071408772044,-9.71623244000927e-05,0.0006475381845984015,0.00018571328072124947,1.07360355,825.0,0
matr,matr_b1c17,100,12,4,retention,4,0.8065854728202352,-0.4704755650846367,0.9337705190818302,-0.5280442666484889,0.06852456785625496,-0.0006402071408772035,9.716232440009295e-05,0.0006475381845984007,0.00018571328072124925,1.07360355,825.0,0
matr,matr_b1c18,100,12,4,retention,1,0.9995480985343119,0.0,0.9995480985343119,0.0,0.0004520036039275273,-3.473327208289263,-4.598899480088431e-20,3.473327208289263,0.9967721685501509,1.06710325,665.0,0
matr,matr_b1c18,100,12,4,retention,2,0.7531004293406057,0.0,0.7531004293406057,0.0,0.2835566877772565,-0.009690052939215347,-2.173677846014613e-19,0.009690052939215347,0.002780842259415212,1.06710325,665.0,0
matr,matr_b1c18,100,12,4,retention,3,-0.7648684647178905,-0.48546335210258457,0.905924077698888,-2.576047199541636,0.09879977589987868,6.0661254568119525e-06,-0.0007787600147174899,0.0007787836403012347,0.00022349459507351824,1.06710325,665.0,0
matr,matr_b1c18,100,12,4,retention,4,-0.7648684647178905,0.48546335210258457,0.905924077698888,2.576047199541636,0.09879977589987868,6.06612545681188e-06,0.0007787600147174884,0.0007787836403012332,0.0002234945950735178,1.06710325,665.0,0
matr,matr_b1c19,100,12,4,retention,1,0.9999746656087198,0.0,0.9999746656087198,0.0,2.5334712201273913e-05,-3.473130733890517,9.619978969522486e-19,3.473130733890517,0.9974885357187704,1.0866477,740.0,0
matr,matr_b1c19,100,12,4,retention,2,0.8377309821426596,0.0,0.8377309821426596,0.0,0.17705825373530146,0.00777033063122225,-1.6165198692263447e-18,0.00777033063122225,0.0022316510138120586,1.0866477,740.0,0
matr,matr_b1c19,100,12,4,retention,3,0.6716802480033788,0.5647870033520952,0.877575475223254,0.6991620446957236,0.13059231569047422,-0.00045763823277421344,0.00016694355376508925,0.00048713745723401563,0.0001399066335651046,1.0866477,740.0,0
matr,matr_b1c19,100,12,4,retention,4,0.6716802480033788,-0.5647870033520952,0.877575475223254,-0.6991620446957236,0.13059231569047422,-0.00045763823277421235,-0.0001669435537650886,0.0004871374572340144,0.00013990663356510424,1.0866477,740.0,0
matr,matr_b1c2,100,12,4,retention,1,0.9999902368201468,0.0,0.9999902368201468,0.0,9.763227513390012e-06,-3.4765380296817345,-6.949553628481714e-20,3.4765380296817345,0.9963967444861934,1.0817747,1487.0,0
matr,matr_b1c2,100,12,4,retention,2,0.809597811798344,0.0,0.809597811798344,0.0,0.21121768327083956,0.011237928571509086,-7.779644258791835e-20,0.011237928571509086,0.0032208580340037643,1.0817747,1487.0,0
matr,matr_b1c2,100,12,4,retention,3,0.6927383371119316,0.5811404683565143,0.9042182522301975,0.6980164704379022,0.10068451827117918,-3.559900907289335e-05,-0.000666162962638124,0.0006671134702865582,0.00019119873975814537,1.0817747,1487.0,0
matr,matr_b1c2,100,12,4,retention,4,0.6927383371119316,-0.5811404683565143,0.9042182522301975,-0.6980164704379022,0.10068451827117918,-3.5599009072892376e-05,0.0006661629626381236,0.0006671134702865577,0.00019119873975814527,1.0817747,1487.0,0
matr,matr_b1c20,100,12,4,retention,1,0.9998679419197634,0.0,0.9998679419197634,0.0,0.0001320668006726635,-3.466035227586305,-4.6615989625494303e-20,3.466035227586305,0.998670316509247,1.07410775,504.0,0
matr,matr_b1c20,100,12,4,retention,2,0.8184278773822342,0.4031605126683649,0.9123390759204651,0.4577129946031557,0.0917435642335441,-0.0015635283760334377,0.00043301887741817357,0.001622382917458839,0.00046745793256294023,1.07410775,504.0,0
matr,matr_b1c20,100,12,4,retention,3,0.8184278773822342,-0.4031605126683649,0.9123390759204651,-0.4577129946031557,0.0917435642335441,-0.001563528376033437,-0.000433018877418174,0.0016223829174588384,0.00046745793256294007,1.07410775,504.0,0
matr,matr_b1c20,100,12,4,retention,4,0.4613184747988716,0.0,0.4613184747988716,0.0,0.7736666397972285,-0.0013701002958798876,2.516416584146874e-19,0.0013701002958798876,0.0003947676253390618,1.07410775,504.0,0
matr,matr_b1c21,100,12,4,retention,1,0.9999244288615584,0.0,0.9999244288615584,0.0,7.557399408394103e-05,3.465955235052654,-9.163570524250129e-20,3.465955235052654,0.9986597956783614,1.08404015,535.0,0
matr,matr_b1c21,100,12,4,retention,2,0.4797870614331032,0.0,0.4797870614331032,0.0,0.734412895523926,0.001556023724516712,1.8931442928521866e-19,0.001556023724516712,0.0004483434520679652,1.08404015,535.0,0
matr,matr_b1c21,100,12,4,retention,3,0.8227562851438864,-0.39914386021265125,0.9144636274282454,-0.4516811013771888,0.0894175851207084,0.001536974168030789,0.00018146105329690847,0.0015476490904134436,0.00044593043464123433,1.08404015,535.0,0
matr,matr_b1c21,100,12,4,retention,4,0.8227562851438864,0.39914386021265125,0.9144636274282454,0.4516811013771888,0.0894175851207084,0.0015369741680307887,-0.00018146105329690801,0.0015476490904134433,0.0004459304346412342,1.08404015,535.0,0
matr,matr_b1c22,100,12,4,retention,1,0.9999860317014345,0.0,0.9999860317014345,0.0,1.3968396123071869e-05,-3.472166523431233,-4.054077215072499e-19,3.472166523431233,0.9975256620491688,1.08099815,,1
matr,matr_b1c22,100,12,4,retention,2,0.7376525365881174,0.0,0.7376525365881174,0.0,0.3042823828823637,-0.00809279453251465,-7.582890276304379e-19,0.00809279453251465,0.0023249951203080464,1.08099815,,1
matr,matr_b1c22,100,12,4,retention,3,0.7294263538318109,0.4060561898114574,0.8348319800705819,0.507956425972977,0.18052479585139528,-0.0001632552255547417,0.00020224585291430986,0.00025991470464744053,7.467141511794119e-05,1.08099815,,1
matr,matr_b1c22,100,12,4,retention,4,0.7294263538318109,-0.4060561898114574,0.8348319800705819,-0.507956425972977,0.18052479585139528,-0.00016325522555474153,-0.00020224585291430997,0.0002599147046474405,7.467141511794118e-05,1.08099815,,1
matr,matr_b1c23,100,12,4,retention,1,0.9999870510734237,0.0,0.9999870510734237,0.0,1.2949010414401772e-05,-3.4707966625879676,-2.4225871690018327e-19,3.4707966625879676,0.9977270467514545,1.0809316,974.0,0
matr,matr_b1c23,100,12,4,retention,2,0.708469445743333,0.0,0.708469445743333,0.0,0.34464834605537686,-0.007301590583522792,-2.7797497419371237e-19,0.007301590583522792,0.002098940133258753,1.0809316,974.0,0
matr,matr_b1c23,100,12,4,retention,3,0.7509279613052602,-0.4335150184071527,0.8670802005896734,-0.5235653740860247,0.14262380291614887,-4.480664981050925e-05,-0.0002993351093450703,0.00030267002420766213,8.700655749960639e-05,1.0809316,974.0,0
matr,matr_b1c23,100,12,4,retention,4,0.7509279613052602,0.4335150184071527,0.8670802005896734,0.5235653740860247,0.14262380291614887,-4.480664981050921e-05,0.0002993351093450693,0.0003026700242076612,8.700655749960613e-05,1.0809316,974.0,0
matr,matr_b1c24,100,12,4,retention,1,0.9999890422488416,0.0,0.9999890422488416,0.0,1.0957811195040685e-05,-3.4715402768944847,0.0,3.4715402768944847,0.9961471684041949,1.0758532500000002,979.0,0
matr,matr_b1c24,100,12,4,retention,2,0.7376017589270956,0.0,0.7376017589270956,0.0,0.30435122208004806,-0.009911963113106348,0.0,0.009911963113106348,0.0028442055113589064,1.0758532500000002,979.0,0
matr,matr_b1c24,100,12,4,retention,3,0.6432315490194229,0.0,0.6432315490194229,0.0,0.4412505122279105,0.0034679323912031406,0.0,0.0034679323912031406,0.000995111897363476,1.0758532500000002,979.0,0
matr,matr_b1c24,100,12,4,retention,4,-0.9490856753625794,0.0,0.9490856753625794,3.141592653589793,0.05225620482379782,4.7096498648852994e-05,0.0,4.7096498648852994e-05,1.3514186795716918e-05,1.0758532500000002,979.0,0
matr,matr_b1c25,100,12,4,retention,1,0.999986505276145,0.0,0.999986505276145,0.0,1.3494814909639385e-05,-3.4735216747307964,5.621386523007925e-19,3.4735216747307964,0.9973840552021463,1.0765048,817.0,0
matr,matr_b1c25,100,12,4,retention,2,0.8240957544463576,0.0,0.8240957544463576,0.0,0.1934685489717828,0.008484045130983324,-8.157482643889155e-19,0.008484045130983324,0.0024361014928498985,1.0765048,817.0,0
matr,matr_b1c25,100,12,4,retention,3,0.7473204871095515,0.46769628353394965,0.8816051974013799,0.5591966226738893,0.12601094518187686,-8.586162213804488e-05,-0.0003011635609898505,0.00031316402830507817,8.99216523583564e-05,1.0765048,817.0,0
matr,matr_b1c25,100,12,4,retention,4,0.7473204871095515,-0.46769628353394965,0.8816051974013799,-0.5591966226738893,0.12601094518187686,-8.586162213804475e-05,0.00030116356098984997,0.00031316402830507763,8.992165235835625e-05,1.0765048,817.0,0
matr,matr_b1c26,100,12,4,retention,1,0.9999722018348823,0.0,0.9999722018348823,0.0,2.779855149381742e-05,3.471950126135124,-1.8878200644819496e-21,3.471950126135124,0.9975593040118246,1.0891754,826.0,0
matr,matr_b1c26,100,12,4,retention,2,0.7616899633509305,0.0,0.7616899633509305,0.0,0.2722156783333339,-0.007376364206622469,9.440552268848455e-21,0.007376364206622469,0.0021193739762290775,1.0891754,826.0,0
matr,matr_b1c26,100,12,4,retention,3,0.05905084987713642,-0.27084102477475974,0.27720364999807295,-1.356128031402375,1.2830028443718626,0.00043665163869815283,0.00034929702584642503,0.0005591717677448856,0.00016066100582947732,1.0891754,826.0,0
matr,matr_b1c26,100,12,4,retention,4,0.05905084987713642,0.27084102477475974,0.27720364999807295,1.356128031402375,1.2830028443718626,0.00043665163869815245,-0.000349297025846425,0.0005591717677448853,0.00016066100582947724,1.0891754,826.0,0
matr,matr_b1c27,100,12,4,retention,1,0.9999783858828537,0.0,0.9999783858828537,0.0,2.161435073469168e-05,3.472405301440181,3.935791665124391e-21,3.472405301440181,0.9977983353124833,1.0804401499999998,809.0,0
matr,matr_b1c27,100,12,4,retention,2,0.8079105314353963,0.0,0.8079105314353963,0.0,0.2133039550134252,0.007351820220704784,1.3472145201090827e-20,0.007351820220704784,0.0021125511974922485,1.0804401499999998,809.0,0
matr,matr_b1c27,100,12,4,retention,3,0.4367035184605708,-0.7824449452698298,0.8960636447340942,-1.0617351241021475,0.10974383646056303,0.00013306554510867386,7.960722027581725e-05,0.0001550604682538751,4.45567448685558e-05,1.0804401499999998,809.0,0
matr,matr_b1c27,100,12,4,retention,4,0.4367035184605708,0.7824449452698298,0.8960636447340942,1.0617351241021475,0.10974383646056303,0.0001330655451086736,-7.96072202758173e-05,0.00015506046825387488,4.4556744868555736e-05,1.0804401499999998,809.0,0
matr,matr_b1c28,100,12,4,retention,1,0.9999846841114433,0.0,0.9999846841114433,0.0,1.5316005846162666e-05,-3.4702783444359606,3.4989169844127323e-19,3.4702783444359606,0.997882139872333,1.07937775,815.0,0
matr,matr_b1c28,100,12,4,retention,2,0.7107241514439043,0.0,0.7107241514439043,0.0,0.34147089711249423,-0.006814998186247666,6.985944724480047e-19,0.006814998186247666,0.0019596598019932646,1.07937775,815.0,0
matr,matr_b1c28,100,12,4,retention,3,0.8194407549298137,0.42438211088947886,0.9228127257916164,0.47785882878094105,0.08032896236625074,-0.00020119334722706617,0.00018759380516646587,0.00027508216718875975,7.91001626930459e-05,1.07937775,815.0,0
matr,matr_b1c28,100,12,4,retention,4,0.8194407549298137,-0.42438211088947886,0.9228127257916164,-0.47785882878094105,0.08032896236625074,-0.00020119334722706596,-0.00018759380516646505,0.00027508216718875905,7.910016269304569e-05,1.07937775,815.0,0
matr,matr_b1c29,100,12,4,retention,1,0.9999847383992075,0.0,0.9999847383992075,0.0,1.5261717251874252e-05,-3.471971716844595,-5.330868078618333e-19,3.471971716844595,0.9976446698962692,1.0809752,872.0,0
matr,matr_b1c29,100,12,4,retention,2,0.7688978884793339,0.0,0.7688978884793339,0.0,0.2627971031054863,-0.007613031131913616,-1.0946184405054328e-18,0.007613031131913616,0.0021875466017363112,1.0809752,872.0,0
matr,matr_b1c29,100,12,4,retention,3,0.8108162410475213,-0.4558897378902185,0.930192684264956,-0.5122073128022319,0.07236352691350366,0.00019066680834953624,-0.00022110024053013556,0.0002919574423930354,8.389175085350963e-05,1.0809752,872.0,0
matr,matr_b1c29,100,12,4,retention,4,0.8108162410475213,0.4558897378902185,0.930192684264956,0.5122073128022319,0.07236352691350366,0.00019066680834953543,0.0002211002405301361,0.00029195744239303526,8.389175085350959e-05,1.0809752,872.0,0
matr,matr_b1c3,100,12,4,retention,1,1.0000159596705038,0.0,1.0000159596705038,0.0,-1.5959543149642685e-05,-3.4696517806418052,-1.897218785935027e-19,3.4696517806418052,0.9982427269879423,1.08161105,1344.0,0
matr,matr_b1c3,100,12,4,retention,2,0.7561716323715867,0.0,0.7561716323715867,0.0,0.2794869016227783,0.0030480581756846137,1.0744788193436718e-19,0.0030480581756846137,0.0008769473416005084,1.08161105,1344.0,0
matr,matr_b1c3,100,12,4,retention,3,0.7871866991334231,0.39031405124239393,0.8786398339990195,0.46030938220662376,0.12938021043152423,0.0015289541356703642,5.37952102469029e-05,0.0015299002168863887,0.0004401628350847399,1.08161105,1344.0,0
matr,matr_b1c3,100,12,4,retention,4,0.7871866991334231,-0.39031405124239393,0.8786398339990195,-0.46030938220662376,0.12938021043152423,0.0015289541356703624,-5.3795210246902674e-05,0.001529900216886387,0.0004401628350847394,1.08161105,1344.0,0
matr,matr_b1c30,100,12,4,retention,1,0.9999740568065468,0.0,0.9999740568065468,0.0,2.594352998363438e-05,3.472240604978039,-3.5930316244122477e-19,3.472240604978039,0.997730928185037,1.08151455,679.0,0
matr,matr_b1c30,100,12,4,retention,2,0.7876835385818443,0.0,0.7876835385818443,0.0,0.23865887057191157,-0.007664962520449449,7.205148809472997e-19,0.007664962520449449,0.0022024885484800433,1.08151455,679.0,0
matr,matr_b1c30,100,12,4,retention,3,0.6491082910070036,0.6514226621588416,0.919615712256019,0.7871777202031792,0.08379940027124129,0.00011449402546531678,-1.7735025719660484e-05,0.0001158594536692178,3.329163309785414e-05,1.08151455,679.0,0
matr,matr_b1c30,100,12,4,retention,4,0.6491082910070036,-0.6514226621588416,0.919615712256019,-0.7871777202031792,0.08379940027124129,0.00011449402546531602,1.773502571966018e-05,0.000115859453669217,3.329163309785391e-05,1.08151455,679.0,0
matr,matr_b1c31,100,12,4,retention,1,0.9999701616825137,0.0,0.9999701616825137,0.0,2.9838762657714428e-05,-3.4706857905735253,0.0,3.4706857905735253,0.9966045349759142,1.0963314,827.0,0
matr,matr_b1c31,100,12,4,retention,2,0.6497374147304256,0.0,0.6497374147304256,0.0,0.43118697505108855,-0.009096953579703321,0.0,0.009096953579703321,0.002612182646041131,1.0963314,827.0,0
matr,matr_b1c31,100,12,4,retention,3,0.44329325367142003,0.0,0.44329325367142003,0.0,0.8135237557736845,0.0027193225584116543,0.0,0.0027193225584116543,0.0007808512084660715,1.0963314,827.0,0
matr,matr_b1c31,100,12,4,retention,4,-0.8680085934394262,0.0,0.8680085934394262,3.141592653589793,0.1415536640949577,8.466572666048501e-06,0.0,8.466572666048501e-06,2.431169291557423e-06,1.0963314,827.0,0
matr,matr_b1c32,100,12,4,retention,1,0.9999776509119834,0.0,0.9999776509119834,0.0,2.234933776115973e-05,-3.4718194658123256,3.7079587468219183e-19,3.4718194658123256,0.9977363770750025,1.0792755,694.0,0
matr,matr_b1c32,100,12,4,retention,2,0.7690884731632696,0.0,0.7690884731632696,0.0,0.2625492664670553,-0.007358210916512118,6.700912317634129e-19,0.007358210916512118,0.002114613036158198,1.0792755,694.0,0
matr,matr_b1c32,100,12,4,retention,3,0.8170294736975233,0.4595201352240212,0.9373878149233404,0.5123346549110184,0.06465819237965882,0.00022116736842068855,0.00013526983193749406,0.00025925457042553845,7.450494427595202e-05,1.0792755,694.0,0
matr,matr_b1c32,100,12,4,retention,4,0.8170294736975233,-0.4595201352240212,0.9373878149233404,-0.5123346549110184,0.06465819237965882,0.00022116736842068828,-0.00013526983193749406,0.0002592545704255382,7.450494427595195e-05,1.0792755,694.0,0
matr,matr_b1c33,100,12,4,retention,1,0.9999682697781701,0.0,0.9999682697781701,0.0,3.173072524403305e-05,-3.473020668804909,1.8545645407628103e-20,3.473020668804909,0.997333761500095,1.0942233,708.0,0
matr,matr_b1c33,100,12,4,retention,2,0.7786227364123894,0.0,0.7786227364123894,0.0,0.250228642572253,-0.008544868998435266,-5.58246121908061e-20,0.008544868998435266,0.0024537966088947877,1.0942233,708.0,0
matr,matr_b1c33,100,12,4,retention,3,0.8217627152867055,-0.44774493349654826,0.9358255637175165,-0.4988877341837826,0.06632618342205109,-0.0003544612384470843,0.00010572902561937425,0.00036989376369420324,0.0001062209453615232,1.0942233,708.0,0
matr,matr_b1c33,100,12,4,retention,4,0.8217627152867055,0.44774493349654826,0.9358255637175165,0.4988877341837826,0.06632618342205109,-0.0003544612384470841,-0.00010572902561937457,0.0003698937636942031,0.00010622094536152316,1.0942233,708.0,0
matr,matr_b1c34,100,12,4,retention,1,0.9999916353089889,0.0,0.9999916353089889,0.0,8.364725995287572e-06,3.47119445765719,5.594082265861264e-21,3.47119445765719,0.9975541648668904,1.07806275,714.0,0
matr,matr_b1c34,100,12,4,retention,2,0.7612797774598586,0.0,0.7612797774598586,0.0,0.27275434419122785,0.00715427516564416,4.090564998248066e-19,0.00715427516564416,0.002056000340847776,1.07806275,714.0,0
matr,matr_b1c34,100,12,4,retention,3,0.6258534602480821,0.38657446993039307,0.7356170025947347,0.5533150522921859,0.3070456726056422,-0.0006754705119317004,6.139664097948319e-05,0.000678255084767403,0.00019491739598723692,1.07806275,714.0,0
matr,matr_b1c34,100,12,4,retention,4,0.6258534602480821,-0.38657446993039307,0.7356170025947347,-0.5533150522921859,0.3070456726056422,-0.0006754705119316996,-6.139664097948319e-05,0.0006782550847674021,0.00019491739598723667,1.07806275,714.0,0
matr,matr_b1c35,100,12,4,retention,1,0.9999972659534773,0.0,0.9999972659534773,0.0,2.7340502602463525e-06,-3.4704173959835427,-2.7598942494945605e-19,3.4704173959835427,0.9979302971861232,1.07233895,676.0,0
matr,matr_b1c35,100,12,4,retention,2,0.66788266578226,0.0,0.66788266578226,0.0,0.40364277090032086,0.0067724302920513626,7.483590274834496e-19,0.0067724302920513626,0.0019474353090325417,1.07233895,676.0,0
matr,matr_b1c35,100,12,4,retention,3,0.7617419248340472,0.4145459633846482,0.8672364820557225,0.4983854177494902,0.1424435803904292,-0.00013167278719946807,-0.00016691581898376683,0.00021259965549336624,6.11337522782428e-05,1.07233895,676.0,0
