cell_id,dataset_prefix,source_batch,n_cycles,cycle_life,eol_80pct_q0_label,is_censored_80pct_q0,eol_85pct_q0_label,is_censored_85pct_q0,Qd_mean,Qd_std,dQd_slope,dqdv_peak_delta,dqdv_peak_std,dqdv_area_delta,dqdv_peakpos_delta
hust_10-1,hust,hust,25,1365.0,1538.0,0,1365.0,0,1.1707411315555556,0.0018154976574902382,-0.00024620694017094983,-11.681228124175355,3.1339711328038318,-50.595609483935135,0.005025125628140725
hust_10-1,hust,hust,50,1365.0,1538.0,0,1365.0,0,1.1686974742222223,0.0024852542876819925,-0.00016762829611845123,-2.5106928657136045,3.8285437615987226,-24.408169085541516,0.02010050251256279
hust_10-1,hust,hust,100,1365.0,1538.0,0,1365.0,0,1.1657123842222221,0.0036092159416040576,-0.00012281774830816784,-11.890434802092223,4.033257332048146,-52.20996388201732,0.01005025125628145
hust_10-2,hust,hust,25,1375.0,1540.0,0,1375.0,0,1.196392072,0.004636526520704551,0.0005863131794871734,-1.1303235712559783,1.7551630363367106,-10.041368712401095,-0.05025125628140703
hust_10-2,hust,hust,50,1375.0,1540.0,0,1375.0,0,1.1981078022222222,0.0037280149258940745,0.00016563065866346453,-6.4979967138967645,2.3165848238461,-7.586169924876742,0.01005025125628134
hust_10-2,hust,hust,100,1375.0,1540.0,0,1375.0,0,1.196403403111111,0.003511919827041286,-4.963301743508917e-05,-5.658642887392627,2.564879467970855,-56.31576387258758,0.01005025125628134
hust_10-3,hust,hust,25,1462.0,1661.0,0,1462.0,0,1.1777734746666666,0.0019503290873068846,-0.00026474223931625046,-3.89188552542619,1.5976676074987184,-44.894782441933984,0.015075376884422176
hust_10-3,hust,hust,50,1462.0,1661.0,0,1462.0,0,1.175569688888889,0.002669404821394463,-0.00017987471041749258,-1.5364507191976955,1.8945222297588413,-52.45774178430645,0.015075376884422176
hust_10-3,hust,hust,100,1462.0,1661.0,0,1462.0,0,1.1724043237777777,0.0038389462725529544,-0.00013050024082408496,-2.6578086699788983,1.9645291422055222,-57.318439618375805,0.0
hust_10-4,hust,hust,25,1487.0,1649.0,0,1487.0,0,1.1904757457777777,0.005551147901072192,0.0007368819145298843,5.343342109438005,5.225342498730145,-5.899668398302424,0.015075376884422176
hust_10-4,hust,hust,50,1487.0,1649.0,0,1487.0,0,1.1942671155555553,0.005472118177478119,0.00032498744351074565,-4.593665680135288,5.00497897020806,-15.023434272768384,0.015075376884422176
hust_10-4,hust,hust,100,1487.0,1649.0,0,1487.0,0,1.194663227777778,0.0040837928820981265,3.739858639196947e-05,3.2619803025974505,4.532108694244312,-93.96309713048453,0.015075376884422176
hust_10-5,hust,hust,25,1650.0,1842.0,0,1650.0,0,1.1919549084444445,0.0059847340131266085,0.00078723475213674,12.32869001205215,3.7597194584360696,86.22598706162174,0.0
hust_10-5,hust,hust,50,1650.0,1842.0,0,1650.0,0,1.1958927902222223,0.005793546318581037,0.00034114905055356373,15.142167192191692,3.658427524570396,67.24079582476773,0.005025125628140725
hust_10-5,hust,hust,100,1650.0,1842.0,0,1650.0,0,1.1965689439999998,0.004337848291054249,4.768466873353766e-05,14.808001996776454,3.263289467603739,52.09218672424666,0.01005025125628145
hust_10-6,hust,hust,25,1642.0,1879.0,0,1642.0,0,1.2272233786666666,0.002151068827440102,-0.00029176618803417915,-8.35614171652799,4.527220363561969,-19.14400494028149,0.0
hust_10-6,hust,hust,50,1642.0,1879.0,0,1642.0,0,1.2249293515555557,0.0028392311674424265,-0.00019092814192342441,-5.5300236771862,4.258252323223255,-24.717918841010203,0.015075376884422176
hust_10-6,hust,hust,100,1642.0,1879.0,0,1642.0,0,1.2214421666666666,0.004195761129983015,-0.00014292417215055017,-10.694138407158473,3.866246735939839,-29.634576681828037,0.02010050251256279
hust_10-7,hust,hust,25,1424.0,1605.0,0,1424.0,0,1.1919162115555555,0.005899101553575975,0.0007771788888888876,-7.2926082577493325,2.3603398947819656,-32.87663183152992,-0.01005025125628134
hust_10-7,hust,hust,50,1424.0,1605.0,0,1424.0,0,1.1957265044444443,0.005664021190469641,0.0003316009358409959,-4.783557319156888,2.2113239644716347,-12.479506605566627,0.015075376884422176
hust_10-7,hust,hust,100,1424.0,1605.0,0,1424.0,0,1.1959071122222222,0.004224640301824106,3.067923152314806e-05,-4.216117383821839,2.158399239764101,-24.202399385154962,0.025125628140703515
hust_10-8,hust,hust,25,1082.0,1239.0,0,1082.0,0,1.1814900302222222,0.002128464557394405,-0.0002866911452991438,1.6132465004400558,3.965943534039628,-24.369637932280426,-0.005025125628140614
hust_10-8,hust,hust,50,1082.0,1239.0,0,1082.0,0,1.179222388888889,0.002811697886751961,-0.00018889027077496635,-0.8720454102480772,3.035965433030733,-13.788256194537269,-0.015075376884422065
hust_10-8,hust,hust,100,1082.0,1239.0,0,1082.0,0,1.1756236935555555,0.004296608288047846,-0.00014675503777045176,-7.853707610338844,3.3196407340877934,-49.26695477939535,0.005025125628140725
hust_2-2,hust,hust,25,1994.0,2285.0,0,1994.0,0,1.2158852986666664,0.0024399791527308563,-0.0003307996239316377,-16.096474063086482,7.440612935329252,-30.839223299140883,-0.03015075376884424
hust_2-2,hust,hust,50,1994.0,2285.0,0,1994.0,0,1.2131107777777776,0.00337689832721619,-0.00022853856635986084,-19.553645424378118,7.535252339649464,-61.717742194996276,0.01005025125628134
hust_2-2,hust,hust,100,1994.0,2285.0,0,1994.0,0,1.208956075111111,0.004981235284575916,-0.00016977323385672916,-17.049501418530042,7.347658813256269,-48.4525362483983,-0.03015075376884424
hust_2-3,hust,hust,25,1404.0,1577.0,0,1404.0,0,1.1780584,0.006516025633595914,0.0008832392820513051,-18.590870393096978,5.610525214832605,-58.497352060758715,0.005025125628140725
hust_2-3,hust,hust,50,1404.0,1577.0,0,1404.0,0,1.1831198324444445,0.00686912358378907,0.00042669502681072383,-13.01309459329147,5.922059099044446,-63.25977145143975,0.025125628140703515
hust_2-3,hust,hust,100,1404.0,1577.0,0,1404.0,0,1.1849526775555557,0.005281853777711094,9.659023969063069e-05,-20.933563536135964,5.140357695214559,-102.50201184927204,0.01005025125628145
hust_2-4,hust,hust,25,1150.0,1321.0,0,1150.0,0,1.17941236,0.0020715714634207626,-0.0002806501367521241,1.2250062815152134,4.675962122820796,-13.043901911474052,0.05025125628140703
hust_2-4,hust,hust,50,1150.0,1321.0,0,1150.0,0,1.1770840111111112,0.002838928574349272,-0.00019172527357608503,2.2769416547157775,4.388642515972307,-34.52817127809632,0.055276381909547645
hust_2-4,hust,hust,100,1150.0,1321.0,0,1150.0,0,1.1735735688888889,0.004214492264626034,-0.0001437116695669652,-1.3177686638307478,4.05231391930306,-13.288112798217753,0.05025125628140703
hust_2-5,hust,hust,25,1087.0,1254.0,0,1087.0,0,1.170536832,0.00671389038404786,0.0009104850085469944,-4.17479844336566,7.196602047687922,16.26496113126933,0.025125628140703515
hust_2-5,hust,hust,50,1087.0,1254.0,0,1087.0,0,1.175150824,0.00662325075016731,0.00039378931092438386,-10.308929936253918,8.565371146023187,-26.226567321411665,0.02010050251256279
hust_2-5,hust,hust,100,1087.0,1254.0,0,1087.0,0,1.1760330486666666,0.0049177534396151225,6.098929292929016e-05,-13.602350606583045,8.291270812090001,-2.222500414333581,0.035175879396984966
hust_2-6,hust,hust,25,1293.0,1435.0,0,1293.0,0,1.1859678844444443,0.006842541167539454,0.0009269134871795061,-8.322639349714883,6.555101738012066,53.70854400544141,0.03015075376884424
hust_2-6,hust,hust,50,1293.0,1435.0,0,1293.0,0,1.1906148986666667,0.006711320735050171,0.0003976861293850989,-12.725692735399228,7.07475183140091,-61.336894480884496,0.015075376884422065
hust_2-6,hust,hust,100,1293.0,1435.0,0,1293.0,0,1.191575074888889,0.004978486300255693,6.442980418041105e-05,-16.033477965676596,6.362100164628249,-37.83429504610217,0.015075376884422065
hust_2-7,hust,hust,25,1781.0,2001.0,0,1781.0,0,1.1929049324444445,0.006145082801532294,0.0008261892991453019,-8.629300824666345,4.325095656580041,-52.32666623600352,0.01005025125628145
hust_2-7,hust,hust,50,1781.0,2001.0,0,1781.0,0,1.196661992,0.005748154507738514,0.00032574500733627114,-17.1635941925667,5.256554877764784,-106.90003846855774,-0.005025125628140614
hust_2-7,hust,hust,100,1781.0,2001.0,0,1781.0,0,1.1970426157777778,0.004245339637687578,3.79959239923903e-05,-5.407163321912691,6.212154186392947,-67.09939509854718,0.015075376884422176
hust_2-8,hust,hust,25,1180.0,1327.0,0,1180.0,0,1.1742039804444444,0.001872701749974678,-0.0002512839487179365,16.712221796585986,3.8429526842739974,52.17735835042333,0.06030150753768848
hust_2-8,hust,hust,50,1180.0,1327.0,0,1180.0,0,1.1720958653333333,0.0025794938315588383,-0.0001741481264505875,17.049332946297625,3.800652920815424,51.412639584867804,0.06030150753768848
hust_2-8,hust,hust,100,1180.0,1327.0,0,1180.0,0,1.1688368515555554,0.0038898000375034536,-0.0001327523368336832,15.90803467185627,3.7798378373553376,43.70780987862253,0.03015075376884424
hust_3-1,hust,hust,25,1562.0,1750.0,0,1562.0,0,1.1925598284444445,0.005630941480842468,0.0007531711623931907,-1.778199018577297,7.496396565257055,-30.141369114728548,0.015075376884422176
hust_3-1,hust,hust,50,1562.0,1750.0,0,1562.0,0,1.1962065275555558,0.005405691988656356,0.0003137875897025418,-1.272773247850921,6.928558274388283,-83.59598306009855,0.07537688442211055
hust_3-1,hust,hust,100,1562.0,1750.0,0,1562.0,0,1.1964826488888889,0.004014667486058447,3.298375090841577e-05,3.5019300083234555,5.405608625407555,-100.85901648900341,0.03015075376884424
hust_3-2,hust,hust,25,1760.0,2020.0,0,1760.0,0,1.1951081395555554,0.004823123652387849,0.0006481954871794936,-13.847119706385243,7.734141465140421,-3.028262563631813,-0.035175879396984966
hust_3-2,hust,hust,50,1760.0,2020.0,0,1760.0,0,1.1980642924444442,0.0045175359715851045,0.00025595141523277127,-14.724124431451436,8.680799955908961,-2.871586069273178,-0.05025125628140703
hust_3-2,hust,hust,100,1760.0,2020.0,0,1760.0,0,1.1977933526666664,0.003449371381265433,8.366864286418822e-06,-15.010823174864548,7.858039829044482,66.82890327330762,-0.015075376884422176
hust_3-3,hust,hust,25,1352.0,1507.0,0,1352.0,0,1.1838109786666668,0.0053966368330957155,0.0007247974700854815,4.479706471429402,9.089727997969984,13.114932994421338,0.04020100502512558
hust_3-3,hust,hust,50,1352.0,1507.0,0,1352.0,0,1.1870530946666666,0.005010348808842353,0.00028537417206882834,5.360646304841175,9.875029471456198,62.64752298618373,0.04020100502512558
hust_3-3,hust,hust,100,1352.0,1507.0,0,1352.0,0,1.1869521477777778,0.0038160335077279586,1.5439216588326435e-05,-5.582075228801251,9.544821515697256,43.55860866372831,0.04020100502512558
hust_3-4,hust,hust,25,1374.0,1592.0,0,1374.0,0,1.169002464,0.002075356267466238,-0.0002807855042735088,12.664028626406164,7.683148299499541,62.923917216178154,0.005025125628140725
hust_3-4,hust,hust,50,1374.0,1592.0,0,1374.0,0,1.1665409022222222,0.00295236571117528,-0.00019985918420701524,-6.22339406985013,7.639190629344002,2.366128103529036,0.0
hust_3-4,hust,hust,100,1374.0,1592.0,0,1374.0,0,1.1629419553333333,0.004321054785079579,-0.00014714835923592862,2.0143736023540555,7.817208372285652,58.677842800703104,-0.01005025125628134
hust_3-5,hust,hust,25,1852.0,2141.0,0,1852.0,0,1.223691457777778,0.0023940819987235814,-0.0003233789059828995,-9.763843501854168,6.535015958943377,-11.908851207668476,0.005025125628140725
hust_3-5,hust,hust,50,1852.0,2141.0,0,1852.0,0,1.2211439880000001,0.003165925241026257,-0.000213078036547951,0.15643605657703574,7.008837825910813,20.56410402389548,-0.01005025125628134
hust_3-5,hust,hust,100,1852.0,2141.0,0,1852.0,0,1.2171472240000003,0.004769873701507471,-0.00016272561096110388,-25.309329535023537,7.674050465176501,-28.090437527862434,-0.035175879396984855
hust_3-6,hust,hust,25,1961.0,2226.0,0,1961.0,0,1.189289432,0.00543683748930925,0.0007295300170940407,-4.868407320383142,6.2718914243450445,-30.355568230333233,0.015075376884422065
hust_3-6,hust,hust,50,1961.0,2226.0,0,1961.0,0,1.1927177764444443,0.005152999592011161,0.00029902934293719153,-28.07278890771252,8.656576556084834,7.923225573198124,-0.005025125628140725
hust_3-6,hust,hust,100,1961.0,2226.0,0,1961.0,0,1.1931159148888888,0.00384618013044149,3.5170870553711384e-05,-23.41833108287956,8.400678512078047,62.267454210554945,0.02010050251256279
hust_3-7,hust,hust,25,1854.0,2155.0,0,1854.0,0,1.1672938453333332,0.0016209938680987938,-0.00021784620512820904,-18.81839192257702,6.638077376596048,-151.5554574024538,0.01005025125628145
hust_3-7,hust,hust,50,1854.0,2155.0,0,1854.0,0,1.1654525373333333,0.0022396114398870195,-0.00015104137121514443,-17.307053706890933,6.262669817771704,-130.44052086246387,0.01005025125628145
hust_3-7,hust,hust,100,1854.0,2155.0,0,1854.0,0,1.1627263926666667,0.003293061270743333,-0.000112215692102548,-21.24258868323934,6.509552965117604,-154.9156093112655,0.01005025125628145
hust_3-8,hust,hust,25,1839.0,2081.0,0,1839.0,0,1.2079282231111113,0.004894282548643324,0.0006554681538461209,-8.244714559521128,9.502179705136175,-15.691133305432402,-0.02010050251256279
hust_3-8,hust,hust,50,1839.0,2081.0,0,1839.0,0,1.2107345084444445,0.004466909039740583,0.00024368326957449688,-1.9674384918021275,8.281665222832087,-29.242253794803503,-0.025125628140703515
hust_3-8,hust,hust,100,1839.0,2081.0,0,1839.0,0,1.2101860922222223,0.003495527736948516,-2.96474594126309e-06,-6.005805220771563,9.373381681801925,-50.93653827386288,-0.015075376884422176
hust_4-1,hust,hust,25,1738.0,1997.0,0,1738.0,0,1.1779255297777778,0.0018510122933387207,-0.000250177880341898,0.37663871996247167,9.891697191331735,-87.55145174020456,0.01005025125628145
hust_4-1,hust,hust,50,1738.0,1997.0,0,1738.0,0,1.175677412,0.0026847143865056486,-0.00018210449726556628,-7.435618612064985,10.493275241988597,-75.1546998260117,0.01005025125628145
hust_4-1,hust,hust,100,1738.0,1997.0,0,1738.0,0,1.172362472888889,0.003974879079910735,-0.00013557619441944326,-20.34851135529733,10.128727153079485,-80.11669601755855,-0.015075376884422065
hust_4-2,hust,hust,25,1446.0,1616.0,0,1446.0,0,1.1900062693333333,0.00579139287637321,0.0007712700170939921,0.5747469219463426,0.5553102989065034,-5.538790396213074,0.01005025125628145
hust_4-2,hust,hust,50,1446.0,1616.0,0,1446.0,0,1.1934064853333333,0.005330375728384942,0.0003012791932773093,0.3628743352217043,0.622317207246236,-6.320291776244915,0.01005025125628145
hust_4-2,hust,hust,100,1446.0,1616.0,0,1446.0,0,1.193514407111111,0.0039517494453012,2.6551437010362627e-05,-1.9524202958471548,0.8464875599378305,-21.955591467182046,0.01005025125628145
hust_4-3,hust,hust,25,923.0,1039.0,0,923.0,0,1.1710755884444446,0.001968591138028868,-0.0002657162905982807,-4.280475049862126,3.890732176311308,-16.8832279429227,0.03015075376884424
hust_4-3,hust,hust,50,923.0,1039.0,0,923.0,0,1.168795856888889,0.00276413413128711,-0.0001871368259303507,4.793799510644213,3.689199671144269,6.311244287020941,0.025125628140703515
hust_4-3,hust,hust,100,923.0,1039.0,0,923.0,0,1.1652465724444445,0.004224227502385781,-0.00014438619941995205,-0.8732224496137917,3.491547306844209,2.1767803131772325,0.04020100502512558
hust_4-4,hust,hust,25,1190.0,1350.0,0,1190.0,0,1.1672914604444444,0.001863202875947478,-0.00025251049572649296,3.202656990328279,1.441197174276029,15.607812672143325,-0.01005025125628145
hust_4-4,hust,hust,50,1190.0,1350.0,0,1190.0,0,1.1651185688888888,0.0026319528628560543,-0.00017846257863146186,0.9646304879185124,1.4150407273664967,5.629801157249574,-0.005025125628140725
hust_4-4,hust,hust,100,1190.0,1350.0,0,1190.0,0,1.1618799857777777,0.0038851288873210125,-0.0001324457611094482,-1.9517726497097954,1.3304689140060522,-21.76147331628067,0.005025125628140725
hust_4-5,hust,hust,25,1207.0,1371.0,0,1207.0,0,1.1898025653333333,0.0021471161292894695,-0.00029115032478634826,-2.391251326674457,1.1645735560449206,-3.6535435663331555,0.005025125628140725
hust_4-5,hust,hust,50,1207.0,1371.0,0,1207.0,0,1.1874028426666667,0.002939051080012078,-0.00019869574069628695,-0.6869886301090418,1.2226931856213854,13.048605456348866,0.0
hust_4-5,hust,hust,100,1207.0,1371.0,0,1207.0,0,1.183845487111111,0.004283826156150052,-0.00014584884061739686,-4.476919033562389,1.3161715093225157,-22.88702962738165,0.01005025125628145
hust_4-6,hust,hust,25,1076.0,1243.0,0,1076.0,0,1.1660457173333334,0.0020096481446866972,-0.0002728220000000068,-3.725771089224395,1.2648529025272848,-39.5405733884204,0.01005025125628145
hust_4-6,hust,hust,50,1076.0,1243.0,0,1076.0,0,1.1637101093333333,0.002822183981234663,-0.00019112194424435595,-2.307659651705734,1.1666706977897672,-18.309342248834525,0.005025125628140725
hust_4-6,hust,hust,100,1076.0,1243.0,0,1076.0,0,1.160183404,0.004232341415561874,-0.0001445699897989915,-0.888612494508493,1.2349960661283965,21.320777412528912,0.0
hust_4-7,hust,hust,25,1563.0,1804.0,0,1563.0,0,1.2230722275555557,0.0021300916945639964,-0.000284980871794907,12.306246935828945,6.947331743292795,-18.97928854337931,0.01005025125628145
hust_4-7,hust,hust,50,1563.0,1804.0,0,1563.0,0,1.2206542942222223,0.0029506440181975005,-0.00019929226944109756,-6.040826263846576,7.181266999790741,-45.24136295501654,-0.02010050251256279
hust_4-7,hust,hust,100,1563.0,1804.0,0,1563.0,0,1.216987988222222,0.0043806079356569026,-0.0001492200674734259,10.290502850581973,6.921636586417758,-31.121320610567807,0.01005025125628145
hust_4-8,hust,hust,25,1383.0,1538.0,0,1383.0,0,1.1926905422222223,0.006587960899027214,0.000892243042735036,-15.535017400591897,3.6585875857335193,-82.156984179738,0.0201005025125629
hust_4-8,hust,hust,50,1383.0,1538.0,0,1383.0,0,1.1971262919999999,0.0064467595619872855,0.00038563651914099676,-6.404295286957975,4.6967382842360434,33.35495816253194,0.035175879396984966
hust_4-8,hust,hust,100,1383.0,1538.0,0,1383.0,0,1.1983514542222222,0.004829038549784216,7.265772443910426e-05,-6.204031231155234,5.763792711535946,-33.77248831025673,0.0201005025125629
hust_5-1,hust,hust,25,1805.0,2103.0,0,1805.0,0,1.200200048,0.0022678070509488443,-0.00030284155555557657,-8.432347231698188,3.372728867551238,-48.92470945386492,0.03015075376884424
hust_5-1,hust,hust,50,1805.0,2103.0,0,1805.0,0,1.1978937768888889,0.002876393091215032,-0.0001910492111511265,-10.221979858392391,2.9409618026580757,-52.16964810767803,0.005025125628140725
hust_5-1,hust,hust,100,1805.0,2103.0,0,1805.0,0,1.19458001,0.004048199445013931,-0.00013696091355803002,-11.03236796548375,3.1901908620680626,-48.91547756710122,0.015075376884422176
hust_5-2,hust,hust,25,1557.0,1745.0,0,1557.0,0,1.1804760675555555,0.006875975553640413,0.0009127587692307474,-15.700292599004634,3.1258603174371777,-7.551223939841009,0.03015075376884424
hust_5-2,hust,hust,50,1557.0,1745.0,0,1557.0,0,1.1858936715555555,0.00732375405112626,0.00045784772468988644,-15.549775619327832,2.590654534958567,10.69081446674403,0.005025125628140725
hust_5-2,hust,hust,100,1557.0,1745.0,0,1557.0,0,1.188145920888889,0.005735096010357014,0.00011275748561521933,-15.536108101537408,2.217256611438565,-24.29756241126273,0.005025125628140725
hust_5-3,hust,hust,25,1995.0,2305.0,0,1995.0,0,1.1966635022222223,0.0021349593980607784,-0.0002850663418803638,-18.53349247572136,3.738182219363791,-25.47662450730286,-0.005025125628140725
hust_5-3,hust,hust,50,1995.0,2305.0,0,1995.0,0,1.194357440888889,0.002830753354536477,-0.00018948214165666146,-16.964100578873847,3.040159427987788,0.5844944253084918,-0.015075376884422176
hust_5-3,hust,hust,100,1995.0,2305.0,0,1995.0,0,1.1909562922222223,0.00410782297028412,-0.00013955682701604014,-20.567779412639005,2.7088304446730276,-44.96458224245697,0.035175879396984855
hust_5-4,hust,hust,25,1505.0,1715.0,0,1505.0,0,1.1753827893333335,0.001937684503964347,-0.0002581930769230471,-5.3109325432246095,2.46491084362164,-52.32286032798862,0.005025125628140725
hust_5-4,hust,hust,50,1505.0,1715.0,0,1505.0,0,1.173543672,0.00235122509465588,-0.0001549360480191983,-10.407305607054518,2.971648556274007,-68.01156377740045,0.025125628140703515
hust_5-4,hust,hust,100,1505.0,1715.0,0,1505.0,0,1.1709108011111111,0.00324073143029965,-0.00010920903997067406,-2.4440569424666734,3.0829856271197973,-99.68783300264198,0.03015075376884424
hust_5-5,hust,hust,25,1231.0,1412.0,0,1231.0,0,1.1809930124444445,0.00581607675037606,0.0007852605641025806,-29.019086685053452,7.416490798432646,-142.85357768504792,0.045226130653266416
hust_5-5,hust,hust,50,1231.0,1412.0,0,1231.0,0,1.1856634906666668,0.006261514599858724,0.0003934710758970441,-12.97856033552766,7.007920548149387,-120.70553898613366,0.05025125628140703
hust_5-5,hust,hust,100,1231.0,1412.0,0,1231.0,0,1.187238388222222,0.004844396312968302,8.229205813914044e-05,-13.035763579270686,6.270973111986089,-88.49998818724123,0.05025125628140703
hust_5-6,hust,hust,25,1781.0,2067.0,0,1781.0,0,1.1982270248888889,0.0021402356237868567,-0.00028678381196583683,-5.426565157888028,4.769088175430117,-74.32942650099614,0.0
hust_5-6,hust,hust,50,1781.0,2067.0,0,1781.0,0,1.1959251515555556,0.0028346472495369775,-0.00018997505668932969,-13.185145490090818,4.247525546616353,-53.54192704619416,0.04020100502512558
hust_5-6,hust,hust,100,1781.0,2067.0,0,1781.0,0,1.1925438042222223,0.004086891091044798,-0.00013878432043205253,-11.849704248118648,3.8819345674039067,-100.94403269854291,0.0
hust_5-7,hust,hust,25,1157.0,1310.0,0,1157.0,0,1.1726027271111112,0.0019889715521941736,-0.00027027647863247904,-13.384729269423495,4.0757181235000886,-15.876657607332788,0.02010050251256279
hust_5-7,hust,hust,50,1157.0,1310.0,0,1157.0,0,1.1703107924444445,0.002769921496594421,-0.0001872806498599502,-11.060640403157194,3.847180482592854,-29.587116898550306,0.035175879396984966
hust_5-7,hust,hust,100,1157.0,1310.0,0,1157.0,0,1.166931776222222,0.004065552230598686,-0.00013850531866521504,-10.372641074053242,3.8747659377795456,-27.587934782689018,0.045226130653266305
hust_6-1,hust,hust,25,1242.0,1425.0,0,1242.0,0,1.1697884346666667,0.0018790489912477407,-0.00025298042735043177,-8.576856056748717,2.8873062407879435,-65.02199631116088,0.035175879396984855
hust_6-1,hust,hust,50,1242.0,1425.0,0,1242.0,0,1.167701240888889,0.0025520142989550825,-0.00017185725703615566,0.8214838203014381,2.66593481875773,54.542120273405146,-0.005025125628140725
