dataset,time,n_at_risk,n_events,n_censored_at_time,survival,greenwood_se
matr,490.0,99,1,0,0.7259259259259255,0.03838956995644567
matr,491.0,98,1,0,0.7185185185185181,0.03870588595917907
matr,499.0,97,1,0,0.7111111111111107,0.03900922006544492
matr,500.0,96,1,0,0.7037037037037033,0.03929987287675166
matr,502.0,95,1,0,0.6962962962962959,0.03957812377979237
matr,504.0,94,1,0,0.6888888888888884,0.0398442326003838
matr,513.0,93,1,0,0.681481481481481,0.04009844107797214
matr,524.0,92,1,0,0.6740740740740736,0.04034097418306745
matr,535.0,91,1,0,0.6666666666666662,0.04057204129667895
matr,563.0,90,1,0,0.6592592592592588,0.04079183726807514
matr,575.0,89,1,0,0.6518518518518513,0.041000543364887516
matr,592.0,88,2,0,0.6370370370370365,0.04138534813908666
matr,613.0,86,1,0,0.6296296296296291,0.041561748717539385
matr,622.0,85,1,0,0.6222222222222217,0.0417276645417829
matr,626.0,84,1,0,0.6148148148148143,0.04188322021464492
matr,630.0,83,1,0,0.6074074074074068,0.04202853077101922
matr,661.0,82,1,0,0.5999999999999994,0.04216370213557836
matr,665.0,81,1,0,0.592592592592592,0.04228883153469997
matr,670.0,80,1,0,0.5851851851851846,0.04240400786656717
matr,676.0,79,1,0,0.5777777777777772,0.042509312032903354
matr,679.0,78,1,0,0.5703703703703698,0.04260481723536422
matr,694.0,77,1,0,0.5629629629629623,0.042690589239222615
matr,699.0,76,1,0,0.5555555555555549,0.0427666866066389
matr,705.0,75,1,0,0.5481481481481475,0.04283316090150363
matr,708.0,74,1,0,0.5407407407407401,0.04289005686756463
matr,713.0,73,1,0,0.5333333333333327,0.04293741258130199
matr,714.0,72,1,0,0.5259259259259252,0.042975259580788676
matr,740.0,71,1,0,0.5185185185185178,0.04300362297156581
matr,745.0,70,1,0,0.5111111111111104,0.04302252151036933
matr,771.0,69,1,0,0.503703703703703,0.04303196766736325
matr,773.0,68,1,0,0.4962962962962956,0.04303196766736325
matr,779.0,67,1,0,0.4888888888888882,0.043022521510369324
matr,792.0,66,1,0,0.4814814814814808,0.043003622971565805
matr,793.0,65,1,0,0.4740740740740734,0.04297525958078867
matr,794.0,64,1,0,0.466666666666666,0.04293741258130197
matr,809.0,63,1,0,0.45925925925925865,0.04289005686756461
matr,810.0,62,1,0,0.4518518518518512,0.04283316090150362
matr,815.0,61,2,0,0.4370370370370364,0.042690589239222594
matr,817.0,59,2,0,0.4222222222222216,0.04250931203290333
matr,818.0,57,1,0,0.4148148148148142,0.042404007866567145
matr,824.0,56,1,0,0.4074074074074068,0.04228883153469995
matr,825.0,55,1,0,0.39999999999999936,0.042163702135578324
matr,826.0,54,1,0,0.392592592592592,0.042028530771019194
matr,827.0,53,1,0,0.3851851851851846,0.04188322021464488
matr,828.0,52,1,0,0.37777777777777716,0.04172766454178286
matr,833.0,51,1,0,0.37037037037036974,0.04156174871753935
matr,834.0,50,1,0,0.3629629629629623,0.04138534813908661
matr,845.0,49,1,0,0.3555555555555549,0.04119832812763293
matr,850.0,48,1,0,0.3481481481481475,0.04100054336488747
matr,872.0,47,1,0,0.34074074074074007,0.04079183726807509
matr,897.0,43,1,0,0.33281653746769957,0.04060557198015109
matr,903.0,42,1,0,0.32489233419465907,0.04040458170958702
matr,909.0,40,1,0,0.3167700258397926,0.04020257005523476
matr,910.0,39,1,0,0.3086477174849261,0.03998381076252932
matr,913.0,38,1,0,0.3005254091300596,0.039748027312934454
matr,919.0,37,1,0,0.29240310077519316,0.03949491480651837
matr,921.0,36,1,0,0.28428079242032667,0.03922413777263734
matr,970.0,35,1,0,0.2761584840654602,0.0389353276674007
matr,974.0,34,1,0,0.2680361757105937,0.038628080009977375
matr,979.0,33,1,0,0.2599138673557272,0.03830195110010585
matr,985.0,32,1,0,0.2517915590008607,0.037956454247214895
matr,989.0,31,1,0,0.24366925064599423,0.03759105542672709
matr,991.0,30,1,0,0.23554694229112777,0.037205168260578396
matr,1005.0,29,1,0,0.2274246339362613,0.036798148195649236
matr,1006.0,28,1,0,0.21930232558139484,0.0363692857241974
matr,1010.0,27,1,0,0.21118001722652838,0.03591779845252191
matr,1012.0,26,1,0,0.2030577088716619,0.035442821775248004
matr,1018.0,25,1,0,0.19493540051679542,0.03494339784904058
matr,1033.0,24,1,0,0.18681309216192896,0.034418462475959116
matr,1046.0,23,1,0,0.1786907838070625,0.03386682939559016
matr,1056.0,22,1,0,0.17056847545219603,0.0332871713358066
matr,1084.0,21,1,0,0.16244616709732954,0.03267799696886288
matr,1100.0,20,1,0,0.15432385874246304,0.032037622639375256
matr,1105.0,19,1,0,0.14620155038759658,0.03136413733864427
matr,1125.0,18,1,0,0.1380792420327301,0.030655358842133974
matr,1146.0,17,1,0,0.12995693367786362,0.029908778119659044
matr,1224.0,16,1,0,0.12183462532299714,0.029121487936063988
matr,1257.0,15,1,0,0.11371231696813067,0.0282900897619286
matr,1269.0,14,1,0,0.10559000861326419,0.027410570333248556
matr,1344.0,13,1,0,0.09746770025839772,0.026478134779064143
matr,1376.0,12,1,0,0.08934539190353125,0.025486975985607598
matr,1487.0,11,1,0,0.08122308354866477,0.02442994753436695
matr,1587.0,10,1,0,0.07310077519379829,0.02329808567889725
matr,1589.0,9,1,0,0.06497846683893181,0.022079885058552365
matr,1618.0,8,1,0,0.05685615848406533,0.02076015222065731
matr,1717.0,7,1,0,0.04873385012919886,0.019318089563390397
matr,1735.0,6,1,0,0.040611541774332384,0.01772386291590563
matr,1774.0,5,1,0,0.032489233419465906,0.015931858556765703
matr,1873.0,4,1,0,0.024366925064599428,0.013865604408466793
matr,2066.0,3,1,0,0.016244616709732953,0.01137663932274074
hust,0.0,77,0,0,1.0,0.0
hust,829.0,77,1,0,0.987012987012987,0.012902406138576676
hust,931.0,76,1,0,0.974025974025974,0.018126315786983198
hust,1062.0,75,1,0,0.961038961038961,0.0220516148962829
hust,1063.0,74,1,0,0.948051948051948,0.02529037901531666
hust,1089.0,73,2,0,0.922077922077922,0.0305470103314023
hust,1092.0,71,1,0,0.9090909090909091,0.03276136227983851
hust,1093.0,70,1,0,0.8961038961038961,0.03477230266109401
hust,1148.0,69,1,0,0.8831168831168831,0.03661336316098946
hust,1162.0,68,1,0,0.8701298701298701,0.03830904393537052
hust,1165.0,67,1,0,0.8571428571428571,0.03987789473136304
hust,1171.0,66,1,0,0.8441558441558441,0.041334359615809564
hust,1192.0,65,1,0,0.8311688311688311,0.042689943044847696
hust,1198.0,64,1,0,0.8181818181818181,0.04395397985592983
hust,1204.0,63,1,0,0.8051948051948051,0.04513416232587578
hust,1213.0,62,1,0,0.7922077922077921,0.046236911966754425
hust,1220.0,61,1,0,0.7792207792207791,0.04726764859038544
hust,1242.0,60,1,0,0.7662337662337662,0.04823098935318255
hust,1255.0,59,1,0,0.7532467532467532,0.049130898835552814
hust,1297.0,58,1,0,0.7402597402597402,0.0499708041007118
hust,1308.0,57,1,0,0.7272727272727272,0.050753684203552946
hust,1321.0,56,1,0,0.7142857142857142,0.05148214072546051
hust,1332.0,55,1,0,0.7012987012987012,0.05215845399164101
hust,1351.0,54,1,0,0.6883116883116882,0.05278462832681518
hust,1360.0,53,1,0,0.6753246753246752,0.05336242880605962
hust,1367.0,52,1,0,0.6623376623376622,0.05389341132497939
hust,1375.0,51,1,0,0.6493506493506492,0.054378947360949594
hust,1378.0,50,1,0,0.6363636363636362,0.05482024446868428
hust,1381.0,49,1,0,0.6233766233766233,0.0552183633115612
hust,1389.0,48,1,0,0.6103896103896103,0.055574231849740405
hust,1396.0,47,1,0,0.5974025974025973,0.05588865716985609
hust,1413.0,46,1,0,0.5844155844155843,0.056162335336866
hust,1435.0,45,1,0,0.5714285714285713,0.05639585956798018
hust,1437.0,44,1,0,0.5584415584415583,0.05658972696534214
hust,1453.0,43,1,0,0.5454545454545453,0.05674434399385083
hust,1477.0,42,1,0,0.5324675324675323,0.05686003084991119
hust,1489.0,41,1,0,0.5194805194805193,0.056937024833522025
hust,1496.0,40,1,0,0.5064935064935063,0.05697548280807482
hust,1513.0,39,1,0,0.49350649350649334,0.05697548280807482
hust,1517.0,38,1,0,0.48051948051948035,0.05693702483352202
hust,1520.0,37,1,0,0.4675324675324674,0.05686003084991119
hust,1526.0,36,1,0,0.4545454545454544,0.05674434399385083
hust,1528.0,35,1,0,0.44155844155844143,0.056589726965342146
hust,1538.0,34,1,0,0.42857142857142844,0.05639585956798018
hust,1564.0,33,1,0,0.41558441558441545,0.056162335336866
hust,1566.0,32,1,0,0.40259740259740245,0.05588865716985608
hust,1571.0,31,1,0,0.38961038961038946,0.05557423184974039
hust,1574.0,30,1,0,0.37662337662337647,0.05521836331156119
hust,1579.0,29,1,0,0.3636363636363635,0.054820244468684276
hust,1589.0,28,1,0,0.3506493506493505,0.05437894736094957
hust,1593.0,27,1,0,0.33766233766233755,0.05389341132497938
hust,1617.0,26,1,0,0.32467532467532456,0.053362428806059604
hust,1637.0,25,1,0,0.31168831168831157,0.052784628326815165
hust,1647.0,24,1,0,0.2987012987012986,0.052158453991641
hust,1657.0,23,1,0,0.2857142857142856,0.05148214072546049
hust,1659.0,22,1,0,0.2727272727272726,0.05075368420355293
hust,1679.0,21,1,0,0.2597402597402596,0.04997080410071179
hust,1686.0,20,1,0,0.2467532467532466,0.0491308988355528
hust,1700.0,19,1,0,0.23376623376623365,0.04823098935318254
hust,1719.0,18,1,0,0.22077922077922066,0.047267648590385423
hust,1733.0,17,1,0,0.20779220779220767,0.04623691196675441
hust,1746.0,16,1,0,0.19480519480519468,0.04513416232587576
hust,1762.0,15,1,0,0.1818181818181817,0.04395397985592981
hust,1773.0,14,1,0,0.16883116883116875,0.042689943044847675
hust,1789.0,13,1,0,0.15584415584415579,0.04133435961580955
hust,1807.0,12,1,0,0.1428571428571428,0.039877894731363016
hust,1832.0,11,1,0,0.1298701298701298,0.038309043935370504
hust,1839.0,10,1,0,0.11688311688311682,0.03661336316098945
hust,1844.0,9,1,0,0.10389610389610383,0.03477230266109399
hust,1856.0,8,1,0,0.09090909090909086,0.03276136227983849
hust,1870.0,7,1,0,0.07792207792207788,0.03054701033140229
hust,1879.0,6,1,0,0.0649350649350649,0.02808116766843299
hust,1924.0,5,1,0,0.051948051948051924,0.02529037901531665
hust,1966.0,4,1,0,0.038961038961038946,0.022051614896282885
hust,1979.0,3,1,0,0.025974025974025965,0.01812631578698319
hust,2021.0,2,1,0,0.012987012987012983,0.012902406138576671
hust,2024.0,1,1,0,0.0,0.0
sandia,0.0,61,0,0,1.0,0.0
sandia,49.0,61,1,0,0.9836065573770492,0.016258514874769335
sandia,90.0,60,1,0,0.9672131147540983,0.022800598712937815
sandia,102.0,59,1,0,0.9508196721311476,0.027687253153860853
sandia,103.0,58,1,0,0.9344262295081968,0.03169368016727884
sandia,105.0,57,1,0,0.9180327868852459,0.03512240634819573
sandia,135.0,56,2,0,0.8852459016393442,0.04080854845958752
sandia,142.0,54,1,0,0.8688524590163934,0.04322033967852647
sandia,157.0,53,1,0,0.8524590163934426,0.04540756089329338
sandia,158.0,52,1,0,0.8360655737704917,0.047401309058203375
sandia,170.0,51,1,0,0.8196721311475409,0.049225098317694706
sandia,171.0,50,1,0,0.8032786885245901,0.050897202262445984
sandia,176.0,49,1,0,0.7868852459016392,0.052432135009974505
sandia,210.0,48,1,0,0.7704918032786884,0.05384162938717848
sandia,216.0,47,1,0,0.7540983606557375,0.05513530645811809
sandia,225.0,46,1,0,0.7377049180327867,0.05632114763742964
sandia,228.0,45,2,0,0.7049180327868851,0.05839500874678359
sandia,233.0,43,1,0,0.6885245901639343,0.05929344625597479
sandia,249.0,42,1,0,0.6721311475409835,0.06010521758620992
sandia,251.0,41,1,0,0.6557377049180326,0.06083379227915466
sandia,256.0,40,1,0,0.6393442622950818,0.06148212809299355
sandia,261.0,39,1,0,0.622950819672131,0.06205274012020278
sandia,271.0,38,1,0,0.6065573770491801,0.06254775557771687
sandia,280.0,37,1,0,0.5901639344262294,0.06296895734404719
sandia,282.0,36,1,0,0.5737704918032785,0.06331781850305081
sandia,285.0,35,1,0,0.5573770491803277,0.06359552956597155
sandia,287.0,34,1,0,0.5409836065573769,0.06380301961012246
sandia,304.0,33,2,0,0.5081967213114753,0.06400983707183593
sandia,305.0,31,1,0,0.4918032786885245,0.06400983707183593
sandia,320.0,30,2,0,0.4590163934426229,0.06380301961012248
sandia,325.0,28,1,0,0.44262295081967207,0.06359552956597156
sandia,327.0,27,1,0,0.4262295081967213,0.06331781850305082
sandia,337.0,26,1,0,0.4098360655737705,0.0629689573440472
sandia,340.0,25,1,0,0.39344262295081966,0.06254775557771691
sandia,346.0,24,1,0,0.3770491803278689,0.062052740120202815
sandia,390.0,23,1,0,0.3606557377049181,0.06148212809299358
sandia,400.0,22,1,0,0.3442622950819673,0.060833792279154704
sandia,1610.0,21,1,0,0.3278688524590165,0.060105217586209965
sandia,2305.0,20,1,0,0.31147540983606564,0.05929344625597482
sandia,2465.0,19,1,0,0.29508196721311486,0.05839500874678363
sandia,2788.0,18,1,0,0.278688524590164,0.05740583606190166
sandia,3089.0,14,1,0,0.2587822014051523,0.05665178736395533
sandia,3126.0,13,1,0,0.2388758782201406,0.05568157712650453
sandia,3183.0,12,1,0,0.21896955503512885,0.05448365877268266
sandia,3246.0,11,1,0,0.19906323185011712,0.05304260681207657
sandia,3374.0,10,1,0,0.17915690866510542,0.05133795110619598
sandia,3442.0,9,1,0,0.1592505854800937,0.049342378665230245
luh,0.0,108,0,0,1.0,0.0
luh,60.0,108,1,0,0.9907407407407407,0.009216292627144506
luh,62.0,107,1,0,0.9814814814814814,0.012972757420698035
luh,63.0,106,1,0,0.9722222222222221,0.01581319562648086
luh,72.0,105,1,0,0.9629629629629629,0.01817234746157993
luh,79.0,104,1,0,0.9537037037037037,0.02021938683851188
luh,82.0,103,1,0,0.9444444444444444,0.02204144576710756
luh,90.0,102,1,0,0.9351851851851852,0.0236904916454104
luh,94.0,101,1,0,0.9259259259259259,0.02520051175702858
luh,97.0,100,1,0,0.9166666666666666,0.026595197437676056
luh,107.0,99,2,0,0.8981481481481481,0.02910359086381818
luh,109.0,97,1,0,0.888888888888889,0.0302406141084343
luh,118.0,96,1,0,0.8796296296296298,0.031311065418792604
luh,123.0,95,2,0,0.8611111111111113,0.03327755964945652
luh,126.0,93,1,0,0.851851851851852,0.03418363729595916
luh,127.0,92,1,0,0.8425925925925927,0.035043665288582514
luh,132.0,91,1,0,0.8333333333333335,0.03586095690932794
luh,135.0,90,2,0,0.8148148148148149,0.037378399433302366
luh,139.0,88,1,0,0.8055555555555556,0.03808321814584279
luh,153.0,87,1,0,0.7962962962962963,0.03875474938649663
luh,156.0,86,1,0,0.787037037037037,0.039394695470258825
luh,160.0,85,1,0,0.7777777777777778,0.0400045722123942
luh,180.0,84,1,0,0.7685185185185186,0.04058573518019419
luh,197.0,83,1,0,0.7592592592592593,0.04113940128216503
luh,204.0,82,1,0,0.75,0.04166666666666667
luh,220.0,81,1,0,0.7407407407407407,0.04216852167061563
luh,236.0,80,1,0,0.7314814814814815,0.04264586338881192
luh,237.0,79,1,0,0.7222222222222223,0.04309950630792884
luh,269.0,78,1,0,0.7129629629629631,0.04353019135399184
luh,279.0,77,1,0,0.7037037037037038,0.04393859362975849
luh,285.0,76,1,0,0.6944444444444445,0.04432532906279344
luh,298.0,75,1,0,0.6851851851851853,0.044690960141920734
luh,314.0,74,1,0,0.6759259259259262,0.04503600088603045
luh,323.0,73,1,0,0.6666666666666669,0.04536092116265146
luh,332.0,72,1,0,0.6574074074074077,0.04566615045260535
luh,341.0,71,1,0,0.6481481481481484,0.04595208114017964
luh,342.0,70,1,0,0.6388888888888892,0.046219071394666494
luh,344.0,69,1,0,0.62962962962963,0.04646744769809145
luh,350.0,68,1,0,0.6203703703703708,0.0466975070649645
luh,351.0,67,1,0,0.6111111111111115,0.04690951899250208
luh,354.0,66,1,0,0.6018518518518522,0.047103727173668286
luh,359.0,65,1,0,0.592592592592593,0.047280351000313026
luh,360.0,64,1,0,0.5833333333333337,0.047439586879442615
luh,376.0,63,1,0,0.5740740740740745,0.047581609382087185
luh,377.0,62,1,0,0.5648148148148152,0.047706572241199945
luh,384.0,61,1,0,0.5555555555555559,0.04781460921243728
luh,428.0,60,1,0,0.5462962962962966,0.047905834809439586
luh,430.0,59,1,0,0.5370370370370374,0.04798034492329641
luh,440.0,58,1,0,0.5277777777777781,0.04803821733417713
luh,446.0,57,1,0,0.5185185185185188,0.04807951212159642
luh,448.0,56,1,0,0.5092592592592595,0.04810427197841993
luh,451.0,55,1,0,0.5000000000000002,0.048112522432468836
luh,508.0,54,1,0,0.490740740740741,0.04810427197841993
luh,523.0,53,1,0,0.48148148148148173,0.04807951212159641
luh,524.0,52,1,0,0.47222222222222243,0.04803821733417712
luh,539.0,51,1,0,0.46296296296296313,0.04798034492329639
luh,547.0,50,1,0,0.4537037037037039,0.04790583480943957
luh,552.0,49,1,0,0.4444444444444446,0.04781460921243726
luh,555.0,48,1,0,0.4351851851851853,0.04770657224119993
luh,556.0,47,1,0,0.425925925925926,0.047581609382087164
luh,563.0,46,1,0,0.41666666666666674,0.0474395868794426
luh,581.0,45,1,0,0.40740740740740744,0.047280351000313
luh,588.0,44,1,0,0.3981481481481482,0.04710372717366828
luh,605.0,43,1,0,0.3888888888888889,0.04690951899250206
luh,613.0,42,1,0,0.37962962962962965,0.04669750706496447
luh,660.0,41,1,0,0.3703703703703704,0.04646744769809143
luh,664.0,40,1,0,0.36111111111111116,0.04621907139466649
luh,672.0,38,1,0,0.351608187134503,0.04596933013886876
luh,690.0,37,1,0,0.3421052631578948,0.045698598130894996
luh,697.0,36,1,0,0.3326023391812866,0.04540649990610894
luh,702.0,35,1,0,0.32309941520467844,0.04509262025209451
luh,707.0,34,1,0,0.31359649122807026,0.04475650090833105
luh,712.0,33,1,0,0.3040935672514621,0.04439763677040673
luh,718.0,32,1,0,0.2945906432748539,0.044015471517617595
luh,734.0,31,1,0,0.2850877192982457,0.04360939256537679
luh,741.0,30,1,0,0.27558479532163754,0.04317872522210188
luh,783.0,29,1,0,0.26608187134502936,0.04272272590287414
luh,816.0,28,1,0,0.2565789473684212,0.04224057421745295
luh,845.0,27,1,0,0.247076023391813,0.04173136370584945
luh,866.0,26,1,0,0.23757309941520482,0.041194090937430906
luh,923.0,25,1,0,0.22807017543859662,0.04062764261502833
luh,937.0,24,1,0,0.21856725146198844,0.040030780227586195
luh,942.0,23,1,0,0.20906432748538026,0.03940212166477646
luh,947.0,22,1,0,0.19956140350877208,0.03874011903213628
luh,975.0,21,1,0,0.19005847953216387,0.03804303166736359
luh,980.0,20,1,0,0.18055555555555566,0.03730889303029066
luh,1015.0,19,1,0,0.17105263157894748,0.036535469679874304
luh,1033.0,18,1,0,0.16154970760233928,0.03572020989851624
luh,1044.0,17,1,0,0.15204678362573107,0.03486017857872793
luh,1095.0,16,1,0,0.1425438596491229,0.033951973591666906
luh,1120.0,15,1,0,0.1330409356725147,0.032991616751523296
luh,1128.0,14,1,0,0.12353801169590652,0.03197440923412408
luh,1148.0,13,1,0,0.11403508771929832,0.030894736133276587
luh,1149.0,12,1,0,0.10453216374269013,0.02974579635007329
luh,1234.0,11,1,0,0.09502923976608194,0.028519219574472614
luh,1236.0,10,1,0,0.08552631578947374,0.027204506513730967
luh,1238.0,9,1,0,0.07602339181286555,0.025788180801599406
luh,1318.0,8,1,0,0.06652046783625735,0.02425244664643199
luh,1335.0,7,1,0,0.05701754385964917,0.022572945587622836
luh,1380.0,6,1,0,0.047514619883040975,0.020714738268856614
luh,1466.0,5,1,0,0.03801169590643278,0.018624411278598443
luh,1555.0,4,1,0,0.028508771929824588,0.01621242777264521
luh,1575.0,2,1,0,0.014254385964912294,0.012934622653527768
luh,1615.0,1,1,0,0.0,0.0
