dataset,cell_id,n_cycles,delay_dim,rank,observable,q0,cycle_life,is_censored,dominant_eig_real,dominant_eig_imag,dominant_eig_abs,dominant_eig_angle,dominant_decay_rate,dominant_coeff_abs,dominant_coeff_fraction,spectral_radius,eig_abs_mean,eig_abs_std,top2_eig_abs,top3_eig_abs
matr,matr_b1c2,100,12,4,retention,1.0817747,1487.0,0,0.9999902368201468,0.0,0.9999902368201468,0.0,9.763227513390012e-06,3.4765380296817345,0.9963967444861934,0.9999902368201468,0.9045061382697214,0.06731450301816169,0.809597811798344,0.9042182522301974
matr,matr_b1c20,100,12,4,retention,1.07410775,504.0,0,0.9998679419197634,0.0,0.9998679419197634,0.0,0.0001320668006726635,3.466035227586305,0.998670316509247,0.9998679419197634,0.8214661421398912,0.2109794567272205,0.912339075920465,0.912339075920465
matr,matr_b1c21,100,12,4,retention,1.08404015,535.0,0,0.9999244288615584,0.0,0.9999244288615584,0.0,7.557399408394103e-05,3.465955235052654,0.9986597956783614,0.9999244288615584,0.827159686287788,0.20356777314467508,0.4797870614331032,0.9144636274282453
matr,matr_b1c22,100,12,4,retention,1.08099815,,1,0.9999860317014345,0.0,0.9999860317014345,0.0,1.3968396123071869e-05,3.472166523431233,0.9975256620491688,0.9999860317014345,0.8518256321076789,0.09429285254914092,0.7376525365881174,0.8348319800705819
matr,matr_b1c23,100,12,4,retention,1.0809316,974.0,0,0.9999870510734237,0.0,0.9999870510734237,0.0,1.2949010414401772e-05,3.4707966625879676,0.9977270467514545,0.9999870510734237,0.8606542244990258,0.10326716538131268,0.708469445743333,0.8670802005896735
matr,matr_b1c24,100,12,4,retention,1.0758532500000002,979.0,0,0.9999890422488416,0.0,0.9999890422488416,0.0,1.0957811195040685e-05,3.4715402768944847,0.9961471684041949,0.9999890422488416,0.8324770063894849,0.14703147584248472,0.7376017589270956,0.6432315490194229
matr,matr_b1c25,100,12,4,retention,1.0765048,817.0,0,0.999986505276145,0.0,0.999986505276145,0.0,1.3494814909639385e-05,3.4735216747307964,0.9973840552021463,0.999986505276145,0.8968231636313155,0.06402172306810211,0.8240957544463576,0.8816051974013798
matr,matr_b1c26,100,12,4,retention,1.0891754,826.0,0,0.9999722018348823,0.0,0.9999722018348823,0.0,2.779855149381742e-05,3.471950126135124,0.9975593040118246,0.9999722018348823,0.5790173662954896,0.31335095738225044,0.7616899633509305,0.27720364999807295
matr,matr_b1c27,100,12,4,retention,1.0804401499999998,809.0,0,0.9999783858828537,0.0,0.9999783858828537,0.0,2.161435073469168e-05,3.472405301440181,0.9977983353124833,0.9999783858828537,0.9000040516966097,0.06802047041910583,0.8079105314353963,0.8960636447340943
matr,matr_b1c28,100,12,4,retention,1.07937775,815.0,0,0.9999846841114433,0.0,0.9999846841114433,0.0,1.5316005846162666e-05,3.4702783444359606,0.997882139872333,0.9999846841114433,0.8890835717846451,0.10768757031298706,0.7107241514439043,0.9228127257916164
matr,matr_b1c29,100,12,4,retention,1.0809752,872.0,0,0.9999847383992075,0.0,0.9999847383992075,0.0,1.5261717251874252e-05,3.471971716844595,0.9976446698962692,0.9999847383992075,0.9073169988521135,0.08484361206857954,0.7688978884793339,0.930192684264956
matr,matr_b1c3,100,12,4,retention,1.08161105,1344.0,0,1.0000159596705038,0.0,1.0000159596705038,0.0,-1.5959543149642685e-05,3.4696517806418052,0.9982427269879423,1.0000159596705038,0.8783668150100323,0.08621242099518507,0.7561716323715867,0.8786398339990195
matr,matr_b1c30,100,12,4,retention,1.08151455,679.0,0,0.9999740568065468,0.0,0.9999740568065468,0.0,2.594352998363438e-05,3.472240604978039,0.997730928185037,0.9999740568065468,0.9067222549751073,0.07615542828104109,0.7876835385818443,0.919615712256019
matr,matr_b1c31,100,12,4,retention,1.0963314,827.0,0,0.9999701616825137,0.0,0.9999701616825137,0.0,2.9838762657714428e-05,3.4706857905735253,0.9966045349759142,0.9999701616825137,0.7402523558809464,0.21222196978756083,0.6497374147304256,0.44329325367142003
matr,matr_b1c32,100,12,4,retention,1.0792755,694.0,0,0.9999776509119834,0.0,0.9999776509119834,0.0,2.234933776115973e-05,3.4718194658123256,0.9977363770750025,0.9999776509119834,0.9109604384804835,0.08580287160600815,0.7690884731632696,0.9373878149233403
matr,matr_b1c33,100,12,4,retention,1.0942233,708.0,0,0.9999682697781701,0.0,0.9999682697781701,0.0,3.173072524403305e-05,3.473020668804909,0.997333761500095,0.9999682697781701,0.9125605334063982,0.08164246614354562,0.7786227364123894,0.9358255637175164
matr,matr_b1c34,100,12,4,retention,1.07806275,714.0,0,0.9999916353089889,0.0,0.9999916353089889,0.0,8.364725995287572e-06,3.47119445765719,0.9975541648668904,0.9999916353089889,0.8081263544895794,0.11126780754977293,0.7612797774598586,0.7356170025947348
matr,matr_b1c35,100,12,4,retention,1.07233895,676.0,0,0.9999972659534773,0.0,0.9999972659534773,0.0,2.7340502602463525e-06,3.4704173959835427,0.9979302971861232,0.9999972659534773,0.8505882239617955,0.11859459495872036,0.66788266578226,0.8672364820557223
matr,matr_b1c36,100,12,4,retention,1.0795122,670.0,0,0.999986378796677,0.0,0.999986378796677,0.0,1.3621296092476689e-05,3.470981552427003,0.9977615102591698,0.999986378796677,0.8675424816327693,0.1214143678747698,0.6693874156903664,0.9003980660220169
matr,matr_b1c37,100,12,4,retention,1.0763613,622.0,0,0.9999832031244507,0.0,0.9999832031244507,0.0,1.679701661843463e-05,3.471149511147532,0.9978495651069277,0.9999832031244507,0.8773177226116011,0.10350885194710127,0.7131574347853671,0.8980651262682933
matr,matr_b1c38,100,12,4,retention,1.074173,592.0,0,0.9999812950758227,0.0,0.9999812950758227,0.0,1.8705099116602002e-05,3.4724978050199837,0.9978530764611407,0.9999812950758227,0.9206735615470492,0.07484529460405608,0.79755609852542,0.9425784262934771
matr,matr_b1c39,100,12,4,retention,1.08353305,592.0,0,0.9999865850242751,0.0,0.9999865850242751,0.0,1.3415065706526248e-05,3.4726521494741274,0.9973494551917903,0.9999865850242751,0.8812842844867748,0.08665343123436589,0.7551209040269241,0.88501482444795
matr,matr_b1c4,100,12,4,retention,1.0793795,1618.0,0,1.000015602017584,0.0,1.000015602017584,0.0,-1.560189587389389e-05,3.470389856294969,0.9983467502402131,1.000015602017584,0.9127288481472573,0.05082166252484039,0.8729023427122422,0.8889987239296013
matr,matr_b1c40,100,12,4,retention,1.0850124,919.0,0,0.9999819465732158,0.0,0.9999819465732158,0.0,1.805358974925214e-05,3.4724873736904702,0.9972711827545632,0.9999819465732158,0.8731952192851578,0.09791099423294128,0.7247473358150828,0.8840257973761664
matr,matr_b1c41,100,12,4,retention,1.0806673,1005.0,0,0.9999897743843151,0.0,0.9999897743843151,0.0,1.0225667966831274e-05,3.472418921713402,0.9975331477573457,0.9999897743843151,0.8903782283762312,0.09786964476695756,0.731927739900274,0.9147976996101678
matr,matr_b1c42,100,12,4,retention,1.08175435,661.0,0,0.9999914663608888,0.0,0.9999914663608888,0.0,8.533675522946555e-06,3.4718188210752494,0.9972517004960264,0.9999914663608888,0.8750710443990573,0.10371389732271648,0.7117223057817671,0.8942852027267865
matr,matr_b1c43,100,12,4,retention,1.069749,626.0,0,0.9999683170559237,0.0,0.9999683170559237,0.0,3.1683445991368593e-05,3.4714464614452623,0.9977181752222826,0.9999683170559237,0.9020283967212459,0.09542032708950149,0.7438680974311315,0.9321385861989642
matr,matr_b1c44,100,12,4,retention,1.08643345,575.0,0,0.999960247707261,0.0,0.999960247707261,0.0,3.9753082882332796e-05,3.4715476257664606,0.9976741135060966,0.999960247707261,0.9014350745446718,0.10143151662956788,0.7314548218141081,0.9371626143286588
matr,matr_b1c45,100,12,4,retention,1.08563255,563.0,0,0.9999768079655074,0.0,0.9999768079655074,0.0,2.3192303432026312e-05,3.4724729153294267,0.9974988587302892,0.9999768079655074,0.9128085808427808,0.08269974490210578,0.7765893124454228,0.9373341014800964
matr,matr_b1c5,100,12,4,retention,1.07712635,909.0,0,1.0000081531255047,0.0,1.0000081531255047,0.0,-8.153092268181371e-06,3.470144053303681,0.9982522403993477,1.0000081531255047,0.8754737448219627,0.11986897918867664,0.6773398769220302,0.9122734746201581
matr,matr_b1c6,100,12,4,retention,1.0778327,613.0,0,0.9999901564287798,0.0,0.9999901564287798,0.0,9.84361966851227e-06,3.472243041083314,0.9975295024693938,0.9999901564287798,0.8791141110340072,0.10810201242261827,0.704006610741135,0.906229838483057
matr,matr_b1c7,100,12,4,retention,1.09553235,818.0,0,0.9999889872909031,0.0,0.9999889872909031,0.0,1.101276973719528e-05,3.468964771778854,0.9982481092094431,0.9999889872909031,0.8637827830829238,0.1256544678227193,0.6583390377009211,0.8984015536699353
matr,matr_b1c8,100,12,4,retention,1.0916926999999998,,1,0.9999880452691771,0.0,0.9999880452691771,0.0,1.1954802281302444e-05,3.4758465728918715,0.9967829434139424,0.9999880452691771,0.9157210921071948,0.06329271227767316,0.8215212050238723,0.9206875590678649
matr,matr_b1c9,100,12,4,retention,1.08395785,1012.0,0,0.999997460742452,0.0,0.999997460742452,0.0,2.5392607719264513e-06,3.476688196162213,0.9970117084221363,0.999997460742452,0.9281419927589012,0.053440919067365346,0.849178355502758,0.9316960773951974
matr,matr_b2c0,100,12,4,retention,1.0719096,278.0,0,0.9996388778138772,0.0,0.9996388778138772,0.0,0.0003611874064416279,3.475989447454715,0.9961634480769849,0.9996388778138772,0.9572845031189104,0.0376233607617009,0.8964743968084666,0.966512368926649
matr,matr_b2c1,100,12,4,retention,1.07248825,133.0,0,0.9968272325775345,-0.002126317336269206,0.9968295003828892,-0.002133081884037564,0.0031755362997061692,2.6939640500734994,0.49961386181443684,0.9968295003828893,0.9753769330738329,0.021452567309056536,0.9968295003828893,0.9539243657647762
matr,matr_b2c10,100,12,4,retention,1.07104265,251.0,0,0.9999008705798088,0.0,0.9999008705798088,0.0,9.913433383689173e-05,3.482001142358547,0.9929576574153991,0.9999008705798088,0.8483514367279732,0.10414079094105963,0.8900602005025421,0.7517223379147708
matr,matr_b2c11,100,12,4,retention,1.07343895,250.0,0,0.999921017230933,0.0,0.999921017230933,0.0,7.89858883701908e-05,3.4822131645080066,0.9942307099191217,0.999921017230933,0.6280707676067602,0.3340982754527037,0.9221503110317679,0.29510587108217
matr,matr_b2c12,100,12,4,retention,1.0725753999999998,435.0,0,0.9998164756423277,0.0,0.9998164756423277,0.0,0.00018354120032797942,3.482467112618808,0.9946139374310895,0.9998164756423277,0.7874293463185886,0.17569364633019516,0.922106488235517,0.6138972106982551
matr,matr_b2c13,100,12,4,retention,1.08202135,454.0,0,0.9998501371353669,0.0,0.9998501371353669,0.0,0.0001498740951942849,3.4785607425209455,0.9951328790355267,0.9998501371353669,0.7954161956010251,0.17056009257911267,0.9283331732282202,0.6267407360202565
matr,matr_b2c14,100,12,4,retention,1.07991415,466.0,0,0.9999807381009593,0.0,0.9999807381009593,0.0,1.9262084553427434e-05,3.4736505335707157,0.9965515068103802,0.9999807381009593,0.8531176797145615,0.08543665536322599,0.8212775398651295,0.7956062204460786
matr,matr_b2c17,100,12,4,retention,1.0699553000000002,476.0,0,0.9999878142220162,0.0,0.9999878142220162,0.0,1.2185852230982104e-05,3.4781345308052396,0.9955200383353643,0.9999878142220162,0.9478113783294533,0.04606299559858132,0.8735137111120652,0.958871993991866
matr,matr_b2c18,100,12,4,retention,1.065198,468.0,0,0.9998959653609134,0.0,0.9998959653609134,0.0,0.00010404005106501573,3.4767342861942208,0.9961973269271105,0.9998959653609134,0.9622715131066275,0.03684854678632924,0.9011241602097072,0.9740329634279449
matr,matr_b2c19,100,12,4,retention,1.0485685,455.0,0,0.9998161726362553,0.0,0.9998161726362553,0.0,0.00018384426206544902,3.470705655747095,0.9979671724504506,0.9998161726362553,0.928843572847014,0.05611463047514554,0.8425800736684106,0.9364890225416951
matr,matr_b2c2,100,12,4,retention,1.0759115,422.0,0,0.9999597580574493,0.0,0.9999597580574493,0.0,4.024275227939414e-05,3.4770358482780144,0.9960967596513605,0.9999597580574493,0.9575349277906124,0.041216257483167124,0.8892620088759253,0.9704589721145376
matr,matr_b2c20,100,12,4,retention,1.0852503,475.0,0,0.9999693718807057,0.0,0.9999693718807057,0.0,3.062858834475238e-05,3.476626550852067,0.9959588574026185,0.9999693718807057,0.8601776879785605,0.08678185473316388,0.8656620715631915,0.7875396542351724
matr,matr_b2c21,100,12,4,retention,1.07867965,468.0,0,0.9999302889395831,0.0,0.9999302889395831,0.0,6.971349034576753e-05,3.479186388298524,0.9960229092377012,0.9999302889395831,0.9171930246846374,0.048809351836990256,0.8732404191238019,0.8978006953375823
matr,matr_b2c22,100,12,4,retention,1.08183005,490.0,0,0.999969359072362,0.0,0.999969359072362,0.0,3.064139708086088e-05,3.476528604677608,0.9932307816175046,0.999969359072362,0.8372281646701129,0.09850560202612098,0.8312890429577987,0.7588271283251454
matr,matr_b2c23,100,12,4,retention,1.0766412,502.0,0,0.9999215957793773,0.0,0.9999215957793773,0.0,7.840729439423438e-05,3.4719779542307307,0.9974059642565868,0.9999215957793773,0.9200793382043352,0.06462526972928546,0.8195013550382437,0.9304472009998599
matr,matr_b2c24,100,12,4,retention,1.0693633,478.0,0,0.9999886039527527,0.0,0.9999886039527527,0.0,1.1396112182753793e-05,3.473197236437441,0.9972956022342809,0.9999886039527527,0.7852017034256706,0.15970852885236894,0.8779553725255368,0.6314314186121968
matr,matr_b2c25,100,12,4,retention,1.069292,446.0,0,0.9999375379493574,0.0,0.9999375379493574,0.0,6.24640014777632e-05,3.479589361467463,0.9953965422506421,0.9999375379493574,0.6939820139498071,0.2595202458612832,0.9024710162304069,0.4367597508097319
matr,matr_b2c26,100,12,4,retention,1.0793722,450.0,0,0.9999382546012541,0.0,0.9999382546012541,0.0,6.174730507153188e-05,3.4775384315169684,0.9960323289634107,0.9999382546012541,0.9416170027254268,0.05279399572515896,0.8557754506806597,0.9553771528098967
matr,matr_b2c27,100,12,4,retention,1.06796175,453.0,0,0.9999827074928087,0.0,0.9999827074928087,0.0,1.729265670841722e-05,3.47453260268367,0.996975986716169,0.9999827074928087,0.9334791334743614,0.06427778397759104,0.8271306486022879,0.9534015889011743
matr,matr_b2c28,100,12,4,retention,1.07377875,491.0,0,0.9999918630021538,0.0,0.9999918630021538,0.0,8.13703095173305e-06,3.4747969962722047,0.9968544963793418,0.9999918630021538,0.9466409925546451,0.04539711786281908,0.8743993970754204,0.956086355070503
matr,matr_b2c29,100,12,4,retention,1.0742028,481.0,0,0.9999989847749392,0.0,0.9999989847749392,0.0,1.0152255761377427e-06,3.4782058902000155,0.9961854567867757,0.9999989847749392,0.9627800980839079,0.035505345699176655,0.9042180931766591,0.9734516571920165
matr,matr_b2c3,100,12,4,retention,1.06791905,314.0,0,0.9996292308124504,0.0,0.9996292308124504,0.0,0.0003708379394394337,3.5145550438411193,0.9857148364387883,0.9996292308124504,0.9749063432514629,0.01429065552957519,0.9677996301811428,0.9660982560061291
matr,matr_b2c30,100,12,4,retention,1.0687631999999998,466.0,0,0.9999789857848995,0.0,0.9999789857848995,0.0,2.1014435902190316e-05,3.478950643385995,0.9960708200730956,0.9999789857848995,0.7220768574360161,0.2339788759089888,0.9038820514925676,0.5311867999114046
matr,matr_b2c31,100,12,4,retention,1.07547345,474.0,0,0.99999126529222,0.0,0.99999126529222,0.0,8.734745927738137e-06,3.4770148637920872,0.9966193037160848,0.99999126529222,0.9320999352628565,0.07207651228076199,0.8106955044555562,0.9588564856518248
matr,matr_b2c32,100,12,4,retention,1.0761951,500.0,0,1.0000220077450868,0.0,1.0000220077450868,0.0,-2.2007502919891744e-05,3.4685146344004916,0.9988350711032611,1.0000220077450868,0.6824368978495823,0.27363596425264425,0.24488642373645292,0.7424195799583948
matr,matr_b2c33,100,12,4,retention,1.080848,499.0,0,0.9999970142941281,0.0,0.9999970142941281,0.0,2.985710329100506e-06,3.476496883121406,0.9965024562440378,0.9999970142941281,0.9307697462080728,0.0509910154147002,0.8559868119765888,0.9335475792807874
matr,matr_b2c34,100,12,4,retention,1.0705366,483.0,0,1.0000100548048136,0.0,1.0000100548048136,0.0,-1.0054754264430659e-05,3.4748464839069464,0.9963568331694556,1.0000100548048136,0.7364314489712296,0.15962577269081613,0.7272695373663404,0.6092231018568819
matr,matr_b2c35,100,12,4,retention,1.07004715,449.0,0,0.9999706274795789,0.0,0.9999706274795789,0.0,2.9372951802047723e-05,3.4801118779770395,0.9960090424499284,0.9999706274795789,0.7361995218266062,0.21252995916466058,0.8903625894191327,0.5272324352038564
matr,matr_b2c36,100,12,4,retention,1.08043095,513.0,0,0.9999808396687065,0.0,0.9999808396687065,0.0,1.9160514854947554e-05,3.486695428171785,0.9944930000987521,0.9999808396687065,0.6247092313450352,0.3372709124106338,0.921704758142245,0.28857566378459465
matr,matr_b2c37,100,12,4,retention,1.0765482,461.0,0,1.000008814258446,0.0,1.000008814258446,0.0,-8.814219600662755e-06,3.4762050657251624,0.9910674961997491,1.000008814258446,0.7986227408543132,0.1342644867381967,0.8411379445633871,0.6766721022977096
matr,matr_b2c38,100,12,4,retention,1.0714282000000002,451.0,0,0.9999902857712438,0.0,0.9999902857712438,0.0,9.7142759396004e-06,3.4787323727979795,0.9962688120203437,0.9999902857712438,0.7077772112110978,0.24026942042475521,0.8897367371609446,0.4706909109561013
matr,matr_b2c39,100,12,4,retention,1.08057815,442.0,0,1.0000053766244374,0.0,1.0000053766244374,0.0,-5.376609983454213e-06,3.4806371898173696,0.9960246038095141,1.0000053766244374,0.7979994571044544,0.12959534636673378,0.8229365486790651,0.6845279515571576
matr,matr_b2c4,100,12,4,retention,1.07429175,247.0,0,0.999870441412705,0.0,0.999870441412705,0.0,0.00012956698073376017,3.4760922996296104,0.995747174461221,0.999870441412705,0.8868150707439059,0.06856457777147185,0.883407080970071,0.8319913802964236
matr,matr_b2c40,100,12,4,retention,1.0793791,476.0,0,0.9999926855677936,0.0,0.9999926855677936,0.0,7.314458956951992e-06,3.4679367077725325,0.9980835143183359,0.9999926855677936,0.9349248252920926,0.03980346044802458,0.9024949617845359,0.9024949617845359
matr,matr_b2c41,100,12,4,retention,1.07089255,416.0,0,0.9999842436678708,0.0,0.9999842436678708,0.0,1.5756456261551428e-05,3.4789846689152713,0.9958057342356904,0.9999842436678708,0.9517750800504786,0.04854759369882758,0.870750789386733,0.9681826435736552
matr,matr_b2c42,100,12,4,retention,1.08027985,444.0,0,0.9999864222025905,0.0,0.9999864222025905,0.0,1.3577889588639788e-05,3.473626867100038,0.9968548275529925,0.9999864222025905,0.728290620617033,0.21898686115387678,0.8872531340615778,0.5129614631019818
matr,matr_b2c43,100,12,4,retention,1.0758284,443.0,0,0.9999850995524622,0.0,0.9999850995524622,0.0,1.4900558550595666e-05,3.47918383973186,0.9951590799595287,0.9999850995524622,0.8430080378125011,0.10196968644575177,0.8669954654953461,0.752525793101098
matr,matr_b2c44,100,12,4,retention,1.07264615,442.0,0,0.9999982823899654,0.0,0.9999982823899654,0.0,1.7176115097399045e-06,3.476810874525781,0.9961747157665185,0.9999982823899654,0.8060716051928711,0.14377387002914546,0.888716615026531,0.667785761677494
matr,matr_b2c45,100,12,4,retention,1.0721079,470.0,0,0.9999679781851337,0.0,0.9999679781851337,0.0,3.20223275755377e-05,3.476950274034127,0.9967075295706874,0.9999679781851337,0.9235339916282511,0.04746359531334731,0.8695179226832331,0.9123250328223188
matr,matr_b2c46,100,12,4,retention,1.0747026,417.0,0,1.0000057600967611,0.0,1.0000057600967611,0.0,-5.760080171826792e-06,3.4778081111324894,0.9955096856415032,1.0000057600967611,0.8489134268230759,0.09029103967974891,0.8365963318538759,0.7795258076708333
matr,matr_b2c47,100,12,4,retention,1.04458845,705.0,0,0.9999515299822432,0.0,0.9999515299822432,0.0,4.8471192466032793e-05,3.488498340188532,0.9935087327458626,0.9999515299822432,0.667862990661165,0.2748916199527881,0.8774125500440509,0.37075820267317766
matr,matr_b2c5,100,12,4,retention,1.0694931,464.0,0,0.9999553364640238,0.0,0.9999553364640238,0.0,4.4664533421630886e-05,3.4815925967691426,0.9950033956740757,0.9999553364640238,0.7861843412459877,0.19349637900995317,0.9553852588334982,0.627122626175271
matr,matr_b2c6,100,12,4,retention,1.0707162499999998,475.0,0,0.999750521922738,0.0,0.999750521922738,0.0,0.0002495092020943223,3.484702761182466,0.9942083093347392,0.999750521922738,0.8727835217178748,0.08334050520845249,0.8952089057993421,0.7980873295747095
matr,matr_b3c0,100,12,4,retention,1.0684966500000002,985.0,0,0.9999825012094061,0.0,0.9999825012094061,0.0,1.749894369949506e-05,3.4728218652531964,0.997845477635587,0.9999825012094061,0.9015045914077494,0.06289459738362546,0.8247666649017329,0.8906345997599293
matr,matr_b3c1,100,12,4,retention,1.06646465,1033.0,0,0.9999773843503884,0.0,0.9999773843503884,0.0,2.2615905349249816e-05,3.4717802202601127,0.9977671587198204,0.9999773843503884,0.8774640581668177,0.07893450252314348,0.779413603733338,0.8652326222917721
matr,matr_b3c10,100,12,4,retention,1.06277475,1046.0,0,0.9999919108809189,0.0,0.9999919108809189,0.0,8.089151798222943e-06,3.4698855247453837,0.9984906297442523,0.9999919108809189,0.9151426662266626,0.08478851907744842,0.7738487313768198,0.9433650113244558
matr,matr_b3c11,100,12,4,retention,1.068871,792.0,0,0.9999697427085006,0.0,0.9999697427085006,0.0,3.02577492604919e-05,3.4721418573970873,0.9979447555801851,0.9999697427085006,0.89312809166942,0.06182646799866861,0.864338871681206,0.8541018761439868
matr,matr_b3c12,100,12,4,retention,1.07516545,903.0,0,0.9999817580666923,0.0,0.9999817580666923,0.0,1.8242099693772185e-05,3.471791599992325,0.9979709450109745,0.9999817580666923,0.812357229278031,0.13930696251930835,0.8928505269946562,0.6782983160253877
matr,matr_b3c13,100,12,4,retention,1.06681655,794.0,0,0.9999710175811755,0.0,0.9999710175811755,0.0,2.898283882295686e-05,3.474907752432586,0.997259186403388,0.9999710175811755,0.9332801793466952,0.058280034298039206,0.8396074955403995,0.9467711021326026
matr,matr_b3c14,100,12,4,retention,1.0745428,834.0,0,0.9999792389705141,0.0,0.9999792389705141,0.0,2.076124499904949e-05,3.4793734632980997,0.9956564679670774,0.9999792389705141,0.7884513501079311,0.2668150195691856,0.9253273102343786,0.33088630041146244
matr,matr_b3c15,100,12,4,retention,1.06927045,850.0,0,0.9999709286743628,0.0,0.9999709286743628,0.0,2.907174821640816e-05,3.472809972253683,0.9977305927382569,0.9999709286743628,0.8483331391178577,0.10088524717685836,0.8796514875816895,0.7568550701076892
matr,matr_b3c16,100,12,4,retention,1.0618613,1589.0,0,0.9999837511068135,0.0,0.9999837511068135,0.0,1.6249025201216188e-05,3.4714718943660436,0.9981367845047766,0.9999837511068135,0.7864097326726776,0.13201760795808923,0.7922297059729658,0.6767127368054655
matr,matr_b3c17,100,12,4,retention,1.0675028000000002,1269.0,0,0.9999743923324947,0.0,0.9999743923324947,0.0,2.5607995387171407e-05,3.4690228734386728,0.9985704356547775,0.9999743923324947,0.9085817469418317,0.08418345451461005,0.7710020327337491,0.9316752813505415
matr,matr_b3c18,100,12,4,retention,1.0687573499999998,1100.0,0,0.9999686448606159,0.0,0.9999686448606159,0.0,3.135563096678473e-05,3.4695271589962666,0.998600040395271,0.9999686448606159,0.9195996716513378,0.08126397917248816,0.7838662727632876,0.9472818844907239
matr,matr_b3c19,100,12,4,retention,1.07289865,1105.0,0,0.9999676451419546,0.0,0.9999676451419546,0.0,3.2355381475134634e-05,3.4685825091882254,0.9984282956949492,0.9999676451419546,0.8845646965348358,0.08716269536122125,0.7543284208392442,0.8919813600790721
matr,matr_b3c2,100,12,4,retention,1.06126925,1224.0,0,0.9999755938112416,0.0,0.9999755938112416,0.0,2.440648659430104e-05,3.4706395362824174,0.9984246686490272,0.9999755938112416,0.8923533691822916,0.0702066352308601,0.8031095429295176,0.8831641699942034
matr,matr_b3c20,100,12,4,retention,1.0660535,793.0,0,0.9999804553811578,0.0,0.9999804553811578,0.0,1.9544809840789194e-05,3.472030266866224,0.9976571601390968,0.9999804553811578,0.8658971587919371,0.07967000580063789,0.8519504318192178,0.8058288739836865
matr,matr_b3c21,100,12,4,retention,1.0680635,745.0,0,0.9998441546102517,0.0,0.9998441546102517,0.0,0.00015585753490294604,3.468501887122376,0.997918381591653,0.9998441546102517,0.7548179392675693,0.15011377511868845,0.7551430232358619,0.6321422896120821
