cell_id,dataset_prefix,source_batch,n_cycles,Qd_mean,Qd_std,IR_mean,IR_std,IR_delta,IR_slope,Tavg_mean,dQd_slope,dqdv_peak_delta,dqdv_peak_std,dqdv_area_delta,dqdv_peakpos_delta,stored_cycle_life,q0,q0_source,eol_80pct_q0_cycle,eol_80pct_q0_label,is_censored_80pct_q0,eol_85pct_q0_cycle,eol_85pct_q0_label,is_censored_85pct_q0,eol_88ah_cycle,eol_88ah_label,is_censored_88ah,observed_cycle_count,gap_to_stored_cycle_life,needs_relabel,last_valid_qd,merge_status,kept_for_modeling,cycle_life
b1c11,matr,b1,100,1.049483047,0.105486571258053,0.01587671327,0.002270632352736725,0.0162715,1.6853213951395083e-05,32.4317293801687,0.0006509144020402038,0.0,0.004441236970685968,-724.1475010018163,0.0,788.0,1.0537786,first_positive_qd,,788.0,1,773.0,773.0,0,,788.0,1,787,1.0,0,0.88054359,native,1,773.0
b1c12,matr,b1,25,1.0379415,0.21187240793845524,0.015774163800000005,0.003220098760040368,0.01642056,0.00014812625230769234,32.04395405317677,0.010121254769230766,0.0,0.0,-738.9467874846893,0.03903903903903904,902.0,1.077566,first_positive_qd,,902.0,1,899.0,899.0,0,,902.0,1,901,1.0,0,0.91311944,native,0,899.0
b1c12,matr,b1,50,1.06025857,0.15146953676326372,0.01609379956,0.0022992953777801594,0.016425503,3.767969786314517e-05,32.7154514180094,0.0026055516206482427,0.0,0.0,-739.389310346073,0.04504504504504504,902.0,1.077566,first_positive_qd,,902.0,1,899.0,899.0,0,,902.0,1,901,1.0,0,0.91311944,native,0,899.0
b1c12,matr,b1,100,1.071333671,0.10767651115586845,0.016274665669999997,0.0016365674618405383,0.016531222,1.059726580858083e-05,33.12344169500137,0.0006550641458145817,0.0,0.0,-729.9560394318722,0.04604604604604605,902.0,1.077566,first_positive_qd,,902.0,1,899.0,899.0,0,,902.0,1,901,1.0,0,0.91311944,native,0,899.0
b1c13,matr,b1,25,1.040262164,0.21234600783641377,0.01634603724,0.0033368523221061525,0.01700953,0.0001533287146153844,30.717414016852896,0.010137545153846156,0.0,0.0,-742.9991468840932,0.05305305305305305,897.0,1.0797893,first_positive_qd,,897.0,1,,897.0,1,,897.0,1,896,1.0,0,0.92313582,native,0,897.0
b1c13,matr,b1,50,1.062518092,0.1517917745163931,0.016681288000000002,0.002383222434554047,0.017027462,3.94016881632654e-05,31.365260832695217,0.0026019620168067207,0.0,0.0019337225343899667,-749.752161749439,0.0,897.0,1.0797893,first_positive_qd,,897.0,1,,897.0,1,,897.0,1,896,1.0,0,0.92313582,native,0,897.0
b1c13,matr,b1,100,1.073430505,0.10788692474131642,0.01686618544,0.001696873159013291,0.01714633,1.112547391539149e-05,31.771244679727488,0.0006484489558955875,0.0,0.0016630722381566097,-731.7964996069159,0.03403403403403404,897.0,1.0797893,first_positive_qd,,897.0,1,,897.0,1,,897.0,1,896,1.0,0,0.92313582,native,0,897.0
b1c14,matr,b1,25,1.031491084,0.2105574491956923,0.01633488456,0.003346511094477807,0.01690465,0.00014930629538461522,31.763813160997593,0.010053379,0.0,0.0014217041202908706,-735.5177102729981,0.0,880.0,1.0709661,first_positive_qd,,880.0,1,846.0,846.0,0,,880.0,1,879,1.0,0,0.8800649,native,1,846.0
b1c14,matr,b1,50,1.053992784,0.15057741356278687,0.01663472034,0.002385296667773714,0.016963098,3.694391255702274e-05,32.37269099210505,0.002608329891956774,0.0,0.0010157144841448117,-736.0394272487337,0.0,880.0,1.0709661,first_positive_qd,,880.0,1,846.0,846.0,0,,880.0,1,879,1.0,0,0.8800649,native,1,846.0
b1c14,matr,b1,100,1.065341888,0.10707777808608962,0.01680525182,0.0016967550464953116,0.017053071,1.0077067110710994e-05,32.746688171939034,0.0006647239531953216,0.0,0.002133733185437858,-728.2752360391113,0.04804804804804805,880.0,1.0709661,first_positive_qd,,880.0,1,846.0,846.0,0,,880.0,1,879,1.0,0,0.8800649,native,1,846.0
b1c15,matr,b1,25,1.023179456,0.20886288056571298,0.01619668296,0.003320160587740111,0.016733406,0.00013909726692307698,31.738493317351377,0.010002446230769227,0.0,0.0006267493916487256,-730.9989859018409,0.0,719.0,1.0611236,first_positive_qd,,719.0,1,701.0,701.0,0,,719.0,1,718,1.0,0,0.88298881,native,1,701.0
b1c15,matr,b1,50,1.045653832,0.14938864626965653,0.016483526260000003,0.0023652221569589343,0.016804634,3.495914751500589e-05,32.38646720800082,0.002601110722689076,0.0,0.0004477713934572521,-729.2631208353948,0.04804804804804805,719.0,1.0611236,first_positive_qd,,719.0,1,701.0,701.0,0,,719.0,1,718,1.0,0,0.88298881,native,1,701.0
b1c15,matr,b1,100,1.0569803169999998,0.10623956952188206,0.01667158657,0.0016847157786408144,0.016914751,1.05619611341134e-05,32.816242903351714,0.0006624381236123561,0.0,0.002382245641946873,-727.0428818970483,0.0,719.0,1.0611236,first_positive_qd,,719.0,1,701.0,701.0,0,,719.0,1,718,1.0,0,0.88298881,native,1,701.0
b1c16,matr,b1,25,1.041531728,0.21260676749533733,0.015342333199999997,0.004524451687557148,0.016661555,0.00014981992615384606,31.024852740313776,0.010141145153846148,0.0,0.004507580506371308,-744.5956342983543,0.0,862.0,1.0811664,first_positive_qd,,862.0,1,826.0,826.0,0,,862.0,1,861,1.0,0,0.88096577,native,1,826.0
b1c16,matr,b1,50,1.064214576,0.1520372927761614,0.01601110872,0.003268440311967052,0.016694959,5.907525752701079e-05,31.651737360855915,0.002629775164465782,0.0,0.00431471321055327,-740.205801015923,0.9469469469469469,862.0,1.0811664,first_positive_qd,,862.0,1,826.0,826.0,0,,862.0,1,861,1.0,0,0.88096577,native,1,826.0
b1c16,matr,b1,100,1.075604861,0.10810891867154614,0.016363573660000005,0.002339390075682656,0.016816031,1.841120882088214e-05,32.092990921249715,0.0006678998049804973,-0.005179810048396567,0.0041233944226033775,-738.3697567135267,0.0,862.0,1.0811664,first_positive_qd,,862.0,1,826.0,826.0,0,,862.0,1,861,1.0,0,0.88096577,native,1,826.0
b1c17,matr,b1,25,1.0328110400000001,0.21082575141929316,0.01597914712,0.003261984491079715,0.016638942,0.0001501336415384616,30.650231581411227,0.010085930999999992,0.0,0.0,-734.3410779360665,0.0,857.0,1.072052,first_positive_qd,,857.0,1,826.0,826.0,0,,857.0,1,856,1.0,0,0.8832469,native,1,826.0
b1c17,matr,b1,50,1.055136222,0.15073873740078134,0.01632098036,0.002331790142045212,0.016690899,3.951949406962799e-05,31.308889611664902,0.0026006180120048054,0.0,0.0007196097870690898,-735.681660121654,1.0,857.0,1.072052,first_positive_qd,,857.0,1,826.0,826.0,0,,857.0,1,856,1.0,0,0.8832469,native,1,826.0
b1c17,matr,b1,100,1.0663351739999998,0.10717579764882894,0.01650946526,0.0016625835946329293,0.016800802,1.1390297953795375e-05,31.767866319949093,0.0006572200480048007,0.0,0.0027949672215926208,-725.0505296351163,0.0,857.0,1.072052,first_positive_qd,,857.0,1,826.0,826.0,0,,857.0,1,856,1.0,0,0.8832469,native,1,826.0
b1c18,matr,b1,25,1.026469336,0.20953007576351013,0.01909068672,0.0038968701086105864,0.019886132,0.00018356429538461506,30.074637721060114,0.009990945923076913,0.0,3.7812818682436564e-05,-729.3758596636069,0.8178178178178178,691.0,1.0661705,first_positive_qd,,691.0,1,666.0,666.0,0,,691.0,1,690,1.0,0,0.88114411,native,1,666.0
b1c18,matr,b1,50,1.084283868,0.29751146088472324,0.01948840936,0.0027840584799999997,0.019886132,4.679089882352921e-05,30.712150402856373,0.005060946381752697,0.0,2.701478252326831e-05,-721.1669091236007,0.04004004004004004,691.0,1.0661705,first_positive_qd,,691.0,1,666.0,666.0,0,,691.0,1,690,1.0,0,0.88114411,native,1,666.0
b1c18,matr,b1,100,1.0755789489999998,0.2105546447291959,0.01782470687,0.0026620532457676113,0.015891589,-4.744324481848189e-05,31.512746702861836,0.0003596190801080091,-0.0014952142719703708,0.0005175310181569592,-716.6587008564619,0.0,691.0,1.0661705,first_positive_qd,,691.0,1,666.0,666.0,0,,691.0,1,690,1.0,0,0.88114411,native,1,666.0
b1c19,matr,b1,25,1.044837548,0.21327890075742628,0.015649710639999998,0.003194776405946343,0.016303297,0.00014741276999999956,31.634351263283875,0.01015091538461535,0.0,0.0,-735.7285915672644,0.03303303303303303,788.0,1.0851147,first_positive_qd,,788.0,1,743.0,743.0,0,,788.0,1,787,1.0,0,0.88093972,native,1,743.0
b1c19,matr,b1,50,1.066893318,0.15241524430373585,0.0159782074,0.002282843246868799,0.016328191,3.818243447779104e-05,32.32069655240128,0.002590022333733493,0.0,0.0,-732.7325185433637,0.03303303303303303,788.0,1.0851147,first_positive_qd,,788.0,1,743.0,743.0,0,,788.0,1,787,1.0,0,0.88093972,native,1,743.0
b1c19,matr,b1,100,1.0774847869999997,0.10829399107841456,0.01616162039,0.001624900928458261,0.01638364,1.0567779219922077e-05,32.713644543106625,0.000636507281728169,0.0,0.000651984890217352,-729.7311094702185,0.04004004004004004,788.0,1.0851147,first_positive_qd,,788.0,1,743.0,743.0,0,,788.0,1,787,1.0,0,0.88093972,native,1,743.0
b1c2,matr,b1,25,1.04115918,0.21253272336420853,0.015382873239999999,0.004536435405385328,0.01674987,0.0001668292399999996,30.398499446710094,0.010186984692307695,0.0,0.002517478684225948,-741.4716798421218,0.03903903903903904,2237.0,1.0799223,first_positive_qd,1976.0,1976.0,0,1946.0,1946.0,0,1967.0,1967.0,0,1995,242.0,1,0.82610458,continued_from_b2c9,1,1946.0
b1c2,matr,b1,50,1.063500544,0.15193491732083467,0.016071433300000004,0.003280864769025473,0.016749149,6.201866223289312e-05,30.889876226120183,0.0026137005426170425,0.0,0.0022960889310315396,-751.2094179871447,0.0,2237.0,1.0799223,first_positive_qd,1976.0,1976.0,0,1946.0,1946.0,0,1967.0,1967.0,0,1995,242.0,1,0.82610458,continued_from_b2c9,1,1946.0
b1c2,matr,b1,100,1.0745174849999999,0.10799784229582958,0.016433599030000003,0.0023483799264254726,0.016854173,1.88166644524452e-05,31.164788272079093,0.0006547647830783067,0.0,0.0016669307208906372,-744.7322102340979,1.0,2237.0,1.0799223,first_positive_qd,1976.0,1976.0,0,1946.0,1946.0,0,1967.0,1967.0,0,1995,242.0,1,0.82610458,continued_from_b2c9,1,1946.0
b1c20,matr,b1,25,1.03125774,0.21050958110794862,0.014163121919999999,0.004178246618047612,0.015240522,0.00012816549384615344,30.971787172882895,0.009888627461538466,-0.003526581491666408,0.0006910660152740693,-741.9796802493884,0.004004004004004004,534.0,1.07263,first_positive_qd,,534.0,1,505.0,505.0,0,,534.0,1,533,1.0,0,0.88078493,native,1,505.0
b1c20,matr,b1,50,1.051914956,0.15028056979395596,0.014677581739999999,0.002998960983648202,0.015167462,4.654581767106839e-05,31.508742714837176,0.002459339274909959,0.0,0.0004937214088332971,-726.3415053524782,0.0,534.0,1.07263,first_positive_qd,,534.0,1,505.0,505.0,0,,534.0,1,533,1.0,0,0.88078493,native,1,505.0
b1c20,matr,b1,100,1.059142675,0.10652841217139995,0.014906158769999997,0.0021329748575357136,0.015160209,1.2649842466246669e-05,31.83139279736961,0.0004999247458745851,0.0,0.00035089042801408015,-714.8437008973514,1.0,534.0,1.07263,first_positive_qd,,534.0,1,505.0,505.0,0,,534.0,1,533,1.0,0,0.88078493,native,1,505.0
b1c21,matr,b1,25,1.041071564,0.2125128215856067,0.013914471720000002,0.0041039648890371615,0.015006334,0.00013418398384615376,31.93027410248627,0.01002010107692308,0.0,0.0,-766.1433749031853,0.0,559.0,1.0824388,first_positive_qd,,559.0,1,536.0,536.0,0,,559.0,1,558,1.0,0,0.88016534,native,1,536.0
b1c21,matr,b1,50,1.06266061,0.15181245392186934,0.014453025800000002,0.002951659583415689,0.015000514,4.864099908763509e-05,32.52802005315853,0.002539833762304916,0.0,0.0015418638912868144,-736.7634288428003,0.04004004004004004,559.0,1.0824388,first_positive_qd,,559.0,1,536.0,536.0,0,,559.0,1,558,1.0,0,0.88016534,native,1,536.0
b1c21,matr,b1,100,1.071404233,0.10771126102679894,0.014788431510000002,0.0021141635554463353,0.015144967,1.6148156717671713e-05,32.80560397424297,0.0005635516297629756,0.0,0.0027820813772376045,-723.1856261720106,0.06006006006006006,559.0,1.0824388,first_positive_qd,,559.0,1,536.0,536.0,0,,559.0,1,558,1.0,0,0.88016534,native,1,536.0
b1c22,matr,b1,25,1.039502196,0.2121900148858838,0.015914887399999997,0.003249009527949969,0.01655459,0.00014768603846153843,31.421911547412897,0.01009723423076923,0.0,0.0025215766119877536,-742.7834393544082,0.06006006006006006,891.0,1.0793039,first_positive_qd,,891.0,1,,891.0,1,,891.0,1,890,1.0,0,0.96327895,native,0,891.0
b1c22,matr,b1,50,1.0615359060000003,0.1516502305273136,0.016238957000000002,0.0023201828099199766,0.016498478,3.80371226890756e-05,32.09658038427867,0.00258163896758703,0.0,0.0018183896483843652,-741.4226566620586,0.0,891.0,1.0793039,first_positive_qd,,891.0,1,,891.0,1,,891.0,1,890,1.0,0,0.96327895,native,0,891.0
b1c22,matr,b1,100,1.072150017,0.10775764643687431,0.016426053569999998,0.0016529612459651084,0.016682273,1.1032426576657644e-05,32.51547371038611,0.0006367991797179713,0.0,0.0015564332322056602,-730.5754840331132,0.0,891.0,1.0793039,first_positive_qd,,891.0,1,,891.0,1,,891.0,1,890,1.0,0,0.96327895,native,0,891.0
b1c23,matr,b1,25,1.039110508,0.2121094098150517,0.016129782440000004,0.0032928032644208927,0.016784169,0.00015022477846153814,30.603791185468122,0.010069359461538446,0.0,0.0,-749.0298698461172,1.0,1014.0,1.0792934,first_positive_qd,,1014.0,1,976.0,976.0,0,,1014.0,1,1013,1.0,0,0.88066453,native,1,976.0
b1c23,matr,b1,50,1.061006362,0.15157385631241013,0.01646239986,0.002352056068909277,0.016717058,3.8881414117647044e-05,31.260565441766612,0.0025708149579831926,0.0,0.0038090063067144184,-737.6472804433424,0.03403403403403404,1014.0,1.0792934,first_positive_qd,,1014.0,1,976.0,976.0,0,,1014.0,1,1013,1.0,0,0.88066453,native,1,976.0
b1c23,matr,b1,100,1.0716364470000002,0.10770538654237351,0.01665576256,0.0016761780869325273,0.016928671,1.1342665742574274e-05,31.670866801703188,0.0006363017251725135,0.0,0.002720902476924657,-731.559793242179,0.0,1014.0,1.0792934,first_positive_qd,,1014.0,1,976.0,976.0,0,,1014.0,1,1013,1.0,0,0.88066453,native,1,976.0
b1c24,matr,b1,25,1.034433736,0.2111550342705584,0.015889117359999996,0.0032436625538711378,0.01655318,0.00014879171307692306,31.97371434184674,0.010040086076923069,0.0,2.5648180218924476e-05,-734.738544345355,0.0,1017.0,1.0745355,first_positive_qd,,1017.0,1,979.0,979.0,0,,1017.0,1,1016,1.0,0,0.88046598,native,1,979.0
b1c24,matr,b1,50,1.056447874,0.1509234989538406,0.0162187302,0.002317203318680007,0.016568888,3.8421214021608524e-05,32.64142893697245,0.0025750292388955543,0.0,1.8323945023798725e-05,-736.7719736107289,0.0,1017.0,1.0745355,first_positive_qd,,1017.0,1,979.0,979.0,0,,1017.0,1,1016,1.0,0,0.88046598,native,1,979.0
b1c24,matr,b1,100,1.0672528549999998,0.10726529764808782,0.0164215744,0.001651746902687491,0.016682969,1.1367200156015543e-05,33.04428331230595,0.0006423798865886598,0.0,1.3022925069222926e-05,-731.5025298892308,0.0,1017.0,1.0745355,first_positive_qd,,1017.0,1,979.0,979.0,0,,1017.0,1,1016,1.0,0,0.88046598,native,1,979.0
b1c25,matr,b1,25,1.035203368,0.21131251745415883,0.015905062560000002,0.0032469139908131114,0.016558962,0.00014878161615384633,32.43295101332044,0.010062918769230765,0.0,0.0,-739.1834414372274,0.0,854.0,1.0752345,first_positive_qd,,854.0,1,819.0,819.0,0,,854.0,1,853,1.0,0,0.88019997,native,1,819.0
b1c25,matr,b1,50,1.05730716,0.1510465868182661,0.01623271666,0.002319200178366754,0.016588176,3.8270645330131954e-05,33.11024456360347,0.0025833396782713037,0.0,0.0008284364309010732,-737.7240961447803,0.0,854.0,1.0752345,first_positive_qd,,854.0,1,819.0,819.0,0,,854.0,1,853,1.0,0,0.88019997,native,1,819.0
b1c25,matr,b1,100,1.0680594090000002,0.10734644940345918,0.016430180379999996,0.0016525277155489272,0.016688013,1.120358279027897e-05,33.5100715032098,0.0006413974311431118,0.0,0.0005887741722771531,-733.2753734893039,0.0,854.0,1.0752345,first_positive_qd,,854.0,1,819.0,819.0,0,,854.0,1,853,1.0,0,0.88019997,native,1,819.0
b1c26,matr,b1,25,1.0471321120000001,0.21374688794817728,0.015596904079999998,0.0031839685659217545,0.016244587,0.00014605201692307682,31.74028399964375,0.010153127692307693,-0.0037385512133683322,0.0013986957694694865,-756.8293757114502,0.002002002002002002,870.0,1.0876514,first_positive_qd,,870.0,1,827.0,827.0,0,,870.0,1,869,1.0,0,0.88105017,native,1,827.0
b1c26,matr,b1,50,1.069164686,0.15273953982468585,0.01592001932,0.0022745105753282434,0.016289866,3.787191366146462e-05,32.41946839789173,0.0025891676110444146,0.0,0.0032220562860786066,-749.3481855163,1.0,870.0,1.0876514,first_positive_qd,,870.0,1,827.0,827.0,0,,870.0,1,869,1.0,0,0.88105017,native,1,827.0
b1c26,matr,b1,100,1.0796685450000003,0.10851416149141123,0.016122636920000002,0.0016216205706471576,0.016389275,1.1258211161116141e-05,32.82484992054074,0.0006331072481248133,0.0,0.003189062123027018,-741.0475950183597,0.0,870.0,1.0876514,first_positive_qd,,870.0,1,827.0,827.0,0,,870.0,1,869,1.0,0,0.88105017,native,1,827.0
b1c27,matr,b1,25,1.038770428,0.21204013153301057,0.015407483520000001,0.0031452746336892,0.016052196,0.00014480199538461505,32.44214417273616,0.010079474538461548,0.0,0.002388511824315226,-759.5068559624004,0.0,842.0,1.0790461,first_positive_qd,,842.0,1,811.0,811.0,0,,842.0,1,841,1.0,0,0.88130057,native,1,811.0
b1c27,matr,b1,50,1.060704798,0.15153107185456652,0.01573166144,0.002247581959491962,0.016091034,3.7788893541416596e-05,33.14170698269336,0.002572848379351739,0.0,0.002327390778934332,-737.4929766628738,0.0,842.0,1.0790461,first_positive_qd,,842.0,1,811.0,811.0,0,,842.0,1,841,1.0,0,0.88130057,native,1,811.0
b1c27,matr,b1,100,1.071215679,0.10766381829371303,0.0159379176,0.0016031871859637356,0.016206481,1.1359463654365423e-05,33.55602030368522,0.0006323544560455951,0.0,0.0017401906354994805,-733.2442608296251,0.0,842.0,1.0790461,first_positive_qd,,842.0,1,811.0,811.0,0,,842.0,1,841,1.0,0,0.88130057,native,1,811.0
b1c28,matr,b1,25,1.037469012,0.21177393416727625,0.015958006,0.0032576674794647536,0.01662422,0.00014986640615384598,32.313259257852636,0.010051501461538447,0.0,0.0024493065049419707,-749.5608342353479,0.012012012012012012,860.0,1.0777475,first_positive_qd,,860.0,1,818.0,818.0,0,,860.0,1,859,1.0,0,0.88058227,native,1,818.0
b1c28,matr,b1,50,1.0592785200000001,0.15132665901254277,0.0162986929,0.0023286418189023164,0.016682675,3.953739913565416e-05,33.00609001291069,0.0025626793373349326,0.0,0.001749869088563013,-736.5791993818017,0.0,860.0,1.0777475,first_positive_qd,,860.0,1,818.0,818.0,0,,860.0,1,859,1.0,0,0.88058227,native,1,818.0
b1c28,matr,b1,100,1.0698886730000003,0.10752939488067796,0.016513237169999997,0.0016614474417592214,0.016805848,1.192117870387039e-05,33.43606251979158,0.0006345002286228637,0.0,0.001243641256929578,-730.41963499276,0.0,860.0,1.0777475,first_positive_qd,,860.0,1,818.0,818.0,0,,860.0,1,859,1.0,0,0.88058227,native,1,818.0
b1c29,matr,b1,25,1.039316388,0.2121515717799108,0.01583759216,0.0032330725383680667,0.016502012,0.00014900355384615368,31.298331686632327,0.010090744230769241,0.0,0.0013009162638785662,-741.4358495501069,0.0,917.0,1.0794537,first_positive_qd,,917.0,1,873.0,873.0,0,,917.0,1,916,1.0,0,0.88035375,native,1,873.0
b1c29,matr,b1,50,1.061278934,0.151612996989842,0.01617223662,0.0023105270267200157,0.01654968,3.89574998799519e-05,31.96731983475179,0.0025770401968787395,0.0,0.0009294194713388554,-742.031423506323,0.0,917.0,1.0794537,first_positive_qd,,917.0,1,873.0,873.0,0,,917.0,1,916,1.0,0,0.88035375,native,1,873.0
b1c29,matr,b1,100,1.0719549930000003,0.10773742621037895,0.016380068390000002,0.0016480121119397749,0.016644154,1.1670330279027812e-05,32.377114457540216,0.0006381794329432896,0.0,0.0007082697651442825,-730.8160370415761,0.01901901901901902,917.0,1.0794537,first_positive_qd,,917.0,1,873.0,873.0,0,,917.0,1,916,1.0,0,0.88035375,native,1,873.0
b1c3,matr,b1,25,1.040303088,0.21235620265968655,0.014992137439999999,0.004421182718530833,0.016273182,0.00016315662692307662,28.871106283504897,0.010147556230769236,0.0,0.0,-745.0173382828945,0.8018018018018018,1434.0,1.0797229,first_positive_qd,1626.0,1626.0,0,1607.0,1607.0,0,1621.0,1621.0,0,1639,-205.0,0,0.82608759,continued_from_b2c15,1,1607.0
b1c3,matr,b1,50,1.0629041479999999,0.15184989943564434,0.015645143580000003,0.003193762891223111,0.016290145,5.982806756302518e-05,29.351317976229144,0.002624700513805516,0.0,0.002013201681296553,-744.3515652642011,0.0,1434.0,1.0797229,first_positive_qd,1626.0,1626.0,0,1607.0,1607.0,0,1621.0,1621.0,0,1639,-205.0,0,0.82608759,continued_from_b2c15,1,1607.0
b1c3,matr,b1,100,1.07409948,0.10795651522764711,0.01598469448,0.0022842758272481824,0.016408285,1.8023054761476153e-05,29.64277681987686,0.0006611514875487572,0.0,0.004131445177559829,-737.1094620839966,0.06006006006006006,1434.0,1.0797229,first_positive_qd,1626.0,1626.0,0,1607.0,1607.0,0,1621.0,1621.0,0,1639,-205.0,0,0.82608759,continued_from_b2c15,1,1607.0
b1c30,matr,b1,25,1.039786284,0.21224751182377932,0.01531835992,0.0031270611211930595,0.015959136,0.00014411611230769183,32.09160414519974,0.010092135384615383,0.0,0.0,-743.8743584151101,0.03903903903903904,709.0,1.0798637,first_positive_qd,,709.0,1,680.0,680.0,0,,709.0,1,708,1.0,0,0.88054287,native,1,680.0
b1c30,matr,b1,50,1.061613092,0.1516606926636758,0.015646620860000002,0.0022354382553210366,0.015999014,3.7979846386554664e-05,32.78813372218215,0.002570386093637452,-0.0013297857925784016,0.00018617001096097623,-744.9767816586029,0.001001001001001001,709.0,1.0798637,first_positive_qd,,709.0,1,680.0,680.0,0,,709.0,1,708,1.0,0,0.88054287,native,1,680.0
b1c30,matr,b1,100,1.07199548,0.10774270408252526,0.01584933199,0.0015943233808727417,0.016130757,1.130977768376833e-05,33.20468742385532,0.0006273795799579925,0.0,0.0001323120157658379,-728.7273220996201,0.04004004004004004,709.0,1.0798637,first_positive_qd,,709.0,1,680.0,680.0,0,,709.0,1,708,1.0,0,0.88054287,native,1,680.0
b1c31,matr,b1,25,1.0539024000000001,0.21512863506454735,0.01615949912,0.0032987523870693695,0.016814314,0.00015174189923076894,29.109745154599064,0.010209203923076924,0.0,0.0,-750.6574859188172,0.0,876.0,1.0946392,first_positive_qd,,876.0,1,829.0,829.0,0,,876.0,1,875,1.0,0,0.88099223,native,1,829.0
