cell_id,provided_cycle_life,observed_cycles,q0,threshold_80pct_q0,min_qd,eol_recomputed,is_censored_recomputed,orig_batch,orig_cell_id,kept,reason,provided_minus_recomputed
matr_b2c4,444.0,471,1.07429175,0.8594334,0.82567608,454.0,0,batch2,b2c4,True,,-10.0
matr_b2c41,429.0,452,1.07089255,0.85671404,0.82653892,439.0,0,batch2,b2c41,True,,-10.0
matr_b2c43,462.0,487,1.0758284,0.8606627200000001,0.82605511,471.0,0,batch2,b2c43,True,,-9.0
matr_b2c5,480.0,507,1.0694930999999999,0.8555944799999999,0.82509845,492.0,0,batch2,b2c5,True,,-12.0
matr_b2c6,511.0,545,1.0707162499999998,0.8565729999999999,0.82558298,528.0,0,batch2,b2c6,True,,-17.0
matr_b3c0,1009.0,1008,1.0684966500000002,0.8547973200000002,0.8804329,,1,batch3,b3c0,True,,
matr_b3c1,1063.0,1062,1.06646465,0.85317172,0.8802734,,1,batch3,b3c1,True,,
matr_b3c10,1078.0,1077,1.06277475,0.8502198000000001,0.88064086,,1,batch3,b3c10,True,,
matr_b3c11,817.0,816,1.068871,0.8550968,0.88113368,,1,batch3,b3c11,True,,
matr_b3c12,932.0,931,1.07516545,0.8601323600000002,0.88080788,,1,batch3,b3c12,True,,
matr_b3c13,816.0,815,1.06681655,0.85345324,0.88024569,,1,batch3,b3c13,True,,
matr_b3c14,858.0,857,1.0745428000000001,0.8596342400000001,0.88065648,,1,batch3,b3c14,True,,
matr_b3c15,876.0,875,1.0692704499999999,0.85541636,0.88058048,,1,batch3,b3c15,True,,
matr_b3c16,1638.0,1637,1.0618613,0.8494890399999999,0.88014877,,1,batch3,b3c16,True,,
matr_b3c17,1315.0,1314,1.0675028000000002,0.8540022400000002,0.88043362,,1,batch3,b3c17,True,,
matr_b3c18,1146.0,1145,1.0687573499999998,0.8550058799999999,0.88003904,,1,batch3,b3c18,True,,
matr_b3c19,1155.0,1154,1.07289865,0.85831892,0.88007373,,1,batch3,b3c19,True,,
matr_b3c20,813.0,812,1.0660535,0.8528428,0.88059181,,1,batch3,b3c20,True,,
matr_b3c21,772.0,771,1.0680635,0.8544508000000001,0.8801983,,1,batch3,b3c21,True,,
matr_b3c22,1002.0,1001,1.05722045,0.84577636,0.88094068,,1,batch3,b3c22,True,,
matr_b3c24,825.0,824,1.04762985,0.8381038800000001,0.88021326,,1,batch3,b3c24,True,,
matr_b3c25,989.0,988,1.0622523,0.84980184,0.88167018,,1,batch3,b3c25,True,,
matr_b3c26,1028.0,1027,1.0728023,0.85824184,0.88023561,,1,batch3,b3c26,True,,
matr_b3c27,850.0,849,1.0617115,0.8493691999999999,0.88002509,,1,batch3,b3c27,True,,
matr_b3c28,541.0,540,1.0524,0.84192,0.88010961,,1,batch3,b3c28,True,,
matr_b3c29,858.0,857,1.0675959000000002,0.8540767200000001,0.88007307,,1,batch3,b3c29,True,,
matr_b3c3,1115.0,1114,1.0634071999999999,0.85072576,0.88058406,,1,batch3,b3c3,True,,
matr_b3c30,935.0,934,1.0699079,0.85592632,0.88024825,,1,batch3,b3c30,True,,
matr_b3c31,731.0,730,1.06922545,0.8553803600000001,0.88031369,,1,batch3,b3c31,True,,
matr_b3c33,1284.0,1283,1.06105495,0.84884396,0.88079751,,1,batch3,b3c33,True,,
matr_b3c34,1158.0,1157,1.0623154000000001,0.8498523200000001,0.88017184,,1,batch3,b3c34,True,,
matr_b3c35,1093.0,1092,1.06406045,0.85124836,0.88011736,,1,batch3,b3c35,True,,
matr_b3c36,923.0,922,1.05835465,0.8466837200000001,0.88060242,,1,batch3,b3c36,True,,
matr_b3c38,1935.0,1934,1.0710753,0.85686024,0.88000458,,1,batch3,b3c38,True,,
matr_b3c39,1156.0,1155,1.04828255,0.83862604,0.88043225,,1,batch3,b3c39,True,,
matr_b3c4,1048.0,1047,1.0732249,0.85857992,0.88001466,,1,batch3,b3c4,True,,
matr_b3c40,796.0,795,1.0603789,0.84830312,0.88070726,,1,batch3,b3c40,True,,
matr_b3c41,786.0,785,1.05174775,0.8413982000000001,0.88062328,,1,batch3,b3c41,True,,
matr_b3c44,940.0,939,1.0706101000000001,0.8564880800000001,0.88046378,,1,batch3,b3c44,True,,
matr_b3c45,1801.0,1800,1.0702680500000001,0.8562144400000001,0.88047254,,1,batch3,b3c45,True,,
matr_b3c5,828.0,827,1.0523696,0.84189568,0.88066918,,1,batch3,b3c5,True,,
matr_b3c6,667.0,666,1.06301965,0.85041572,0.88052577,,1,batch3,b3c6,True,,
matr_b3c7,1836.0,1835,1.0685174,0.85481392,0.88036358,,1,batch3,b3c7,True,,
matr_b3c8,828.0,827,1.06591775,0.8527342000000001,0.88094097,,1,batch3,b3c8,True,,
matr_b3c9,1039.0,1038,1.0706233,0.8564986400000001,0.8801114,,1,batch3,b3c9,True,,
